SYMBOL,K,K_used,Z,P,Dir,FDR
ST13,5,3,2.7268100632857735,0.006394983839610672,up,0.011764372348470506
MIR1248,1,1,2.72656227391753,0.006399787503785661,up,0.011772215098375532
NLRP2,5,3,-2.7262642261479395,0.006405569782466813,down,0.011781856503544255
PABPC1,5,4,2.7262173612460674,0.006406479413017367,up,0.011782534705653267
LOC124900785,1,1,-2.7261486421761485,0.006407813435115189,down,0.011783993250917193
CCDC163P,1,1,2.726089279300298,0.006408966029513026,up,0.011785117931865798
MAGED4B,4,3,2.7258636829468195,0.006413347928236686,up,0.011792180123303768
TMEM110-MUSTN1,1,1,2.7257143470829903,0.006416250054507101,up,0.011796520504501027
RGS1,5,3,-2.7256243066694,0.006418000430502248,down,0.011798742794972611
MARVELD2,3,2,2.7253152124035553,0.006424012459322713,up,0.011808798599276511
FAM111B,1,1,-2.7252653005590095,0.006424983743195187,down,0.01180958745068102
PTPRD-AS1,3,2,2.72483428629253,0.006433376774032013,up,0.011824016728715773
RAD54L,5,3,2.72465451136212,0.006436880399633347,up,0.011829458006008032
SPX,5,4,2.7244895223738244,0.0064400973732634,up,0.01183437161142202
P2RX5-TAX1BP3,5,4,2.724216785834104,0.006445418392582687,up,0.011843150472005792
AMY1C,1,1,-2.7241802282019494,0.006446131923060804,down,0.011843462523619558
NOG,4,3,2.723898273910073,0.006451637484324478,up,0.011852578166571653
SLIT1,5,4,-2.7238432971247715,0.006452711477488149,down,0.011853551536019932
CAPN7,5,3,2.723075778408435,0.0064677220643540876,up,0.011880123933537828
THAP9,5,3,-2.7224719744912904,0.00647955290171575,down,0.011900851674373877
PPP2R5D,5,4,-2.72234251183535,0.006482092105399281,down,0.011904094360297785
GIMAP1-GIMAP5,2,2,2.7223262361836755,0.006482411389700791,up,0.011904094360297785
MSMP,2,2,-2.7218406462860547,0.006491943861128843,down,0.011920594548341025
RMND5B,5,3,-2.721134952956498,0.006505819596032693,down,0.011945066441367174
MIA2,4,4,-2.7210648670338005,0.006507199119664192,down,0.011946592366088924
ZNF432,5,3,-2.720430712052648,0.006519693361209851,down,0.011968521868130303
LINC00667,4,2,2.7203163040988305,0.006521949744555755,up,0.011971655118029662
RNU6-7,1,1,2.72012660961692,0.006525692496136842,up,0.011977515979385645
LOC105370091,2,2,-2.7200220619541664,0.006527756090965691,down,0.011980294121619819
EXOSC8,5,4,-2.719745578757196,0.006533216232537274,down,0.011989304902557662
LOC105377945,2,1,2.7188297751774195,0.0065513313723953555,up,0.012021535783412352
CCNL2,5,4,2.7187547871336957,0.006552816679564288,up,0.012023248461164832
LOC105376328,1,1,2.7184265663811193,0.006559321395551465,up,0.012034169793590293
SNORA81,2,1,2.7179421291359094,0.006568932638307966,up,0.012050788248295639
PCBP3,5,3,-2.7178670687263335,0.006570422970726476,down,0.012052507248112408
SNORD114-11,1,1,-2.71772243970968,0.006573295452679095,down,0.012056761101861631
PLEKHG4B,4,3,2.7170618065707917,0.006586430676519693,up,0.012079836610813207
SLC7A8,5,4,-2.716760446320841,0.006592430391889837,down,0.012089822463927962
NR2F2-AS1,2,2,2.716704354981119,0.006593547644458888,up,0.012090853467400282
MDM2,5,3,2.716675427581552,0.006594123899977915,up,0.012090892332762535
EMCN,5,3,2.715856788976427,0.006610450582971111,up,0.012119808521913956
