SYMBOL,k,agree_frac
TAF9,5,1
TAFA1,3,1
TAFA2,3,1
TAGAP-AS1,3,1
TASP1,5,1
TATDN3,5,1
TBC1D30,5,1
TBC1D32,5,1
TBC1D9,5,1
TBX6,3,1
TBXAS1,5,1
TCAP,5,1
TCEA3,5,1
TCEAL7,5,1
TCF19,3,1
TCF3,5,1
TCF7,5,1
TCF7L1,4,1
TCIRG1,5,1
TDRD10,4,1
TEAD2,4,1
TENT5A,3,1
TEP1,5,1
TEPSIN,4,1
TES,3,1
TEX22,3,1
TFCP2L1,4,1
TFIP11-DT,3,1
TFRC,5,1
TGFB1,5,1
TGFB1I1,4,1
TGIF1,5,1
TGIF2,4,1
THCAT155,4,1
THNSL1,5,1
THOC3,5,1
TIGD5,5,1
TIMM17A,5,1
TINAGL1,4,1
TIPRL,5,1
TJP2,5,1
TLE2,5,1
TLN1,5,1
TM2D2,5,1
TM2D3,5,1
TMA16,5,1
TMCO4,5,1
TMEFF1,5,1
TMEFF2,5,1
TMEM119,5,1
TMEM128,5,1
TMEM150A,5,1
TMEM150C,5,1
TMEM169,5,1
TMEM178B,5,1
TMEM200A,4,1
TMEM204,4,1
TMEM216,4,1
TMEM242,5,1
TMEM30A,4,1
TMEM33,5,1
TMEM35A,4,1
TMEM51-AS1,4,1
TMEM79,5,1
TMEM9B-AS1,3,1
TMPRSS5,5,1
TMX3,5,1
TNFSF12,5,1
TNIP2,5,1
TNS2,5,1
TNS3,5,1
TOB2,5,1
TOMM20,5,1
TOMM70,4,1
TOP3B,5,1
TOR4A,4,1
TPD52,5,1
TPD52L1,5,1
TPM2,5,1
TPM3P9,3,1
TPRA1,5,1
TRABD,5,1
TRAF2,5,1
TRAM1L1,5,1
TRAPPC11,5,1
TRAPPC13,5,1
TRAPPC2B,3,1
TRAPPC6B,5,1
TREM2,5,1
TRIM23,5,1
TRIM36,5,1
TRIM37,5,1
TRIM47,5,1
TRIOBP,5,1
TRIP10,5,1
TRIP6,5,1
TRMT10C,5,1
TRMT9B,3,1
TRPC1,5,1
TRUB1,5,1
TSFM,5,1
TSNAX,5,1
TSPAN11,5,1
TSPAN15,5,1
TSPYL5,5,1
TSSK4,3,1
TTC19,5,1
TTC23L,4,1
TTC30A,4,1
TTC38,5,1
TTC39B,5,1
TTC39C,5,1
TTC7A,5,1
TUBB3,5,1
TUBGCP5,5,1
TUNAR,5,1
TUSC3,5,1
TWNK,4,1
TXN,5,1
TXNDC9,5,1
TXNL1,5,1
TYK2,5,1
TYROBP,4,1
UAP1L1,5,1
UBE2K,5,1
UBE2N,5,1
UBE2V2,5,1
UBLCP1,5,1
UBR3,5,1
UBTD1,4,1
UCHL5,5,1
UCKL1,5,1
UHRF1,5,1
UNC13D,5,1
UNC5D,5,1
UQCRC2,5,1
USF2,5,1
USHBP1,4,1
USP14,5,1
VAC14-AS1,4,1
VASP,5,1
VAT1,5,1
VDAC2,5,1
VDAC3,5,1
VEGFB,5,1
VEZT,5,1
VIM,5,1
VMA21,4,1
VPS35,5,1
VPS36,5,1
VPS4B,5,1
VPS50,5,1
VTA1,5,1
VWC2,5,1
WAC-AS1,3,1
WARS1,3,1
WASF1,5,1
WDHD1,5,1
WDR17,5,1
WDR62,3,1
WDR7,5,1
WDR90,5,1
WFIKKN1,4,1
WHAMMP1,3,1
WIZ,5,1
WNK4,4,1
WTIP,5,1
XK,5,1
XKR4,5,1
XKR8,5,1
YAP1,5,1
YBX1,5,1
YWHAB,5,1
YWHAG,5,1
YWHAZ,5,1
ZBBX,5,1
ZBTB12,5,1
ZBTB40,5,1
ZBTB42,3,1
ZBTB46,5,1
ZBTB7C,5,1
ZC2HC1A,5,1
ZDBF2,5,1
ZDHHC11,5,1
ZDHHC11B,4,1
ZDHHC23,5,1
ZFHX2,5,1
ZFHX3,5,1
ZFHX4-AS1,3,1
ZFP41,5,1
ZFP69B,5,1
ZGPAT,5,1
ZIC5,4,1
ZMYND10,5,1
ZNF184,5,1
ZNF204P,3,1
ZNF205,5,1
ZNF214,5,1
ZNF215,3,1
ZNF25,5,1
ZNF276,5,1
ZNF280B,5,1
ZNF319,4,1
ZNF358,5,1
ZNF366,4,1
ZNF385A,5,1
ZNF385D,5,1
ZNF391,5,1
ZNF395,5,1
ZNF441,5,1
ZNF483,5,1
ZNF524,4,1
ZNF554,5,1
ZNF592,5,1
ZNF597,5,1
ZNF618,5,1
ZNF682,5,1
ZNF692,5,1
ZNF710-AS1,3,1
ZNF711,5,1
ZNF768,5,1
ZNF787,5,1
ZNF883,4,1
ZNG1F,3,1
ZRANB2,5,1
ZSCAN2,5,1
ZWILCH,5,1
ABTB2,5,0.8
ACACB,5,0.8
AHI1,5,0.8
AKR1C3,5,0.8
ALG14,5,0.8
ALG5,5,0.8
ANO7,5,0.8
APOC1,5,0.8
APOO,5,0.8
ATOH8,5,0.8
ATRNL1,5,0.8
BAG3,5,0.8
BCL6,5,0.8
BEND4,5,0.8
BOC,5,0.8
BZW2,5,0.8
C2CD5,5,0.8
CACNB4,5,0.8
CAPG,5,0.8
CAPS2,5,0.8
CARD9,5,0.8
CCDC40,5,0.8
CDC42,5,0.8
CDC42EP2,5,0.8
CDC7,5,0.8
CDH12,5,0.8
CDH24,5,0.8
CDK18,5,0.8
CDK2AP2,5,0.8
CENPF,5,0.8
CFAP221,5,0.8
CFAP69,5,0.8
CLGN,5,0.8
CLVS2,5,0.8
COL1A1,5,0.8
COL6A2,5,0.8
COL8A2,5,0.8
COL9A2,5,0.8
COQ10B,5,0.8
COX18,5,0.8
CRISPLD1,5,0.8
CRYAB,5,0.8
CSF2RB,5,0.8
CSPG4,5,0.8
CSRNP1,5,0.8
CTDSP2,5,0.8
CTU1,5,0.8
DCX,5,0.8
DDX25,5,0.8
DGKI,5,0.8
DIO2,5,0.8
DLL1,5,0.8
DOK3,5,0.8
DPH6,5,0.8
DPP10,5,0.8
EBF4,5,0.8
EFHD1,5,0.8
ELMO3,5,0.8
ELN,5,0.8
EPHA6,5,0.8
EPHA7,5,0.8
EPHB4,5,0.8
EXTL2,5,0.8
F3,5,0.8
FAM222A,5,0.8
FAM43A,5,0.8
FAM47E,5,0.8
FAM53B,5,0.8
FAXC,5,0.8
FBXO16,5,0.8
FBXW4,5,0.8
FES,5,0.8
FGFR1,5,0.8
FGFRL1,5,0.8
FGR,5,0.8
FRRS1L,5,0.8
FRZB,5,0.8
GABRA2,5,0.8
GABRB2,5,0.8
GADD45G,5,0.8
GALNT15,5,0.8
GCNT4,5,0.8
GGT1,5,0.8
GIT1,5,0.8
GLMN,5,0.8
GMPR,5,0.8
GNA12,5,0.8
GPCPD1,5,0.8
GPM6A,5,0.8
GPR17,5,0.8
GPRC5C,5,0.8
GRIA4,5,0.8
GRM8,5,0.8
GSDMD,5,0.8
GSN,5,0.8
GSTA4,5,0.8
HEY2,5,0.8
HGSNAT,5,0.8
HIPK1,5,0.8
HLA-DPB1,5,0.8
HLA-DRA,5,0.8
HMG20B,5,0.8
HOMER3,5,0.8
ICA1,5,0.8
ICA1L,5,0.8
IL10RA,5,0.8
IL33,5,0.8
INPP5D,5,0.8
JADE2,5,0.8
KCNA1,5,0.8
KCNA4,5,0.8
KCNAB1,5,0.8
KCNJ6,5,0.8
KLHL21,5,0.8
KMT5C,5,0.8
KRI1,5,0.8
LATS2,5,0.8
LDB2,5,0.8
LDLRAD3,5,0.8
LENG8,5,0.8
LETMD1,5,0.8
LILRB4,5,0.8
LLGL2,5,0.8
LNP1,5,0.8
LPIN3,5,0.8
LRP4,5,0.8
LRRC2,5,0.8
LRRC40,5,0.8
LRRN3,5,0.8
LRRTM3,5,0.8
LSS,5,0.8
LTBP2,5,0.8
MAPKAPK2,5,0.8
MBD3,5,0.8
MDGA1,5,0.8
MDH1B,5,0.8
MFN1,5,0.8
MLLT11,5,0.8
MOB3A,5,0.8
MRC2,5,0.8
MRPL30,5,0.8
MRPL32,5,0.8
MTBP,5,0.8
MTCH2,5,0.8
MYLK,5,0.8
MYO15B,5,0.8
NACC2,5,0.8
NAP1L3,5,0.8
NDE1,5,0.8
NDOR1,5,0.8
NGFR,5,0.8
NIPAL2,5,0.8
NIPSNAP3B,5,0.8
NKAIN1,5,0.8
NLGN4Y,5,0.8
NLK,5,0.8
NREP,5,0.8
NUDT11,5,0.8
OBSCN,5,0.8
OLFML3,5,0.8
OPN3,5,0.8
OTUD3,5,0.8
PACRGL,5,0.8
PACSIN3,5,0.8
PANK1,5,0.8
PARM1,5,0.8
PER1,5,0.8
PGPEP1,5,0.8
PI16,5,0.8
PKD2L1,5,0.8
PKIA,5,0.8
PLA2G4A,5,0.8
PLEKHA7,5,0.8
PLIN3,5,0.8
PLOD1,5,0.8
PMS2,5,0.8
PREX1,5,0.8
PROB1,5,0.8
PRR13,5,0.8
PSMA6,5,0.8
PTAFR,5,0.8
PTPRR,5,0.8
PTRH2,5,0.8
PTS,5,0.8
RASL10B,5,0.8
RBM3,5,0.8
RCAN2,5,0.8
RECQL4,5,0.8
REEP5,5,0.8
RFX1,5,0.8
RGS3,5,0.8
RGS4,5,0.8
RHBDF2,5,0.8
RHOC,5,0.8
RMND1,5,0.8
RND2,5,0.8
RPA3,5,0.8
RPS6KA6,5,0.8
RSPO2,5,0.8
RTN4,5,0.8
RXRA,5,0.8
SALL2,5,0.8
SAMD1,5,0.8
SASH1,5,0.8
SCOC,5,0.8
SDHAF4,5,0.8
SERTAD1,5,0.8
SH3PXD2B,5,0.8
SH3TC1,5,0.8
SHKBP1,5,0.8
SIPA1L3,5,0.8
SLC16A14,5,0.8
SLC1A5,5,0.8
SLC52A3,5,0.8
SMIM14,5,0.8
SOX13,5,0.8
SPR,5,0.8
STEAP3,5,0.8
STK10,5,0.8
STMN1,5,0.8
SYCP2L,5,0.8
SYK,5,0.8
SYNGR2,5,0.8
SYTL5,5,0.8
TARBP1,5,0.8
TBL1X,5,0.8
TDRD9,5,0.8
TENM1,5,0.8
TFEB,5,0.8
TIE1,5,0.8
TLL2,5,0.8
TMC6,5,0.8
TMC8,5,0.8
TMCC2,5,0.8
TMEM120A,5,0.8
TMEM70,5,0.8
TMX4,5,0.8
TNC,5,0.8
TNS1,5,0.8
TPK1,5,0.8
TRHDE,5,0.8
TRIM8,5,0.8
TSNARE1,5,0.8
TTC8,5,0.8
VANGL2,5,0.8
VDAC1,5,0.8
VMAC,5,0.8
WASF2,5,0.8
WDR47,5,0.8
ZBTB20,5,0.8
ZBTB47,5,0.8
ZFP36L1,5,0.8
ZFP36L2,5,0.8
ZHX2,5,0.8
ZIC2,5,0.8
ZMAT4,5,0.8
ZNF219,5,0.8
ZNF365,5,0.8
ZNF449,5,0.8
ZNF534,5,0.8
ZNF596,5,0.8
ZNF844,5,0.8
ZNF85,5,0.8
ZNF853,5,0.8
ZRANB3,5,0.8
AMIGO3,4,0.75
ANKRD34C,4,0.75
ANPEP,4,0.75
AQP6,4,0.75
BCL3,4,0.75
BFSP1,4,0.75
C5ORF34,4,0.75
CCDC17,4,0.75
CCNJL,4,0.75
CCT6B,4,0.75
CNKSR1,4,0.75
ELF4,4,0.75
EPPK1,4,0.75
ERBIN,4,0.75
KCTD11,4,0.75
N4BP2L2-IT2,4,0.75
NCF4,4,0.75
PKIB,4,0.75
PLEKHG4B,4,0.75
PTPN20,4,0.75
SPHK1,4,0.75
SRPK3,4,0.75
THAP9-AS1,4,0.75
TMEM17,4,0.75
TP53I3,4,0.75
CD33,3,0.6666666666666666
FAM225B,3,0.6666666666666666
GRM5-AS1,3,0.6666666666666666
HSFX1,3,0.6666666666666666
KREMEN2,3,0.6666666666666666
LOC107985216,3,0.6666666666666666
LOC286437,3,0.6666666666666666
MINDY1,3,0.6666666666666666
MTSS2,3,0.6666666666666666
RTL8C,3,0.6666666666666666
SEPTIN10,3,0.6666666666666666
SMIM43,3,0.6666666666666666
TMEM191A,3,0.6666666666666666
CDH7,5,0.6
COL19A1,5,0.6
CTSO,5,0.6
DNAH17,5,0.6
HLA-DPA1,5,0.6
LMNA,5,0.6
OPRK1,5,0.6
SHB,5,0.6
SIGLEC9,5,0.6
HLA-DMB,4,0.5
