SYMBOL,max_loo_p,min_loo_p
ALOX15B,2.8264769321385265e-8,9.252454538986877e-10
CARTPT,5.596784508986763e-5,3.6244748718101454e-9
DNAJC5G,0.5689699502867008,1.0022891396389758e-12
FOXJ1,9.577265338806192e-5,1.5368540165626896e-10
GAREM2,4.6941483482638745e-7,2.891247504431054e-13
HSPB1,2.0345289563651947e-4,1.251464756188003e-8
LINC01561,0.8858614105712018,4.662608782140107e-6
MAS1,5.114109076767015e-7,7.143010852945398e-14
MCHR1,0.890937028056455,1.552479858388806e-8
NEUROD6,9.724585063187964e-7,2.3391173882344354e-13
PCSK1,4.936239993742534e-7,4.59392823400149e-9
RGS4,2.0580903439429876e-4,2.697735209060763e-9
RPH3A,9.089754966966627e-9,8.047642227203046e-12
SAMD11,0.003075384857079735,1.6983603793219053e-5
SLC17A6,5.803376174078532e-4,2.444712818380365e-9
SLC5A3,0.9858820918273493,2.6182710719341574e-7
SST,0.5418261457376743,2.7380284407147852e-8
TAC1,1.9352289538601186e-10,1.1074995841363811e-15
VGF,0.533280322084261,4.3699030784226473e-13
