study_id,SYMBOL,logFC,SE,P.Value
GSE278723,1-SEP,1.6400258133355528,0.2204223522338452,1.0039693455468001e-13
GSE278723,2-MAR,1.0319949199193443,0.16241427510710563,2.09664072116034e-10
GSE278723,7-SEP,-1.1587075633758388,0.09317636897748188,1.673995743157382e-35
GSE278723,ABCA2,1.07035035447341,0.21102749876120666,3.9347130472774493e-7
GSE278723,ABCA5,-1.134370144502993,0.09849718987080361,1.0859781841776877e-30
GSE278723,ABCA6,-1.2304500898203192,0.1518307894389343,5.31426000403663e-16
GSE278723,ABCA9,-1.01021839988678,0.26211895170940414,1.1618192876045294e-4
GSE278723,ABCC6,1.17609354651088,0.3670399361247237,0.001354073637785724
GSE278723,ABCD1,1.0361328051789,0.2112097098918566,9.309173431083315e-7
GSE278723,ABCE1,-1.1101534649977665,0.09875987005289742,2.5664408352032674e-29
GSE278723,ABHD13,-1.0798931553199256,0.07911374094186258,2.022082858491945e-42
GSE278723,ABHD14A-ACY1,1.128510015314168,0.26332667756976036,1.822553449860316e-5
GSE278723,ABHD17A,1.1468756665137503,0.14652059089165867,4.9805187974353715e-15
GSE278723,ABHD4,1.07895075060462,0.2549514919614174,2.316384226467374e-5
GSE278723,AC007325.2,1.8256746604937366,0.12752124417446087,1.7227323738883172e-46
GSE278723,AC011043.1,-1.1932159877759125,0.15629357985811626,2.267812218533452e-14
GSE278723,AC024592.12,1.5611599331808828,0.1272716277863666,1.372832820808256e-34
GSE278723,AC069368.3,1.3795253638442573,0.25147897883020875,4.119545694956013e-8
GSE278723,ACADS,1.01591645439148,0.17137537029775154,3.06610994426489e-9
GSE278723,ACER3,-1.204018006130931,0.17714045413707996,1.0684378450757962e-11
GSE278723,ACKR3,1.18547630371239,0.22207987865609577,9.394500391603282e-8
GSE278723,ACSL3,-1.0585391366643457,0.10389800194340489,2.2374863434831557e-24
GSE278723,ACSM5,1.18619112596762,0.32569737051956626,2.7052386943252624e-4
GSE278723,ACTR2,-1.0113716578321,0.20021506514922624,4.385229982808096e-7
GSE278723,ACTR6,-1.03169292042272,0.19926480966642318,2.248827636652648e-7
GSE278723,ACY1,1.1190791488500023,0.18345023040523775,1.059500902451e-9
GSE278723,ADAM32,-1.009485234388793,0.13377362846399865,4.4807280519977506e-14
GSE278723,ADAMTS2,1.0671294103928834,0.2387886011955022,7.861205436711716e-6
GSE278723,ADAMTS9,-1.1804654818119933,0.2185960127659833,6.656105174930951e-8
GSE278723,ADAMTSL5,1.20923695804048,0.36354090513297377,8.801510377909882e-4
GSE278723,ADAT3,1.31233308106527,0.30371142031980103,1.5533286762897592e-5
GSE278723,ADCYAP1R1,1.17959285160535,0.3246010681879754,2.790856332336459e-4
GSE278723,ADGB,-1.30164063635401,0.5726659150983675,0.023029230603808924
GSE278723,ADGRB1,1.00110052989019,0.2357403573534681,2.1701622845127102e-5
GSE278723,ADGRL4,-1.1231908894080063,0.23750567671388975,2.25504229450629e-6
GSE278723,ADH1B,-1.1600986250025902,0.3675372342498685,0.001597235396699411
GSE278723,ADIRF,1.5827746994885186,0.10493525782173221,2.0843569997163462e-51
GSE278723,ADORA1,1.1617124938246994,0.11423747967948661,2.7192147523922575e-24
GSE278723,ADRA1B,1.3271616064174416,0.32876676695154694,5.418808765456639e-5
GSE278723,ADRA1D,1.38169214758984,0.5994871394003397,0.021178320276750512
GSE278723,ADRA2C,1.084451243147951,0.15168575318320307,8.720356689872223e-13
GSE278723,ADRB1,1.13027668853255,0.2250760424589465,5.120153147596422e-7
GSE278723,AEBP1,1.23963083483939,0.3159368377135368,8.7211387125399e-5
GSE278723,AES,1.00253338597289,0.1662075140776461,1.6212585032538487e-9
GSE278723,AGBL3,-1.01889277610007,0.1688405021534061,1.5931086486043785e-9
GSE278723,AGFG2,1.02526510667299,0.1916598159597562,8.824608323951136e-8
