"","LOAD1","LOAD2","LOAD3","LOAD4","CTRL1","CTRL2","CTRL3","CTRL4"
"C2orf92",1.24818240049546,1.878128144351,0.744520962661656,1.50525073660765,0.201726569440663,1.47882724447143,0.319478582738776,0.396009070702776
"TMEM131",5.57221494404998,5.55250416946302,5.35918615728855,5.5971108562273,5.63244521016488,5.67869650270927,5.67703639823744,5.59796907248671
"LOC107985921",0.917717513416878,0.893226308355563,0.816883014256228,1.15810752317826,0.622313182963957,1.03571183313035,1.01872679875233,1.26377820085424
"VWA3B",1.83511619774093,2.80424279214378,1.256687283439,0.809804471500232,0.607645771506304,1.94638271216298,1.30388467339659,1.56437440223539
"CNGA3",1.45729510558464,2.58795106053703,1.63390124434455,1.79459674312633,0.25916519816907,1.86421586750358,1.791550836224,1.38114239050007
"INPP4A",7.94114337262857,7.88670642171552,8.03610258190854,7.90887091470563,7.8059367200364,7.92885442337015,8.03276938913947,8.13318942902332
"COA5",3.82044048258741,3.52593343872378,3.57212207586144,3.85352372775789,4.27094057807778,3.65115943005644,3.81237092565834,3.78777104360335
"UNC50",4.22236552193765,4.26000966233085,4.19922739880183,4.34537849873209,4.2030427618268,4.02054840408913,4.27817718166286,4.15050216081118
"MGAT4A",6.28572633745235,6.0358705606209,6.2970519920429,6.49490167302504,6.72711545283002,6.48338954496033,5.98397949588185,6.0108845432389
"CRACDL",6.49094461165785,6.87364113346876,6.59900643636414,6.36646723763324,6.05899980101227,6.4010136962931,6.75204882000411,6.82520538849349
"TSGA10",4.69503942006394,5.00756368052736,4.81792714207816,4.51630216722192,5.00330897912938,5.21036467242057,4.77679894538505,4.69410216808435
"C2orf15",1.09239141215325,1.26327184423238,1.06625929148089,0.81938104732826,2.08170505042116,1.250887804063,1.319481560818,1.74456614190297
"LIPT1",1.42655362395048,1.35159974657514,1.89970909178904,0.81938104732826,-0.101467912212576,1.64909637536649,1.09320519928319,1.41089147715994
"MITD1",2.95594611177049,3.50522214895158,3.64917408182825,3.04133871446858,3.59834676127593,3.40921610442003,3.31560035787937,2.97863143380489
"MRPL30",4.41555207760695,3.90612491170975,3.71827595733068,4.16277742388898,3.92106791928198,3.72073270146172,4.18971625662582,3.97616025961383
"LYG2",1.12339189856754,1.54508170256461,2.24140774601015,1.86101585499647,1.004654035595,1.42773188934574,1.46682356602676,1.64794335269421
"LYG1",0.952660094910296,1.69891802681346,2.56926623104906,1.8376442063829,1.26981140758397,1.71876684197152,1.34256522120209,1.3039698365592
"TXNDC9",2.97943430496807,3.02400113502747,2.78819613932187,3.151589497112,3.11355886332602,2.86155584897419,3.11794677363771,3.12939523154694
"EIF5B",6.32771682042158,6.32072129267923,6.28434711590514,6.15772655868583,6.56361319447657,6.52622191117449,6.32625540423957,6.05070009912572
"REV1",5.78740917123369,5.65333176630743,6.34547143578928,6.0418393472304,5.91155161866815,5.8982224003477,5.60209955673674,5.64057430845118
"AFF3",6.45026101721736,6.65060276529799,7.11977255562068,6.36605889779302,6.45718861590991,6.89735608741874,6.87671139898826,6.91860617003611
"LOC105373504",0.835857772895219,1.48125274572103,1.62816691538576,1.44466228743921,0.435621098816525,1.03571183313035,0.561680405653273,1.09078159585271
"LOC112268421",2.11509321115142,3.12352754522036,3.3251526377344,3.2871706708968,1.92489515537024,2.25856058114188,2.76616657223958,2.84335821781509
"LONRF2",9.24459590513337,8.83353793140096,9.2146520119152,8.59314553273732,9.19751686129508,9.64041514183171,9.33215411736036,9.42752731650013
"CHST10",4.45721215514022,4.12241693692158,4.8963574706884,4.4812880785875,4.04327548685396,4.56547936738924,4.51588142681418,4.48450567722321
"PDCL3",3.314368098841,3.30223862079052,3.25246560614678,3.27330097808137,3.50843148709191,3.49610683882276,3.07264647713821,3.07932733638056
"NPAS2",4.82093791977067,4.95859669578338,5.14900846214283,4.47145139157435,4.13690753341399,5.08652944780025,4.71106278157488,5.26996529051959
"RPL31",5.72530045560767,5.03893927676403,4.92294798262782,5.0894033096035,4.86060353728043,4.6845258149024,5.15753604993059,5.29859423439943
"TBC1D8",4.58241610530261,4.71118862811306,4.16597260082551,4.49778349489806,4.73295261416975,4.32698140726832,4.38580489031128,4.85086191502506
"CNOT11",2.79438144782423,2.55111915402132,3.42939580322359,2.94401518269596,2.93120728412155,3.32236087821421,2.83289273542105,3.01055681896805
"LOC105373511",1.10020420729243,1.10286256612268,2.60765457588666,1.45698524936586,0.0142661883622461,1.14097688616923,0.919873151658612,0.829563115007336
"RNF149",9.12293050984365,8.33855093825214,8.41724934104435,9.14659416645378,10.3176953449703,9.18940960507784,8.60239856057751,8.30368762227324
"SNORD89",9.06194825597149,8.23277428241383,8.2966979719553,9.08409897833068,10.288356758343,9.11988924460152,8.52347710169714,8.19554247287173
"CREG2",7.68174959659524,7.83234172983263,7.46226485871111,7.42545127402,8.48079800587006,8.13950703126083,8.26653223683558,7.6647009666555
"MAP4K4",7.67506295033184,8.08184126054148,8.18371368860115,7.82919767365148,8.61627733064986,8.25777783570579,7.60458836468012,7.64850108180009
"IL1R1",2.20115855454328,2.45802260595301,1.84637571520447,2.08397193828548,3.33451885612935,2.7453377254133,2.04711047003195,1.81857004326973
"IL1RL2",0.908848010056858,1.33001956116858,0.196655543488962,0.800163901558602,1.6378336346322,0.282194115160614,1.33491163306927,1.57755047490869
"IL1RL1",3.54509437343836,2.12783215322048,-1.69487929730024,2.67797860916252,3.82764819347503,-0.490630051289622,1.96023290772423,0.335247766972273
"SLC9A2",2.86715850087792,1.24801009670601,2.363777033566,1.91113838224662,1.76224436188241,2.49534147192055,3.20028509698688,2.17992049811574
"MFSD9",3.25436560562182,3.27802432283639,3.77126911365376,3.08566160400781,3.07409260216819,3.53525364258057,3.86114274392219,3.50877276093109
"LINC01102",1.72320762665599,1.69891802681346,1.49587655054179,2.76479897909737,2.4164591906809,0.392898973589833,1.76900823376214,1.66655994108942
"LINC01114",1.88118928617391,2.76189022111658,1.99189908480936,2.25603671433725,2.27510519554653,1.48883269519274,2.26413995778105,2.2056080082942
"PANTR1",1.46336557026564,1.84807738349877,2.42127742306706,1.97251114759723,0.774518488624619,2.21099976348099,1.43853446834896,1.57097748058394
"POU3F3",5.91469923059601,6.4306282662509,6.68282084794963,6.37663835109042,6.58856961518698,6.75278557034618,6.10928098190236,6.12857845744004
"LINC01159",1.11570400320468,1.11973026567769,1.21138452404347,1.43846110857784,1.53306096166011,0.965794370376499,0.835603998458519,0.239020288748525
"MRPS9",4.15457610330526,4.22341214482919,3.84357184560613,4.12562807755371,5.03517219803553,4.22592028293147,4.60209940371986,4.07702289437142
"MRPS9-AS1",1.42032593253649,1.30073447629925,1.03192607848251,1.63021344922975,1.62332396073478,1.23908090063881,1.6932127655837,1.45439560124116
"TGFBRAP1",5.04086648342026,4.94209552015525,5.38108730329393,5.18741610952495,4.93739032517536,5.32789336402638,5.05003662457545,4.92360751726119
"C2orf49-DT",1.05267990393097,1.50712418056471,1.90919774729448,1.51706896129621,1.96572423524453,1.72724375942545,1.21495075356061,1.10904511625927
"C2orf49",4.61822437258942,4.63183534663542,5.01095868511904,4.68882958058897,5.20738954406198,4.84599918055497,4.52010601362584,4.36421057922084
"FHL2",2.90333185297403,2.74568187679523,3.6618591856257,3.2871706708968,2.43734629826427,2.73696676679991,3.04006808785034,2.26789432468694
"NCK2",4.90696921929258,5.57980863745604,5.70768829581891,5.17581377941084,5.14527142093474,5.41704818471867,5.46156397088818,5.27452359067255
"ECRG4",1.55148447615949,1.25566115143649,1.256687283439,1.49930512031131,0.221127983761879,1.15361096504381,0.303881662946835,-0.203990960489631
"UXS1",5.78619889674849,5.60023484787709,6.10682787765781,5.537436203635,5.6761549430839,5.84809380316951,6.02439207779088,5.70765303771723
"RGPD3",4.85539150971729,4.85285575034332,5.19966751225985,4.83997372517985,5.49276011607362,5.29405703027327,4.88688841701656,4.8269246043152
"ST6GAL2",4.7212400717434,3.95040625581863,3.81356903477454,4.13332683778887,3.51434126201581,3.28552590586425,2.99949331884722,4.90478233669258
"RGPD4",4.42957286252364,4.38299744283635,4.73565349001402,4.43687390185343,5.02830502560412,4.74734531799101,4.43406616265281,4.24023307695533
"SULT1C4",2.83708480436345,2.80684899587784,2.00080217874674,2.40020870463563,1.84586072110328,2.83434842388618,2.29996047130388,2.26382452987571
"GCC2",7.46128345731134,7.27427089209699,7.15546782422569,7.29113009710771,8.19072342640398,7.62625276204665,7.30217145585086,6.2485036213297
"LIMS1",3.45352568298967,3.78446271212589,3.47323580313932,3.64180168940467,4.16848144239878,3.41971436709765,3.38765533137732,3.21620154383172
"RANBP2",7.9106455807774,8.02092325437605,8.3128182087403,7.89768425768913,8.84359357500429,8.65245103833662,8.02751150533695,7.81568130269453
