"","LOAD1","LOAD2","LOAD3","LOAD4","CTRL1","CTRL2","CTRL3","CTRL4"
"CDK11A",3.89082088961969,4.07347349988565,4.99433816191484,4.45311324689624,4.35127687567175,4.08297658105789,4.32914726646803,4.44281378682489
"SLC35E2A",5.37500639944706,5.6277647511372,5.16493851206369,5.60266750571334,5.03242925031191,5.23732204101208,6.19685928666178,5.69032084469138
"NADK",4.01380095554695,4.0417420820141,4.24677982253836,4.39345515905921,3.90165973728219,3.8659933131094,4.12128806495602,4.19713261361415
"GNB1",8.21932101398716,7.9423596805664,7.93905913170483,7.97335727017426,7.92348296374468,8.14535023884437,8.16753528265234,8.14602951707573
"CFAP74",2.27893957139116,2.94812033137246,2.85600095682212,3.58257898641376,2.3737552808409,1.93178716873702,2.17692886528141,2.81860158215706
"GABRD",5.06850845347603,4.43783128858485,4.8753317207705,5.83787006927507,3.73789550258925,4.02742911193919,4.60528416295264,5.22932314126687
"PRKCZ",6.96126753148446,6.84111393136041,6.9124783722527,6.89642288456951,6.76064918992121,6.52500693110269,7.0384499961821,7.13304919840626
"PRKCZ-AS1",0.109202284672787,1.32275383125965,1.16461294318814,1.16563534374534,0.402014381810716,-0.142915894884126,0.746105581070162,1.10904511625927
"FAAP20",4.17783600138691,4.18084765336615,4.56681884422141,4.18239163077261,3.35661731679768,4.05967166798913,4.26111554125038,4.44551127329854
"SKI",6.04336126107801,6.37463657680761,6.66577838979226,6.32547028912749,5.60916336545863,6.76158142778996,6.13485051146171,6.57659768429232
"MORN1",3.35084534284096,3.13394322816231,2.75437672069056,3.65923792192122,2.62746893337217,2.56320184158271,3.11124174577159,3.4091128597865
"RER1",4.61686344114177,4.4857860403735,4.34705815946044,4.43842840559272,4.13179095961075,4.16326371955855,4.45009627627106,4.61643519909167
"PEX10",3.56921888389966,3.17082907652721,2.84368256815171,3.00613154787595,2.8771968303708,2.49036993922474,3.02587752148321,3.30205430304545
"PLCH2",4.58380990697967,6.18856602791878,5.75614367718222,5.34158318854321,5.27276543761272,5.54062968167962,6.09377555992075,5.9258666586476
"PANK4",4.97493962334116,5.0289284849563,5.37852788772482,5.14758146960351,4.63780659824278,4.83623597518416,5.10619309257308,5.24695521976508
"TNFRSF14",1.81626693053265,2.62976586523069,2.47017713149931,2.54865007649885,1.85209640752924,1.89463891961761,2.80269247557837,2.85422626112032
"PRXL2B",4.42879749449038,4.43193434636525,4.12685890434449,4.38622418937563,4.36333263597907,4.07801426549828,4.9602345790389,4.96116509126513
"MMEL1",2.86715850087792,2.99914836095081,2.47337892746125,2.86067068033193,3.59463259606085,2.83826675436475,3.37837751320766,3.24745299084909
"TTC34",1.43892893306396,1.51988797324893,1.3149595773684,1.43846110857784,-1.1048115622537,1.62207738895764,0.746105581070162,1.56437440223539
"PRDM16-DT",1.58527827197411,2.04636577681408,2.07433904297532,1.15810752317826,1.19328908770939,2.66378151052534,0.600499788233969,1.57097748058394
"PRDM16",3.18626398947467,3.86545035657258,4.11870281874817,2.93082270314812,2.2422471299003,3.84082459940834,2.81649828524848,2.93322729001203
"MEGF6",2.38507806710056,2.1930383826943,1.70644474384601,2.3181498125256,0.418915594144589,2.10440602201688,2.15970243142686,1.98603370181313
"TPRG1L",6.29894034605384,6.01826819338919,5.65402573788024,5.86123808866936,5.60178114799032,5.82458458823269,6.30609111267227,6.43989349553492
"WRAP73",2.45071495120608,2.71270845066396,2.79332947331884,2.48087071254748,1.5016731496559,2.12379811592905,2.33874497176443,2.61640798679949
"TP73-AS1",3.56075033855782,3.87913635527885,4.00272193959245,3.78430779902237,3.67948308983969,3.82708812156388,3.57474097034808,3.87573493424961
"LRRC47",5.53054096457788,5.28496405769861,5.17922474033374,5.29686644580178,5.38345834216847,5.2216581868013,5.3092679553958,5.38263066920013
"CEP104",5.23210540274425,5.23455598089835,5.45542689064211,5.16974348987849,5.31231168231036,5.03965445293511,5.03653418985047,5.12717581909023
"DFFB",2.86486726605721,3.20679531563862,3.43268929246604,3.2837157282389,2.64193718773728,3.05915384359783,2.87308185419517,3.2098691896933
"C1orf174",2.01532573908526,1.60020873260195,2.32885081272756,2.07999372114576,1.6378336346322,1.62207738895764,1.8677865325576,2.17559442525793
"AJAP1",6.65573964204507,6.65295846379342,6.90330812691922,6.57499480613184,6.44846963458467,7.25866363053806,7.15482182131627,6.66373491976203
"NPHP4",4.78442959810839,4.87289296409373,5.12528760451205,5.20943436969489,3.82448043253231,4.1880398265447,5.17156911098522,5.08800504658849
"KCNAB2",7.50718146295634,7.78281466091228,7.82564964058521,7.35661974088472,7.23366000682473,7.52398989165037,7.80900879601765,7.9712681014859
"CHD5",8.85919580662922,9.02028959572845,9.14055716558106,9.11965692064635,8.83052758084031,8.83376198063216,9.25931647413081,9.43150129542011
"LOC105376687",1.77781309394724,2.56350123022231,3.82739781849427,2.72967984915994,1.91301427964625,1.63114005811759,1.61321331246758,2.42558051346916
"RPL22",6.87651802917076,6.42406531720323,6.37466107418098,6.59691096162127,6.58084634155327,6.55834857018843,6.80598433430119,6.56754608113756
"LOC107985733",1.34998604637617,1.35159974657514,1.57550572277977,2.06799282380357,0.162123015991222,1.10239692671478,1.76331711306454,1.85148608856426
"RNF207",3.38642299131905,3.43114234811457,3.29470695046293,3.79648098363689,1.7355098707808,2.42933559989113,3.20658967736715,3.83790889940764
"ICMT",4.58589808793299,4.48008227046232,4.79315748682857,4.34289059081748,4.52719833723076,5.23062977443231,4.48595778345519,4.51735478054856
"GPR153",2.44765617931246,2.27437952484342,2.88514291139663,2.16131589801473,0.947560530161876,2.93291816556824,2.60050346470873,2.58413076288414
"ACOT7",5.79735538434061,5.69718755135089,5.54107682887379,5.7079192281714,4.93812326733468,5.15881214911499,5.96674940648031,6.02658260993805
"TNFRSF25",3.00670888348838,3.57568314778399,4.28645762614057,4.29907085598434,1.98287478082455,3.27110435841544,3.40968164846725,3.78493385258744
"PLEKHG5",5.51965855768072,5.848731851226,6.34241028632194,6.28823957307168,5.15349964054875,5.32160920499482,6.03180802480173,6.07645280245807
"NOL9",5.75591642987058,5.64825448212742,5.62048222044204,5.69594698626809,5.07170044748035,5.79767056580925,5.95961271299803,5.71512430913937
"ZBTB48",2.88535854782989,3.2028430598545,2.98722639832917,3.29061735947692,2.35631338509158,2.59133536137205,2.86778755079585,3.32567366957849
"KLHL21",5.50538758639714,5.70174576459214,6.29252736925373,5.42549503324808,5.4005770500782,6.28809207149759,5.65376969266487,5.72810664999096
"PHF13",4.26556166863834,3.83257598772212,4.41107126228022,4.21268509292938,4.27790530229745,3.85249551325474,3.8383169309164,4.21516005921862
"THAP3",3.65260655306016,3.76583092657119,4.0698316280959,3.6431504452299,3.5721445345757,3.60130412333425,3.69021823575149,3.79765750193921
