SYMBOL,m_regions,beta_pooled,se_pooled,Q,Q_df,Q_p,I2,se_rho0.0,se_rho0.3,se_rho0.5,se_rho0.7,Q_FDR
SMPD3,3,0.6270440667541078,0.13683407864404729,0.028327821633716155,2,0.9859359254547773,0,0.13683407864404729,0.17308294001831753,0.19351260981323837,0.21198244311281245,0.9999215838732118
SNAI1,2,0.7831689562211264,0.19446320861690725,0.7505729944842037,1,0.3862948779515374,0,0.19446320861690725,0.22172217155092458,0.2381678174279098,0.2535490034677532,0.9999215838732118
SNAPC1,5,-0.788218375507726,0.08185985048489519,1.9435222306381073,4,0.7461459871055671,0,0.08185985048489519,0.12141777986399138,0.14178542013983025,0.15957422555461676,0.9999215838732118
SNAPC2,5,0.8392760630831556,0.08778998826367501,2.512030914304072,4,0.642482774964952,0,0.08778998826367501,0.13021359562864254,0.15205672006856055,0.17113419222784657,0.9999215838732118
SNAPC3,5,-0.9211396896497104,0.07929933736819246,0.4813126373988742,4,0.9752945121693642,0,0.07929933736819246,0.1176199251635355,0.1373504813282546,0.15458286660147927,0.9999215838732118
SNAPC4,3,0.6135531511181835,0.11304785589670813,0.035220832438451574,2,0.9825437409102978,0,0.11304785589670813,0.1429954836928377,0.15987381100632392,0.1751329852849626,0.9999215838732118
SNCA,3,-0.632174526166306,0.11614725918592746,0.09551503454491453,2,0.9533649335812933,0,0.11614725918592746,0.146915953205378,0.16425702917320167,0.1799345602138934,0.9999215838732118
SNCG,3,0.8721379444775583,0.14640306969630934,2.1254083371909482,2,0.3455202010008652,5.9004349891981,0.14640306969630934,0.18518686267228532,0.20704520673757418,0.22680666030697993,0.9999215838732118
SNED1,2,0.6990809072745786,0.1398831516230312,0.5860604702610337,1,0.44394656658189463,0,0.1398831516230312,0.15949133186599676,0.17132117254439946,0.18238531570163835,0.9999215838732118
SNRNP25,5,0.8032910397729964,0.06506131215549814,2.6903902260384416,4,0.6108972439860549,0,0.06506131215549814,0.09650152095521279,0.11268949826042135,0.12682784587661197,0.9999215838732118
SNRNP27,2,-0.6704192027477831,0.11541852925720801,0.0272427453021927,1,0.8689016640682574,0,0.11541852925720801,0.13159737066015445,0.14135825177132558,0.15048735070770855,0.9999215838732118
SNRNP48,5,-1.0683029821058858,0.07883227802313064,0.4212621472278497,4,0.9806993871222495,0,0.07883227802313064,0.11692716420188923,0.1365415108124577,0.15367240032485152,0.9999215838732118
SNRPA,3,0.6451977704939952,0.07424073290923394,0.3400783200286816,2,0.8436317793169413,0,0.07424073290923394,0.09390792446135916,0.10499225136075721,0.1150132488670784,0.9999215838732118
SNRPA1,2,-0.6212186452603087,0.13445397934388714,0.03921139139933283,1,0.8430304608937156,0,0.13445397934388714,0.15330112305468724,0.1646718216396164,0.17530654110554725,0.9999215838732118
SNRPC,3,0.7173915210327078,0.08723046964708481,0.2968649335334167,2,0.8620582227838025,0,0.08723046964708481,0.11033878618038888,0.12336251322708196,0.13513686249000442,0.9999215838732118
SNRPD1,3,-0.6704828991875084,0.06493319503799745,0.07924261017937839,2,0.9611533541248354,0,0.06493319503799745,0.08213471682880624,0.09182940507095336,0.10059407319928089,0.9999215838732118
SNRPD2,2,0.6699373653816365,0.1571232484092776,0.0019105192254374004,1,0.9651359771719464,0,0.1571232484092776,0.17914806654800555,0.1924358926656494,0.20486365178860316,0.9999215838732118
SNRPN,4,0.7156226364217997,0.07352811736634754,0.6553048058171574,3,0.8836628659657448,0,0.07352811736634754,0.10135151544271462,0.11625816147091975,0.12945960966518502,0.9999215838732118
SNTA1,5,1.1376132656118123,0.1203940643446491,0.7172953105542158,4,0.9491790542884911,0,0.1203940643446491,0.17857325556961692,0.20852863637464883,0.23469123710059844,0.9999215838732118
SNX10,4,-1.322881425796703,0.18829854590328107,0.3856278461823655,3,0.9431951791696553,0,0.18829854590328107,0.25955163366785244,0.29772614257606794,0.3315338013035762,0.9999215838732118
SNX13,5,-0.7673222660585516,0.05730441561872269,0.4567267225004784,4,0.9775745945143843,0,0.05730441561872269,0.08499618408309446,0.09925415934967122,0.11170687081702975,0.9999215838732118
SNX14,5,-0.8979150203922371,0.050265103183785693,0.49655923141475117,4,0.9738350724527144,0,0.050265103183785693,0.07455519643705977,0.08706171256200895,0.09798472469059229,0.9999215838732118
SNX15,5,0.6407108160814641,0.07549693989687745,0.6671121209540596,4,0.955321871928113,0,0.07549693989687745,0.11198005828871495,0.13076453571736557,0.14717062936745345,0.9999215838732118
SNX16,4,-0.8016406470874332,0.08858866477287596,0.7184796647231799,3,0.8688489771674379,0,0.08858866477287596,0.12211104741118997,0.14007097777770555,0.15597643966749297,0.9999215838732118
SNX21,3,0.6623070135977802,0.09924163339343481,1.3194372409632165,2,0.5169967863339037,0,0.09924163339343481,0.12553184009547166,0.14034886389705417,0.15374447735327795,0.9999215838732118
SNX24,3,-0.7597694399752989,0.09078537034376015,0.14791480587103847,2,0.9287112533718651,0,0.09078537034376015,0.11483541940327426,0.12838990200520978,0.1406440909682623,0.9999215838732118
SNX33,4,0.6325121474154811,0.0998882809245153,0.19122350732308363,3,0.9789935323268719,0,0.0998882809245153,0.13768649340260025,0.157937239640109,0.17587146688638877,0.9999215838732118
SNX6,3,-0.6666606001865978,0.11982963148985298,0.09101546031077257,2,0.9555122162855005,0,0.11982963148985298,0.15157382667462857,0.1694646900271202,0.18563926685694898,0.9999215838732118
SNX7,3,-0.7473243901817875,0.08240010690779402,0.2274026238456312,2,0.8925245025007701,0,0.08240010690779402,0.10422880690800128,0.11653134872999527,0.1276536967118388,0.9999215838732118
