SYMBOL,max_loo_p,min_loo_p
ABCC12,6.268511208737967e-5,2.477822088376536e-11
ABRACL,5.132597504874171e-5,8.433861556241808e-10
ADAM33,2.534378648567513e-8,6.0266314785053755e-12
ADAMTS2,3.1780677487875525e-4,9.437160624007386e-14
ADAMTSL5,5.76678064039627e-6,3.049032261176116e-6
ADAT3,0.0028731309795638725,4.848371750132447e-4
ADCYAP1,4.357171678984537e-5,2.9346919149061955e-16
ADH1B,0.9758320678337083,3.333627698378718e-5
AEBP1,3.0756840860677184e-10,2.147191731457846e-15
AIFM3,5.447797665809365e-5,6.650838701524975e-19
ALOX15B,5.577782142582045e-9,1.538108040727125e-10
ANGPT1,0.9484546858613485,8.165183758035628e-5
ANGPT2,0.9766299497880943,6.14403165259089e-9
ANKRD40,0.99516711550952,5.071824004109086e-7
APLN,2.6704884084972295e-6,2.4934345716337437e-7
ARHGAP11A,0.9605256666443133,0.0013162496874585049
ARHGAP42,0.6576587428114385,6.940092469310575e-10
ARHGEF16,4.537645464558239e-4,3.9815486769682585e-6
ARL4D,0.5690556233748769,2.4681269909317187e-11
ASAH2B,0.0014973943051431726,8.734470332014902e-9
ATOH8,7.861551319923679e-5,3.1397522695616485e-8
ATP1A3,0.9994007806977743,9.352909589810962e-6
ATP1B1,0.002356745718180129,5.6530480389331005e-5
ATP6V1A,0.001003266465218138,1.0606184077111744e-6
ATP6V1B2,2.721061553082168e-4,1.6346614244608194e-7
ATP6V1G2,0.027516947381171743,1.2190145647330891e-8
AZGP1,4.933672195277978e-4,1.1361450420355426e-5
BCL6,1.9924649764140483e-6,4.6830591236606007e-14
BEX1,2.240076492834625e-5,1.5609377605205566e-8
BEX4,1.215316503788146e-6,1.042403429475538e-9
BHLHE22,0.9912089805839435,1.1371631615481778e-7
BMP7,0.9775216090023988,2.840900580399282e-4
C11ORF87,1.741903459128507e-4,1.877543122748005e-8
C21ORF62,0.9391495336617508,4.138438488117531e-5
C2ORF80,0.0010106621990621913,1.1660990264165247e-9
CA12,0.9766429699736338,3.636438355365338e-4
CAMK1G,0.9315242114133432,4.5378632129128646e-7
CAPS,1.2224813282827538e-4,4.670437165739128e-13
CARTPT,5.596784508986763e-5,3.6244748718101454e-9
CCDC102A,1.2247061695901605e-7,2.1007217029096872e-13
CCDC184,5.801456578862715e-4,1.6101257983516506e-7
CCDC40,1.845912983218569e-7,2.7811472798939533e-12
CCKBR,0.9927256761485658,2.1000043450511334e-8
CD37,7.490855034402307e-9,3.5669533463861204e-20
CDH23,1.2903851903917377e-5,8.081115889702296e-20
CDH7,3.684017625765936e-4,1.8683088471595278e-6
CDK2AP1,1.705131410790524e-5,3.1161574877211966e-13
CERS1,4.5551785278425024e-4,3.6204132186088768e-9
CGNL1,0.0014552244906730208,8.733863365482099e-5
CHGB,7.655998050005537e-5,3.187463199265858e-7
CHML,1.993715157269153e-11,1.9033629655030192e-27
CHRM4,0.8867155477567678,3.964863109827094e-10
CHST6,0.0013839974453179053,3.167556441540667e-4
CKMT1B,2.812036062841845e-4,8.93217491884466e-7
CLDN15,3.3580748570020823e-6,1.354609322401245e-10
CLDN9,2.2189135268875725e-5,4.608256990517808e-10
CLEC2L,0.9592277340644455,6.053343980478957e-7
CLGN,5.1152472588775955e-5,1.9677783801298357e-6
CNTN5,1.6535900705943186e-5,7.42476607737952e-8
COL25A1,2.9843910375612844e-6,9.129213017600675e-12
COL27A1,0.008742508388022544,3.070346669767146e-10
COL6A2,9.452175339188927e-7,1.872886131872874e-10
COL8A2,2.123505941495642e-5,7.689095637438576e-9
CPM,0.8981574848765297,1.5276087506542847e-8
CSF1,2.4212861179935114e-7,8.304775553534937e-12
CSRNP1,6.789593949323589e-5,2.9760633491513275e-10
CUX2,0.9421485324401909,0.006390950061091212
CYP4X1,2.944493052674167e-6,4.833328614017911e-10
DCN,0.9895467475078703,2.757453830622006e-6
DCTN1-AS1,2.600789529437825e-4,8.90608194144598e-8
DDIT4,2.683936169133195e-8,3.5375434674639127e-14
DDIT4L,0.8131989838889816,1.1229830825906616e-6
DNAH1,0.9583568902002196,2.759788898454871e-7
DNAH11,0.8911226827839449,8.705847092224513e-4
DNAJC5G,0.5689699502867008,1.0022891396389758e-12
ECM2,0.9692948410842388,3.6166116750330853e-7
ELAVL2,0.0011730498064481168,4.9238650436833746e-5
ELAVL4,1.661035853134329e-5,6.861693840770723e-7
ELOVL4,4.586018912330035e-9,9.511441744618363e-14
EMP3,3.7566827418552347e-4,5.029215724026642e-17
ENO2,7.159658427957848e-5,3.7131305595016285e-8
EPHX4,0.9907509620367486,1.471369188112745e-10
FAM163B,0.8628474142884697,5.23147822587385e-10
FAM81A,7.90461648627084e-5,3.4059071011325904e-9
FARSB,1.4635646212787692e-5,1.0419143258774513e-6
FAT4,0.03989933790429068,2.2241568885837932e-5
FAXC,6.17283202204233e-7,2.6625831786363725e-10
FCGBP,0.9396867467782212,0.0011057566269468933
FGF12,4.023338695857148e-8,2.894145568237732e-12
FGF9,8.612341683036195e-4,9.65106398405183e-10
FGFRL1,2.029777615731252e-4,9.49985163667838e-13
FKBP5,0.9307880536523707,4.94319650099269e-9
FMO2,0.9800106240188724,3.672236987159863e-5
FOXJ1,9.577265338806192e-5,1.5368540165626896e-10
FOXO4,5.432488311950427e-7,5.100083422761518e-12
FSTL4,0.9232522695765816,0.003780155737100864
FZD9,0.002685592055489364,1.1776648223949741e-7
GABRA4,3.9337966381026244e-7,2.396871683745752e-12
GABRB2,2.47022151124355e-4,1.753615090825285e-6
GABRB3,7.284981812700841e-4,5.119843703832847e-6
