SYMBOL,max_loo_p,min_loo_p
A4GALT,7.236007001449402e-4,3.1201600695168782e-6
AADAT,0.02487240100491571,6.28625121835687e-8
AAGAB,3.980830363266854e-6,2.9548354185466173e-13
AASDHPPT,0.0012105389431733295,1.7861927706359865e-13
ABCA1,0.0013866607077860648,3.60034839182161e-5
ABCA10,0.017468761317997326,4.8073259108286865e-18
ABCA5,0.03164013779819106,7.134535522083681e-7
ABCC12,6.268511208737967e-5,2.477822088376536e-11
ABCC8,0.8291734405668171,0.5073869675465357
ABCD4,0.016159831308082757,2.5365425525326033e-6
ABCE1,0.20556786770428984,0.004482468888049485
ABCF2,0.9328063643881249,0.0012169647886385326
ABHD10,0.024336309150505515,1.203149113542987e-5
ABHD11,0.7759507503766288,0.0034818799971639536
ABHD15,0.013222713913846546,6.63328254336757e-11
ABHD3,0.7721457656197447,6.015649833362264e-4
ABI2,1.931153799795776e-4,2.1809186801840722e-13
ABL1,1.1453209429793346e-6,5.545408525906693e-10
ABRACL,5.132597504874171e-5,8.433861556241808e-10
ABT1,0.03880239529588503,0.0030305756516202814
ABTB2,5.24585562396282e-4,5.243274478111264e-8
ACACB,0.031732645413399346,8.613444281605696e-11
ACADSB,1.1519063546839787e-4,1.2354514132377653e-12
ACAT1,0.003603594764630146,2.886544591757623e-6
ACAT2,0.06590062626095823,5.97002173521086e-5
ACIN1,3.64542539712162e-5,1.3512904862009754e-9
ACO2,0.8719255402431731,0.043219294358143694
ACOT7,0.982505243118362,9.97270559142406e-7
ACOX2,0.050887699958239184,2.805340188999513e-7
ACP1,4.782626853345937e-7,3.198562535891993e-8
ACP2,0.8155480570879752,2.1328256986441722e-14
ACP6,0.886204330022165,0.006717050548915306
ACSL3,0.07599228874622756,3.417695903690036e-7
ACSL4,5.034214701024127e-4,1.282799754729887e-9
ACTB,0.8841316967050848,0.01585673215731971
ACTG1,0.941965380863531,8.811831000676583e-4
ACTR10,7.459935278085577e-12,1.0312939637739359e-13
ACTR1A,0.957663538113041,4.4779912842455386e-7
ACTR1B,0.9802501535825,0.003268924278394683
ACTR2,0.0022100830093009687,6.174009091570954e-6
ACTR6,0.09194080763947811,6.84505607537816e-26
ADAM11,0.9954133469301953,4.633141639326611e-5
ADAM12,0.9916635058701875,3.4718451322783266e-5
ADAM33,2.534378648567513e-8,6.0266314785053755e-12
ADAMTS10,0.05870325186923132,1.0753026359164842e-11
ADAMTS2,3.1780677487875525e-4,9.437160624007386e-14
ADAMTS8,0.7021809975146611,4.2101531937547626e-10
ADAMTSL5,5.76678064039627e-6,3.049032261176116e-6
ADAT2,4.608576510077619e-4,1.887974769588968e-5
ADAT3,0.0028731309795638725,4.848371750132447e-4
ADCYAP1,4.357171678984537e-5,2.9346919149061955e-16
ADCYAP1R1,0.00516034594286937,0.0011818610349723041
ADGRB3,1.2580307152680899e-5,8.408261718818004e-9
ADH1B,0.9758320678337083,3.333627698378718e-5
ADHFE1,0.9044898005129661,0.004489831862176103
ADK,0.11251594349274531,3.661705944001579e-9
ADRA1A,8.928471444920855e-4,1.7757957633356307e-4
ADRA2C,0.014650922217330936,9.747186958331616e-8
ADRB1,0.9145544146431033,0.001944352159897619
AEBP1,3.0756840860677184e-10,2.147191731457846e-15
AFG3L2,4.570520009021918e-7,3.942709871659508e-8
AGAP1,1.7105200162920035e-6,5.177118382512278e-9
AGFG2,1.3028227297183137e-4,1.293527870542561e-7
AGL,1.6375604557428092e-9,8.686914996743508e-19
AGO3,0.579201665646651,2.2680687394952066e-4
AGPAT1,0.6448038358056158,0.02307192217495819
AGT,0.9462632577280884,0.0020071245971351025
AHI1,1.7095470693872127e-6,4.021406280097676e-11
AHNAK,2.3171881547610776e-4,4.47087552324855e-6
AIFM3,5.447797665809365e-5,6.650838701524975e-19
AIG1,0.0012155365842455364,1.6925370828121786e-9
AIMP2,0.0030393872883753103,2.469831129015456e-4
AIP,0.1455765058485603,0.003643059514674706
AK5,9.722514336601683e-4,1.525375651104202e-5
AK8,0.9172648351167011,0.04643559378813213
AKAP6,0.012478152214295215,6.626435312596108e-7
AKR1A1,0.9181463975070029,0.009305747220615097
AKR1C2,0.5669008294884859,1.6575837323048083e-6
AKT1S1,0.007988766054452404,4.507685437280825e-5
AKT2,0.009735052646552287,2.3359568028305104e-7
ALDH1B1,0.7611428928602809,0.006154083934826589
ALDOA,0.843536438677384,1.154601970065894e-5
ALDOC,0.8530639703942136,0.0010241400455122682
ALG12,0.007474705053479784,1.2836689884792043e-6
ALG14,0.05717479673854095,4.231023829354974e-21
ALG5,0.039291799780850616,1.098633091349721e-7
ALKBH3,7.128350020549374e-4,3.702612688432429e-6
ALKBH6,0.9104942844497107,1.4900314986942649e-8
ALKBH8,0.0022365032408691076,4.3543751822012394e-5
ALOX15B,5.577782142582045e-9,1.538108040727125e-10
ALPK1,0.7585311695521862,1.554312428165431e-7
ALS2,0.13563117136626834,1.6589731594028442e-14
ALYREF,0.7997788026901909,0.0018907234454167508
AMACR,5.1025176623190196e-8,4.549555474316982e-12
AMMECR1,0.0794558751802701,7.814048257723286e-13
AMOTL1,0.011739656193763865,5.638060671379662e-6
AMY2B,0.015013303888011838,1.3127832817515066e-7
ANAPC16,0.656130484329204,4.515504502451129e-9
ANAPC7,0.06872177648903542,1.163811616184344e-25
ANGPT1,0.9484546858613485,8.165183758035628e-5
ANGPT2,0.9766299497880943,6.14403165259089e-9
ANKRD13C,2.3307274700305907e-5,7.420881479979693e-9
ANKRD16,0.8162623486003872,4.166484259581361e-15
ANKRD24,0.8424957139176108,3.4468973065498058e-15
ANKRD31,1.0470289118772067e-4,4.302787903645185e-7
ANKRD36,0.9186999432012155,1.697359489445853e-4
ANKRD40,0.99516711550952,5.071824004109086e-7
ANKRD42,1.9495093938707268e-4,4.99684115846222e-7
ANKRD46,3.787277903931326e-4,3.59616609436184e-8
ANKRD9,0.05082605222643634,1.3754803930315316e-7
ANKS1A,3.196150309492488e-5,2.2560438057809233e-9
ANKS6,0.10824713140981311,5.75789247642942e-7
ANKZF1,0.05114430466581926,2.0934248522219045e-4
ANO2,0.03196332846750614,7.544017398101417e-8
ANO4,0.8834518146216069,5.217027472382506e-4
ANO6,0.5663875318852929,1.3622842856581032e-8
ANO7,0.04510428238295789,4.508422606760012e-4
ANTXR1,7.418843819287589e-4,2.2831888233436484e-5
ANTXR2,0.9891288861017644,1.4465957923940378e-11
ANXA6,7.876532059946622e-4,1.0990134745762517e-7
AP1B1,0.8736785295848635,0.08046724311213756
AP1M1,0.918819047093197,3.0235887159780518e-5
AP2B1,0.010345349744664296,5.901615442941482e-6
AP2M1,0.9593719873412427,7.052899739403049e-7
AP2S1,0.8041650801526452,3.3568035381715863e-7
AP3M2,1.8739004025622827e-8,2.8836034715755593e-13
AP3S1,0.05160961396048695,6.884524134290294e-6
APBA3,2.9953608056843252e-5,8.438389566942788e-12
APBB2,0.7371521529110583,0.4380551714715485
APEH,0.7858887232934638,5.408728154025473e-6
APEX1,0.8780029224361483,4.601761827512223e-4
API5,0.22286965309952486,1.3141084399716704e-8
APLN,2.6704884084972295e-6,2.4934345716337437e-7
APOL2,3.0003088770590397e-5,9.641887800852509e-6
APPL2,0.00305446327022163,2.8582230085075016e-4
APRT,0.6777895462839924,1.2102539663598602e-4
AQP6,0.023808341364417014,0.001960382788567209
ARAP1,1.3376209568612725e-10,6.098176430064365e-16
ARF1,0.7048641123055224,3.454329509127817e-9
ARF3,5.002030033917006e-4,2.636150503761578e-9
ARF4,0.03388000392223494,3.6336640892456817e-7
ARF5,0.778421233841596,1.7961293424794166e-11
ARFGAP2,0.9570168227316304,0.025319944327873854
ARFGEF2,0.0020479449833143244,0.0012286995695444118
ARFIP2,0.10924504365838164,1.2129112829472153e-4
ARHGAP11A,0.7962822966697755,4.007986692712898e-6
ARHGAP20,7.567818158988218e-4,1.170033508032304e-4
ARHGAP27,0.001911199701406385,4.044080899767613e-4
ARHGAP35,0.10075010363120403,5.212647526096082e-4
ARHGAP42,0.6141419475833007,6.940092469310575e-10
ARHGAP44,0.9871598666354539,1.7982818944678198e-4
ARHGAP9,2.123748127985896e-7,1.205294144306296e-9
ARHGEF10L,0.00888981872363525,1.9734686844786758e-08
ARHGEF16,4.537645464558239e-4,3.9815486769682585e-6
ARHGEF40,5.479254726103185e-9,8.499967714455531e-22
ARL1,0.0015692166191661134,1.1612979375213425e-8
ARL16,0.9074830854605376,1.3308779271805546e-5
ARL4D,0.5690556233748769,2.4681269909317187e-11
ARL6,0.00979374730738653,2.337486316082774e-8
ARL6IP1,1.1109410098798856e-8,7.65044047543577e-11
ARL6IP5,0.09335433099129295,2.113841728267207e-4
ARL6IP6,0.030841223293331336,1.1765197071813285e-5
ARL8B,0.055838484915728064,6.442842107901485e-8
ARMCX4,1.1626970640526905e-05,1.7769098412283384e-8
ARMCX5,4.36889098165997e-6,1.6264565764092067e-8
ARNT2,0.8966700853829351,0.01990974541570795
ARPC1B,0.006975572089288037,1.5361067539172838e-13
ARPC2,0.0540842075477814,3.571401009701953e-4
ARPC3,0.06271334356120585,1.437912510880952e-11
ARPC5L,5.339240887626021e-7,6.853277950825461e-13
ARV1,0.041360388519817486,1.5269945088853027e-4
ASAH2B,0.0014973943051431726,8.734470332014902e-9
ASB13,0.758703391232799,1.3602004794245179e-5
ASB8,3.76191235868354e-5,3.548950337046225e-8
ASCL1,2.7887599540657006e-6,3.518663724884332e-7
ASH2L,4.188358762078558e-4,5.759315116692576e-7
ASIC3,0.972246699962987,2.521724928433256e-6
ASMTL,0.9469639312993167,3.262938342489419e-6
ASS1,0.9392245357942992,2.36316296878916e-7
ASXL1,7.699652578247511e-6,4.036056045376241e-12
ASXL3,0.9779411761760411,0.012626096985779822
ATAD1,0.03540820391907302,1.80741751427759e-6
ATF1,0.9574993069749895,6.655408198917933e-9
ATF5,0.9996125021594288,0.0013500578734020898
ATG14,0.019703858058152435,1.3385552378149792e-7
ATG4B,0.004141008424770485,1.3834008615753396e-8
ATL1,3.9009717913543873e-7,3.1578611741801933e-9
ATL3,0.8237276418176587,7.295178784812657e-4
ATM,0.7896597113950828,1.245465519895047e-4
ATMIN,2.987114591618725e-4,4.923534359589683e-13
ATOH8,2.7525892612964946e-6,1.2648256928367017e-9
ATOX1,0.9732128561892455,7.242032161036912e-4
ATP10D,0.9164704325500665,5.839566799086424e-6
ATP11C,0.6028415361341901,1.215596216123323e-6
ATP1A1,4.19741530181219e-4,4.110358006021337e-5
ATP1A3,0.9994007806977743,9.352909589810962e-6
ATP1B1,7.232790479004232e-7,2.7972323065557923e-8
ATP1B2,0.7994887647525344,1.988226999900718e-8
ATP2B1,8.359805207763106e-4,3.6188281781026185e-05
ATP2B1-AS1,6.737383966469627e-5,1.2514059360219182e-10
ATP2B2,0.9232157496078652,8.67435199078605e-7
ATP6AP2,8.077732029616724e-6,2.0070007665349792e-12
ATP6V0B,0.8080558627090741,0.0012279898582178322
ATP6V0C,0.8978558987047763,1.691486728839653e-5
ATP6V0D1,0.9673770215926981,6.456153687745403e-8
ATP6V0E2,4.175728848203317e-5,6.804164681651393e-8
ATP6V1A,0.001003266465218138,1.0606184077111744e-6
ATP6V1B2,2.721061553082168e-4,1.6346614244608194e-7
ATP6V1D,7.994099127125569e-8,2.5694991282005223e-13
ATP6V1E1,1.1882760225760967e-6,2.4701156184655207e-10
ATP6V1G1,0.8931575349763359,1.686255104688423e-5
ATP6V1G2,0.027516947381171743,1.2190145647330891e-8
ATP6V1H,5.675189569740463e-4,1.0111397904941818e-8
ATPAF1,0.0013139524036585501,9.408003174637389e-4
ATR,0.005655600218417191,7.453868627557758e-9
ATRN,2.4239604217308764e-5,1.448942711059401e-7
ATXN10,6.404033534242653e-6,8.462767783818399e-13
ATXN7L3B,1.2342641998421162e-5,8.480977026683476e-8
AUP1,1.0205859950330226e-4,1.0559242239123525e-8
AURKAIP1,0.6248764824355926,3.499945214708212e-4
AXIN1,1.2705050917163328e-10,9.40039529838666e-17
AZGP1,4.933672195277978e-4,1.1361450420355426e-5
AZIN1,0.08643941122071187,1.3513897331422458e-18
AZIN2,0.9451671161207138,0.00018293250524435903
B3GALNT1,5.3520325555578944e-5,2.3107230006401863e-9
B3GALT6,0.7457076994524166,8.025010901540904e-6
B3GAT1,0.09718194445442117,6.1121549964359175e-12
B4GALT6,3.5292699913885517e-6,1.4656946715344024e-13
B4GAT1,0.939950314635952,8.275605977394457e-9
BAALC,0.8376797551654046,0.002208156395849132
BABAM1,0.8771950179200078,6.849479546860568e-6
BACE2,0.9305930650961118,0.002287562987467318
BAG2,0.8096094461020928,0.08193992428892491
BAHD1,0.2028173016838979,0.014070730511219256
