SYMBOL,m_regions,beta_pooled,se_pooled,Q,Q_df,Q_p,I2,se_rho0.0,se_rho0.3,se_rho0.5,se_rho0.7,Q_FDR
1-MAR,4,-0.5075744414406367,0.0869900083471739,0.21651575130407663,3,0.9748800581645505,0,0.0869900083471739,0.11990745160021803,0.13754328002706442,0.1531617145762879,0.9999849225712418
1-SEP,3,1.42938902245052,0.1815234291093113,4.4660552841829055,2,0.10720336487363542,55.21775095164516,0.1815234291093113,0.22961099386781345,0.25671289533485914,0.28121488715473014,0.9999849225712418
10-SEP,2,-0.5377601614846893,0.1523608355668175,8.522932895432616e-4,1,0.97670981659701,0,0.1523608355668175,0.17371808046085602,0.18660315196139693,0.1986542251371764,0.9999849225712418
11-SEP,3,-0.29955683622686957,0.06725983254787832,0.7803079170243427,2,0.6769526438529151,0,0.06725983254787832,0.08507770635712866,0.09511976739215285,0.10419848453065292,0.9999849225712418
15-SEP,2,-0.6510442190391682,0.16682447028457928,0.13320560874813087,1,0.7151312357347976,0,0.16682447028457928,0.1902091613236587,0.204317414403657,0.2175124975851774,0.9999849225712418
2-MAR,5,0.9576447684971642,0.10401558685430279,0.44193334626283665,4,0.9789019711216131,0,0.10401558685430279,0.15428004757264957,0.18016028121074584,0.2027637067447008,0.9999849225712418
5-MAR,4,-0.40592963592603515,0.0717931188177703,1.2397401322018202,3,0.7434896057201559,0,0.0717931188177703,0.09895998498487517,0.11351488789562456,0.12640482949518067,0.9999849225712418
5-SEP,4,0.532095068864309,0.08534910685388321,0.6752804217890251,3,0.8790022594159399,0,0.08534910685388321,0.11764562498212838,0.1349487869596794,0.1502726093682487,0.9999849225712418
6-MAR,5,-0.6318780464213406,0.07904704147047112,1.465017501413887,4,0.8328195826533705,0,0.07904704147047112,0.11724570987253921,0.13691349201486003,0.1540910513556535,0.9999849225712418
7-MAR,4,-0.5267051107566564,0.09336171984572396,1.172562568041025,3,0.7595921798516871,0,0.09336171984572396,0.1286902497932448,0.14761784049151586,0.1643802703213177,0.9999849225712418
7-SEP,5,-1.1003671340158727,0.08308484184537539,3.0328685694090995,4,0.5523400710927534,0,0.08308484184537539,0.12323473567885108,0.14390716741501489,0.16196217332757037,0.9999849225712418
9-MAR,4,0.48688733031506815,0.06853800175255885,0.40079011959994953,3,0.9400792262859808,0,0.06853800175255885,0.094473115752811615,0.10836809590734904,0.12067360449213678,0.9999849225712418
9-SEP,3,0.7890679836860448,0.14160189938369558,0.9391343083789807,2,0.6252728564533393,0,0.14160189938369558,0.17911380922338846,0.2002553265662127,0.21936871924175652,0.9999849225712418
A1BG,4,0.6183807232383144,0.09646386706228514,0.1493775275312411,3,0.9853152079613812,0,0.09646386706228514,0.13296626464016886,0.15252276591225833,0.1698421641133075,0.9999849225712418
A2ML1,2,0.5568483899854564,0.15770839695721575,0.02207533811856078,1,0.8818868567359878,0,0.15770839695721575,0.1798152385423971,0.19315255034873885,0.205626592152827,0.9999849225712418
AADAT,3,-0.4391599315789596,0.08851173237909683,0.2945682302321946,2,0.863048737387549,0,0.08851173237909683,0.11195946958608805,0.12517449235965655,0.13712178617928394,0.9999849225712418
AAED1,5,-0.8998499521136826,0.08252000907385657,0.6093290942081362,4,0.9620213921509908,0,0.08252000907385657,0.12239695328973109,0.14292884835696434,0.1608611115549299,0.9999849225712418
AAK1,2,-0.4464536536446961,0.13088422551550535,0.23393433671315006,1,0.6286217986207603,0,0.13088422551550535,0.14923097746591277,0.16029978394617533,0.17065215155675367,0.9999849225712418
AAMP,5,0.42324124384615547,0.06628031097074609,0.5323048660562044,4,0.9702808519317694,0,0.06628031097074609,0.09830958838909545,0.11480086614279708,0.12920411202836948,0.9999849225712418
AAR2,2,0.46094582632510145,0.08969614836030394,0.3013310790510778,1,0.5830491546546345,0,0.08969614836030394,0.1022693440864649,0.10985489768786133,0.11694946922558141,0.9999849225712418
AARS2,5,0.4637817827540482,0.0528948535657162,1.5522561815224662,4,0.8173463657996687,0,0.0528948535657162,0.07845574659784223,0.09161657383473625,0.10311105192076418,0.9999849225712418
AASDH,5,-0.4229694946170257,0.06636230862488186,0.2166459695865122,4,0.9945400237242449,0,0.06636230862488186,0.09843121056480487,0.1149428902458617,0.12936395488269312,0.9999849225712418
AASDHPPT,5,-0.6934835025599544,0.09098247505463063,0.48022844816247967,4,0.9753969793801073,0,0.09098247505463063,0.13494881877047413,0.1575862693929882,0.17735749466783926,0.9999849225712418
AATK,3,0.7031842843705238,0.13350858706229662,0.7061747248685873,2,0.702515817204374,0,0.13350858706229662,0.16887648892309828,0.18880965451676904,0.20683061370718314,0.9999849225712418
ABCA10,5,-0.7554642347552039,0.09037031623889819,0.36561846237436246,4,0.985193788368148,0,0.09037031623889819,0.13404084051385468,0.15652597922183842,0.1761641774511781,0.9999849225712418
ABCA2,5,0.8804331564386471,0.09665971435997774,1.1550159205950417,4,0.8854479545222863,0,0.09665971435997774,0.14336952547991316,0.16741953631657644,0.18842447145893615,0.9999849225712418
ABCA3,5,0.6770214154149501,0.05281625404677305,0.9516217098271892,4,0.9170408282259858,0,0.05281625404677305,0.0783391646711477,0.09148043547447623,0.10295783325141622,0.9999849225712418
ABCA5,5,-1.134370144502993,0.09849718987080361,0.28986379280056307,4,0.9904590660106983,0,0.09849718987080361,0.1460949421006056,0.17060213725899043,0.19200637064246467,0.9999849225712418
ABCA6,5,-1.1241735487071476,0.1261628229142698,2.4926198323360964,4,0.6459578121872958,0,0.1261628229142698,0.18712970728490516,0.21852041931383026,0.24593661778118792,0.9999849225712418
ABCA7,3,0.633574417043112,0.13247492006719674,0.9700149444866637,2,0.6156925961422006,0,0.13247492006719674,0.1675689921044352,0.18734782863332133,0.2052292636841647,0.9999849225712418
ABCA8,4,-0.6198060895709463,0.12210015250117831,1.040739993538604,3,0.791395407339049,0,0.12210015250117831,0.16830344547138926,0.19305729227881424,0.21497950238688823,0.9999849225712418
ABCA9,5,-0.6932886288458596,0.0948868465251318,1.7349476715517211,4,0.7843599782007535,0,0.0948868465251318,0.14073993752899217,0.16434883915151863,0.18496851582158214,0.9999849225712418
ABCB1,2,-0.6186016545059655,0.1885687848682369,0.054821589643605444,1,0.814876210386461,0,0.1885687848682369,0.2150014944475699,0.23094865217191698,0.24586361517183014,0.9999849225712418
ABCB7,3,-0.3681422887895272,0.08229358074249314,0.08396497419551274,2,0.9588865733122605,0,0.08229358074249314,0.10409406078289953,0.11638069798227917,0.12748866708618053,0.9999849225712418
ABCB8,3,0.4504146995774678,0.09678333282093662,0.05314864420172791,2,0.9737756680925869,0,0.09678333282093662,0.12242230850251559,0.1368723018870377,0.1499360944823749,0.9999849225712418
ABCB9,4,0.48344347035321,0.06763553074958192,0.1896281825904803,3,0.9792460380557625,0,0.06763553074958192,0.09322914532257345,0.1069411639615172,0.11908464032489953,0.9999849225712418
ABCC1,5,0.38970852048230037,0.06608363799834051,0.07776978067731748,4,0.9992632982445199,0,0.06608363799834051,0.09801787522901408,0.11446021856211501,0.1288207258253256,0.9999849225712418
ABCC4,4,-0.5278996465408315,0.08849626330477971,0.37643272264879846,3,0.9450667378423202,0,0.08849626330477971,0.12198368077708964,0.1399248782285418,0.15581375009484105,0.9999849225712418
ABCC8,3,0.6858498962435688,0.13181271017479332,0.903610772678112,2,0.6364780249912867,0,0.13181271017479332,0.16673135548479925,0.1864113224223468,0.2042033725301758,0.9999849225712418
ABCC9,4,-0.7039499405744731,0.10301517971275882,1.539365753007604,3,0.6732149870591093,0,0.10301517971275882,0.1419966259366003,0.16288130073194404,0.1813769403173435,0.9999849225712418
ABCD1,5,0.8236781986198175,0.09942483592404582,2.656202774960407,4,0.61690002191865,0,0.09942483592404582,0.14747086355192862,0.17220886735464666,0.19381468570360977,0.9999849225712418
ABCD2,2,-0.5559702921892156,0.13816830392465704,0.08314858203424225,1,0.7730750420367988,0,0.13816830392465704,0.15753610466252274,0.16922092162059807,0.18014942785367893,0.9999849225712418
ABCD3,5,-0.5303470641591348,0.07265051470880743,0.5892749534825117,4,0.96424799472173,0,0.07265051470880743,0.10775812745403578,0.1258343826716845,0.14162192518225294,0.9999849225712418
