"","01.CA3","02.CA3","03.CA3","04.CA3","05.CA3","06.CA3","07.CA3","08.CA3","09.CA3","10.CA3","11.CA3","12.CA3","13.CA3","14.CA3","15.CA3","16.CA3","17.CA3","18.CA3","19.CA3","20.CA3","21.CA3","22.CA3","23.CA3","24.CA3","25.CA3","26.CA3","27.CA3","28.CA3"
"RAD52",4.34064624537084,4.61887476586386,4.59049562389949,4.16665517053816,2.96897230497576,3.74481024480685,4.08733719313772,4.50898330280873,4.70634666021319,3.96421841842243,4.2090108747965,4.74959779058387,4.37930264175449,4.04286973378584,3.08740994642689,4.63499805827425,3.7700834320058,5.06813586357843,4.06235304398426,4.70768762221025,4.90344529019474,4.57881888564585,5.13331017988733,4.61057540264636,3.61358867314378,4.06864678374306,4.58657254970063,3.83833889508094
"BAD",4.25351051882987,4.49568604193989,3.89823206800202,4.12548603216803,5.01567625185867,3.86168493423151,4.31797577178718,3.87844308432566,4.64044788210804,3.95729848318419,4.26767516564971,4.38348813439974,4.17768051642568,4.92355500184212,5.78951481590178,5.45427044355274,4.33518922956864,4.29439539618368,4.69521591138903,5.35971312918249,4.65243892833688,4.6978551075061,5.08150879642677,5.42605588468926,4.48483611723215,4.66676363757202,4.74907518218339,5.14998263775427
"LAP3",4.96558322866975,4.61887476586386,5.12506599329827,5.25433411435062,4.49772204380116,4.7321032658348,4.35573451620076,4.83109025003311,4.39612262535524,4.6362780292055,4.54884002425894,4.69826477345786,4.82288858268984,4.21266866765292,5.1558585157838,4.479511751834,5.43957369674173,4.69057233485392,3.84635397556075,4.72327453808771,4.49456252251002,4.08612456372537,4.87506248496921,4.68291549233915,5.33649815634971,5.46088186522368,4.99500180082856,4.84187622243315
"CD99",5.13360676850484,4.41143618971666,5.70127377516567,5.2038072726239,6.25048802421515,5.64879503726205,4.56362366574675,5.61121433278697,4.62538574967528,5.22846612577038,6.14961804420285,5.72818622488067,5.71466906448895,5.46447048241574,5.84539827484995,4.9241906475782,5.52871925723561,4.84890337998221,4.96359538825063,5.80421976280055,5.91509033876272,4.66103447779356,5.84062957271906,4.24157742557526,5.06821889724428,5.92482344868703,4.85920854343782,6.24597402939482
"HS3ST1",1.86236874546392,1.75026213244135,2.11389223225724,2.04106308110907,1.83848556585384,0.756660448123525,1.88764203991966,1.80361643639072,1.6099586856367,1.71588423495276,2.07662595151626,1.47712647427189,1.01996434607669,2.38412337561098,2.427306441821,0.93495075283059,1.46726403302245,1.04990539935053,1.08257452278485,1.6762055816667,1.72293470446384,2.55241062108254,2.10326915786577,1.16154759218552,2.30656058355084,1.52614655960267,2.07659373154619,1.72582678234268
"HECW1",4.57432612096093,4.72241080089676,1.97697267542598,4.36362898874361,4.05196913059253,4.8976794003858,4.33427924683874,3.97807105707122,2.79451511184255,4.39131338908545,4.08400121664476,3.9235722616392,2.74343088382396,5.23553910414736,3.89193698586804,4.14313177568458,4.96576441091996,4.16513613331688,4.19269640506015,4.2634106064745,3.81135965186461,4.30648976831881,4.01487024301028,5.10766742942867,4.6922432420086,4.10831488515701,3.50452282497269,4.84187622243315
"MAD1L1",3.95523281737617,4.70228950116116,4.34632219163019,4.012600951362,4.64925561580032,3.7534798042291,4.54506623100487,4.43493565127506,4.69917147065734,4.33903313435873,4.07088319884308,4.42122467476587,4.40909958959225,4.60609163999154,4.79413814497596,5.02071728638427,4.11322715113332,5.43176070662976,4.87500191057821,5.97018272895013,5.41875038383765,5.32076899007997,5.65920394972505,5.76286967418278,4.44309155627131,4.58878222733421,4.80361910864328,4.79034892454485
"LASP1",6.20937536358917,6.97347325187176,6.4085559998507,6.55689639527708,8.55603750174606,5.39821181330085,6.49890442942731,6.44437777135401,6.48286564024991,6.6514135716367,6.715236581723,5.90772573541971,7.08986911993628,6.94877671003332,6.27942587294457,6.72308356031332,5.77412988195349,5.46989283073243,7.73757909429641,6.85300373898764,7.22493200258879,7.52823234276062,6.57134195995809,5.93072193315248,5.91014094001301,6.91439125048876,6.98071801347888,7.4471149849608
"SNX11",3.82025166936126,4.15434391217674,4.00773248185651,3.81960420347628,4.93537442798472,3.66434658363097,4.1315422360485,4.21433344323751,3.92857333807919,3.63187063011105,4.31294739779515,4.02018483789267,4.23703216742969,4.25902965554798,4.37676674981449,4.62479651509679,4.18614186733096,4.30976793607248,5.15635264568779,4.25055971835859,4.48259598411273,5.15286050043107,4.46361174185665,3.85300313091866,4.15541031487517,3.66714342209935,4.31340621675618,4.12649680044157
"TMEM176A",3.01599766689512,2.92009519682999,2.60031567819676,3.99442244748494,3.40354150539432,3.21491286204753,2.61309728599554,2.97677833067985,3.98866048062621,3.34426392499004,3.23839346491373,3.13059056870679,3.23434709570661,2.1083623613698,4.79953732437671,3.03819267344854,4.11322715113332,2.56230575159609,4.12516012448863,3.96085698946187,3.89198352920545,3.14663533799741,3.17469981606513,2.75985049339751,3.72778939058613,3.13105282572615,3.29652883760089,3.26788377023556
"M6PR",4.97469282540248,4.56418012055795,3.90902616879522,4.4922679590222,4.62019552023008,4.36439807089644,4.92468414263641,4.87913518439363,4.72766056861779,4.46634452126372,3.85829439762734,3.9392636070509,3.8701290944157,4.62036830088613,3.9219511409589,3.8770059112239,4.71987399848225,4.05085535640469,3.47655220843185,3.43336611771698,3.81135965186461,2.95134997477279,3.58679806568817,4.60230905028066,4.53798498447553,4.71160624572207,4.61196598912248,4.17322352942943
"KLHL13",1.29191697433358,2.09702953625582,1.63079985584846,2.04106308110907,1.05320203275461,2.17558370060065,1.55812987405357,1.97418939765771,1.83612766915973,2.44648182439559,1.84966638956712,1.98022546379318,2.03238330373723,1.13275044954647,1.93299823630338,0.867332438496337,2.51553537751951,1.28584058000672,1.26097718854526,0.577984732787907,1.58049763116558,1.85751538573097,1.43021853034057,-0.511251348849259,2.68389434080836,1.52614655960267,1.61355726512168,1.84606373968378
"CYP26B1",1.78162132463243,2.03402554788504,0.983380759011887,0.920217648319278,2.41352911999352,1.41099921958161,3.02825538642217,2.43795292444037,2.1202235551308,3.45648589804793,2.12819514779347,2.50087999991529,2.71984807143932,2.57212975198249,4.18381891606406,2.6527759174339,3.58922999712967,2.4137198547829,2.69714655591099,1.82231537887872,1.72293470446384,3.30503685672726,2.26499542235054,2.38898894471341,2.27685146352689,2.99255863454544,1.77642128682303,3.26788377023556
"ICA1",4.3335826057174,3.76573442620484,3.12954700714423,4.29101701174034,3.96218377606099,3.8292470118949,4.64429901306328,2.96062960197354,3.80032638439825,4.75675100087029,3.43549356314962,3.57420772204985,3.58698119161358,3.98887319718664,3.73171809143524,3.31692594883499,4.22991042060152,3.78543941191944,2.58989915470768,3.32311996797169,2.87489968118406,2.57520723247334,3.11532594504461,4.77405057727865,4.40697642973446,3.07495344777873,3.26027970269313,4.32578811405868
"DBNDD1",4.64450344817184,5.45175484252157,3.21030941716512,4.45287048421456,6.09018722450675,4.55498315161169,4.40287312548518,4.32569820803453,4.05760994722219,5.06427205273884,5.13229139126914,3.87544748507776,4.19488873956722,5.24016896197738,5.88148643491715,5.94926203888327,4.60268466627752,4.64281627302446,6.22285197049522,5.36568459949281,5.00453907847637,6.51634483926272,5.21194117092348,5.67297728533172,4.84851879683665,5.36588880023242,4.60113776975699,5.25960224868587
"ALS2",6.47313540978484,6.2946482530839,5.99266663152698,6.32926277572482,5.68271316825678,6.71918353963934,6.12543639167613,6.03794644406237,6.33562895757296,6.13652690634501,6.07602439704572,6.10959151021878,6.017575260562,6.57926292411355,5.3560054014821,5.67796273814289,6.0528517014924,5.7132940319918,5.40756592453578,5.67071135642382,5.56966780498654,5.30380735867664,5.26481246852791,5.82101751895904,6.31279097520973,5.6589615286857,5.82672293648131,5.91583345095165
"CASP10",2.92493747046514,3.11534217782084,3.23625584578761,3.45770506198633,2.66187936683121,3.0274772565708,3.156041593322,2.63397999594471,2.59248090947702,2.52345993496255,4.05764480725548,2.82751222663073,2.89852516331821,2.87568528963566,3.80870550399393,2.76850063674774,2.35614276944846,0.93564493949395,2.2099914669505,1.86790561784793,2.62204513395716,2.76562610908642,2.62994550355292,2.60297229690658,1.19648105009375,2.66790269135461,2.59612329439082,2.75648804499857
"CFLAR",6.2735272720368,6.71438002082756,7.3590763803088,6.72893128264516,6.87551446708108,5.96843973866785,6.75751812536018,7.80596135059484,7.58510899587984,7.49117698406523,6.75678701017067,6.49209925857497,7.51416848809732,7.47744865219714,7.61515235920308,7.23998364064795,6.02247747425051,7.56296089385716,6.69473284629627,7.84970729843727,7.48144866645301,7.2137306089219,7.61486003231406,7.19191567055865,6.54861090024187,6.85149919487652,6.38604770248957,7.0978983992047
"TFPI",1.69608513214994,2.03402554788504,1.65664927182311,3.09789034190813,2.47973820265374,1.75976988750181,2.48265501324399,1.72930882500475,3.55214967660937,3.97795950282142,2.70504837071076,2.09674630506326,3.37686993233002,1.95908950390039,3.30042213703723,1.33605278246625,1.88733204834692,2.21577820272755,1.60740804678244,1.3303420412796,1.63917048983283,0.649277883822799,1.17503364855013,0.622070246934474,1.23818806598319,1.30987827347207,1.87560422268777,2.43080665989347
"NDUFAF7",4.36163199761785,3.57972807302157,3.47288847968131,4.11710932581297,2.11335077411921,4.56486771757579,4.34504676558468,3.70511762011842,4.17604690976626,4.31757877193167,3.82742646275903,3.92882169580084,3.47873885931454,4.11522269041103,2.00953820047299,2.99131724828511,3.78971402575398,3.92174339534888,2.67632541369748,3.36346756655105,3.15173444121427,2.35577774596045,2.84988822911306,4.17624982791714,4.09142680887323,2.86603640429347,3.20413884972711,3.88820917598796
"RBM5",6.94228904804746,6.9330352594889,7.33326286904257,7.04377026399914,5.98012784910093,6.90574287131885,7.57635308642288,7.14379040921142,6.90073762890685,7.14645973041551,7.39766577702617,7.3057744115906,7.24661593920075,6.6055156324036,6.2540876552505,6.82796169641658,7.03447096364201,7.78613211096713,6.52169712126876,7.57779015854487,7.00902801004411,6.88127323545172,7.35161226903982,7.66498242514417,6.79949169786913,6.48465316866612,7.0996076597028,6.9218124977274
"MTMR7",5.4630448149939,5.1587650218339,5.26187224384564,5.19984629769942,3.62450146351712,5.59915693166622,5.45853784942582,5.00651246002253,4.9434210127721,5.25410284780769,5.22994041574184,5.41501154417334,5.27524338196068,5.25167901699481,3.94161919597331,4.03172288132299,5.48121752551493,4.61524209462601,4.2918453791416,4.7810149727732,4.50248542515933,4.37954084410664,4.65922383558271,3.9796638846092,5.27270527876012,4.72260244813772,5.0935801306482,4.64043551320145
"SLC7A2",3.90846172368857,5.07517413994441,4.37774502821379,5.53147727182161,6.69915540461931,4.33003426067818,4.27357702797179,3.45143358849467,4.67742927137674,5.13956275203383,5.3102769791164,5.89168565944861,5.58034674742999,3.49509018915541,5.27692488431545,5.05531228176827,5.4860387008004,5.6208009282392,4.56534629518512,3.76993522978029,5.2735194512404,4.01287013413282,3.56920503190623,4.77405057727865,4.0713766107932,4.35438772441651,4.58657254970063,4.27848633558523
"ARF5",4.88090002886589,4.99473647119257,5.21262236598563,5.08427900280292,5.21348142200825,5.17116321369534,5.12851363794692,4.6004125406736,4.82974809424313,4.69569426031545,4.78404467503148,4.34473794694465,4.68354483375962,5.52073331257839,5.54143806111621,4.91165773725709,5.43334694257178,4.68763344967477,5.10663800666967,4.68875827445163,4.48259598411273,4.90998219301373,4.49656113518483,5.00166242023824,5.57182949892357,5.22864243553918,4.96716075870798,5.59391516219711
"SARM1",5.26193333880684,5.29935135739766,5.02937941920688,5.2195433097737,6.57592614682231,5.03201185758406,5.97758636136833,5.8512915189666,5.75709274253134,5.64495117611056,5.74543583840788,5.84663314272499,5.62229066225469,5.85998090339308,5.40287289903661,5.6505692755841,5.02493650734217,5.9827207221413,5.52576375354064,4.96533411611914,5.37626414998736,6.46080854464982,6.46476742372509,6.79762860250676,4.95240285638723,5.5040085223436,5.86795842497282,5.95814312214834
"POLDIP2",5.14978324003921,5.51079264538147,5.04414328370213,5.17584931907625,6.0580419318685,5.52007313572821,5.38218331534173,4.9946656265306,5.55333296658594,5.14870370911417,5.2591482630688,5.11918534981188,5.13071596835585,5.7906601055,6.05629477929714,5.74543124171866,5.71375585513094,5.47160239000255,6.16424177549832,5.93447046565548,5.45186089913612,5.99108006178711,5.52191027757594,5.96658522360588,5.87256410545114,5.82291674867149,5.53780358525693,5.65897645640474
"PLXND1",5.28774629511326,6.72189535169533,6.15562437703142,5.914060574323,7.11306881891867,6.33765142420735,5.32350447037203,5.25516077814188,6.73697007276338,6.22128589707673,6.71312731296049,5.72668001113782,6.74173999733307,5.13719771419455,7.54214682003223,7.08489905354674,5.84901876117049,7.12181528027524,7.23109273721161,6.81931439104615,7.19407666067239,7.0535102152836,7.58890389228277,6.81114084911604,6.29746054129808,6.96156547071394,6.9224683541228,6.82727840518757
"AK2",4.90492605254035,5.01934214543753,5.39260174292432,5.17584931907625,4.71944367342858,4.8976794003858,4.65299068219079,4.12296594686693,4.92508667251623,5.07709654072936,4.99319506946542,5.46645462374958,5.20053522214519,4.76873923297709,4.50126984314975,4.72847599085937,4.88411076025919,5.20185451324514,4.33897642146907,4.19351054069768,4.54913029987868,4.1857730216218,5.01158625289184,4.4677262094064,4.61321786682937,5.01568964687199,5.14169923348833,4.64872634271004
"CD38",4.7004846726591,3.98145743265921,5.73805915535718,4.0916833667218,4.87514992537234,4.18375773390605,4.43346437242257,3.26675516423351,2.39348225119272,3.53294591548834,6.24029241525657,5.10997166184858,4.30992043373204,2.4811869311904,3.82996785168871,4.09220949294747,4.33251492944386,3.57254469978845,4.9506482471975,4.08669688114307,4.79473016808189,4.32678242618282,4.0659422653662,3.01778874785425,4.37928412821656,3.86537458875925,3.99281105611169,4.80154646946139
"FKBP4",6.34552015112492,6.30469253575716,5.5159978689533,5.750386062672,5.15389594738145,7.07783649052827,5.31531465296743,8.17262575730658,6.24245285507387,5.86796353212987,5.1819419194079,6.01897080028712,5.85929272936263,7.00698533727932,5.47212891051751,6.04034655070091,6.09211731343553,6.24906835667045,5.85477970089348,5.61331049324637,7.73827437609529,5.45280896450459,6.14224737592715,5.54942805965516,6.50816406856701,6.10649678935552,5.8064404443069,5.4893138060565
"KDM1A",5.29866915656768,4.68188359512276,4.78468503115751,5.06698690234121,4.91158545283233,5.37592648387188,5.03851141437775,4.90468241564417,5.0544219240485,5.24276495400247,4.87741585839616,4.66089756980834,4.87719757708489,5.16911085211752,5.00978669689262,4.80275290668318,5.3564510574055,5.00343006150502,4.20728459685801,4.95480911283114,5.07264392645495,4.40521375690186,4.60845069299753,4.88042596573503,5.55748630850781,5.02163768590201,4.84091569802486,5.05336906725204
"RBM6",6.32785592477852,6.93519207030822,6.54109695417496,6.51447164368146,6.41603728576729,5.96471140779192,6.97933862317304,6.81375802552947,6.44690573523052,7.1928578273282,6.37979752900143,6.85952158878996,6.4145613854968,6.00168768209176,5.49227360823856,6.84454026414534,5.63780514374577,7.68181431366801,6.56198276550409,7.31418074669116,7.89470820241467,6.89832271325133,7.62074311337514,7.34219250864667,5.4124662605379,5.65130897181807,6.49729658436158,6.1945193791356
"CAMKK1",6.38534538679199,6.4655427427814,4.0177403607295,6.2719340711541,6.88775908958379,6.06910322572405,6.77852172999376,5.96291654970785,6.39678196453493,6.66846206281109,5.49839473854145,5.66195558638751,5.02403360369854,7.29424103786521,6.2282964518549,7.2516328372381,6.75978598020295,6.71589348963589,6.75057996524498,7.20684168865462,5.76509487849739,6.48508703159397,6.26752916756021,7.80392603364477,7.51369710606815,6.2064894492985,5.90217862975985,7.38643820454085
"RECQL",3.64873755399348,2.92009519682999,3.86535657539377,3.97601196140258,2.77166879353968,3.84555713895519,3.86598424955405,3.25356036591647,3.95290931971956,3.64053630872309,3.66232729008472,4.07329694837371,4.41645365103693,3.26909594410216,3.70894541426014,3.18428038704875,3.52040064031243,3.17942834634662,3.1388550335875,3.23887315850119,3.37530039697819,3.42283396196765,3.20918556354164,2.91474437966853,3.43232284763008,3.58115026156241,3.22309624637559,2.92977997458427
"VPS50",6.03310385618046,5.33898794650988,5.13429465122823,5.88475275267389,4.79939640104771,6.05339142731,5.43605278099759,5.5612197993853,5.47567694497157,5.21402415924489,5.22402721117777,5.39807894933337,5.30328287768682,5.80166452892715,4.19205318587509,4.10694304369865,5.24851951757267,4.4790986295785,4.6638279828667,4.20687738469514,4.63452522627147,4.60674791610735,4.46361174185665,4.08427360618513,5.38255731636938,4.67055421979305,4.45644506526002,4.77149102332384
"HSPB6",1.86236874546392,2.21533925731887,1.55035078191044,2.11022474851872,1.21743716569662,0.611615065133785,2.02789355272987,1.8742834969856,1.93717120385788,1.54178878392543,2.17798444069096,2.22176562712159,1.6385940541035,0.427673955369824,3.49932466879921,4.03942385417365,3.5981640472017,3.82876702040634,2.49796364388199,3.33939466326611,3.10045486770982,2.30212663656111,3.69620317400236,3.96684288422666,2.47301028495794,2.34635408130033,2.76085846815944,3.50553798305536
"ARHGAP33",4.49423893255896,4.44814731075891,5.55775182374144,4.21455582763149,5.60326297948524,4.23418255982862,5.29602231648412,4.81321491500639,4.77620161416985,4.76470009794121,4.68420976733619,4.93057866460497,4.71370549330171,4.97445756611446,6.16067759238349,5.88873566010132,4.89864746589116,5.41052858001397,5.65110278597758,5.81152978289205,5.34576134171158,5.99742357006554,5.97863136222481,6.21991239996586,5.06242602216729,5.42093390795968,5.84366509972675,6.22117117946254
"NDUFAB1",3.33176061559825,2.32467790310868,2.60031567819676,3.41733885034723,3.14251016159006,3.64583953519392,2.94577194440727,2.8770578873349,2.71136773102297,2.71614180594578,2.22611260821475,2.50087999991529,2.83408643162577,3.33117061922008,3.44523755034941,3.09841420982844,3.63769643769565,2.82019913805856,2.67632541369748,3.23887315850119,2.76062677974219,3.03595322589173,2.56041258742646,3.26822647876403,3.8267913033481,3.27743258183484,2.73467598810888,3.20180610398519
"PDK4",6.55740497823906,5.47566064925229,7.04418060367732,6.07192007734481,5.6326626830986,6.02860558213831,6.2336923385358,6.76111741213937,7.43554391281912,6.22128589707673,6.50211601551756,7.0849219656191,6.94610569174948,4.9772335068855,6.51426590121145,6.45737842394626,5.60161157162825,6.34545092893162,6.00428086622365,6.21804940653529,6.19235381225205,6.24852786961069,5.89460137143704,5.13943638214286,5.99545887692475,6.17080352993791,7.24349640984268,5.76001312044799
"ZMYND10",1.17031836439078,2.56647867317798,4.84775581477935,2.61740993900951,0.103425568590806,1.85951261891994,1.85787807868312,3.97807105707122,2.39348225119272,1.68270538985213,3.32933221901811,2.48671206220992,2.9801969407666,0.610429198097533,4.31778476354642,2.0662036186045,2.52493612428571,2.7430306364004,2.1203377447236,2.32553134501791,3.64953188881816,1.93005191514128,2.86438640489467,1.58719795887337,1.44823244583508,2.28832909071118,3.7595208990753,2.44990970395532
"ARX",1.86236874546392,2.32467790310868,0.503059983863582,1.9684181732583,2.87369083671071,1.75976988750181,2.29549634054293,1.23376464999683,2.1202235551308,2.18733352371082,1.84966638956712,1.5333472536112,1.01996434607669,1.81756795616689,2.75087050438124,3.36674781718685,2.80509935900542,2.88320943424527,2.79697007191636,3.26466774519398,1.97150008886547,3.00270488516105,2.54249280897096,3.90097100066866,2.93278997451508,2.9306840518332,2.42657291105463,2.77175111277702
"SLC25A13",3.63730955994809,3.62318464706365,5.03678023718032,3.50982769166163,2.71781820337269,3.91675338267724,3.74924358451621,3.7243745179637,4.16567280793608,3.51420744166995,4.18486052017569,4.49739718929588,4.46690845589245,1.98138332146983,3.4174140782808,2.94286747069229,3.59370393779242,4.22717060514515,3.16897781708622,4.11533267379228,4.15080529076589,2.64151229798325,3.55139480751828,2.6518524262335,2.7646000753819,3.82512945334906,4.0038153918668,3.63636738335074
