"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"COX8A",2.00927154028829,4.35796717768264,8.6808352976843,8.59495792777919e-10,1.17321175714186e-05,12.2514840715311
"RNF187",0.967382943870896,6.3555702748328,8.23562972121958,2.71624783511138e-09,1.85383914746352e-05,11.2625371877258
"CHPF",1.50439798958537,5.85578963420776,7.65334317540794,1.27043830539915e-08,3.27785998791869e-05,9.79430871389003
"RABAC1",1.60338561895264,3.82682447095395,7.63099314904456,1.34904797060938e-08,3.27785998791869e-05,9.65483678931084
"RPL27",1.68573574992854,3.79845977191253,7.53104500492734,1.76579969705525e-08,3.27785998791869e-05,9.39720553226393
"MT3",1.73336262430083,6.62735100062333,7.50794255578331,1.87948017489225e-08,3.27785998791869e-05,9.42020385809529
"PCSK1N",1.88245294876882,6.25383707517091,7.49983973612703,1.92109010280949e-08,3.27785998791869e-05,9.39916767247641
"NDUFA3",1.25957815548555,3.36112188707384,7.33625534451872,2.99392696969445e-08,4.08671031363293e-05,8.87530774900399
"CLPTM1",0.83868870787764,6.18119241650106,7.22212509214436,4.08748215614833e-08,4.29185626395575e-05,8.68489856719403
"AIP",0.973196290978297,4.48159375784817,7.08882555759777,5.89065601679934e-08,5.74338961637936e-05,8.32363200466696
"MRPL12",1.23825268458102,2.71797366536213,7.02565329919007,7.00912860220646e-08,6.07069075128431e-05,7.96950083355661
"PNPLA2",1.14329171245497,5.24964929178801,7.00459863931408,7.42792799785371e-08,6.07069075128431e-05,8.1117689910709
"COX6B1",1.29417262110746,4.04217952923494,6.99818062624504,7.56056723603174e-08,6.07069075128431e-05,8.06890501682048
"C19orf53",1.45967726982156,2.75762874595418,6.83467392998844,1.18848512294996e-07,7.80727404755701e-05,7.48504294319408
"NAA38",1.41347882027682,2.90060961551856,6.83332933863265,1.19292722162965e-07,7.80727404755701e-05,7.51668303463701
"SF3B5",1.34266219300234,3.59820163482713,6.83086296468952,1.20111908423954e-07,7.80727404755701e-05,7.60601027327616
"RAMP1",1.48256226512803,4.44765974252008,6.76777713653861,1.43118212557114e-07,8.54100405221054e-05,7.47691387147479
"PSMA7",0.924638349600516,4.18536287429987,6.76578240993208,1.43914353993291e-07,8.54100405221054e-05,7.47061053730401
"EDF1",1.24746414518947,4.08260444662032,6.71797444762807,1.64397396281053e-07,9.35010191348489e-05,7.3380867640866
"MZT2B",1.29796354592496,4.39841878597927,6.66401618739845,1.9108715443749e-07,9.7798135588395e-05,7.20348511464916
