"","01.CA4","02.CA4","03.CA4","04.CA4","05.CA4","06.CA4","07.CA4","08.CA4","09.CA4","10.CA4","11.CA4","12.CA4","13.CA4","14.CA4","15.CA4","16.CA4","17.CA4","18.CA4","19.CA4","20.CA4","21.CA4","22.CA4","23.CA4","24.CA4","25.CA4","26.CA4","27.CA4","28.CA4"
"NDUFAF7",4.44673071833102,3.52367252970395,2.61886354358879,4.4808742245214,2.22234609173278,4.06962986751291,4.14031270358088,4.20060847342485,3.11614292065252,4.53931772525884,3.63753857433337,4.16778621501754,3.23661637964265,4.22591954521877,2.80203753269194,2.83137919728042,4.10863321509996,4.41662846875957,3.07253564284524,3.54760745518571,2.78815690706091,1.98035501109792,2.07311682327488,4.46927357827502,3.66110946972236,2.6275120822496,3.47393647657901,3.05631829322141
"RBM5",7.10805224223227,6.9080401144757,6.2373456866818,7.44202316474428,5.53823141271825,7.18712997152807,7.77920879313807,7.19264898594012,5.8816540367124,7.02838839150483,7.30154889291843,7.14455332226483,6.50633857900792,6.97294091566368,6.33790358740446,6.66258438097854,7.24519219838162,7.70007877847697,6.98592671797201,7.68886513788401,5.78967086149454,6.40625284010873,5.93919079360175,7.71849266839225,6.84788752206163,6.38444022690051,6.66480399147792,6.63321434750407
"MTMR7",5.13925296906142,4.69856344286752,4.66807146435205,5.34254200451617,4.33137796286384,5.22562480897644,5.71309909503761,5.09436435664187,4.61176799905035,5.35150811975181,4.96113412851324,5.07148586050985,4.66039016221111,4.81094909985898,4.18792512479454,3.99279183716603,5.44165187803569,4.75472996140663,4.40123257609879,4.35832392557152,4.67521381903885,3.8150800247055,3.4275519942715,4.16199838978912,5.22502934331644,4.2934357860154,4.33705678993681,4.03185362799356
"SLC7A2",3.99401042739469,4.16148263074138,4.42714544471861,4.03765771338511,4.4477714664902,4.22098523865239,4.81456460626155,3.33289367117624,5.05753540308587,5.20434268364479,6.28441844998283,5.3398111985359,5.89524068092796,5.95216450038342,5.30068742454353,4.6560394565465,5.1643755799483,5.24742172473146,5.84768326870548,4.30713874706022,5.50031821974444,4.96747666763702,5.47329946942664,3.08239159709513,4.48075401583077,4.56810551942808,5.8810007171535,4.4779398369182
"ARF5",4.57669638206879,4.43053399975082,4.84769014648838,5.30839060357363,5.31997396900698,5.4963208365047,4.65544015897627,4.9038719062911,5.55940218869551,5.15044424932795,4.53919061665477,4.5453215873783,4.77039698792249,4.93381679492719,5.0483855829462,4.96698904307782,5.38789417278407,4.71055879230944,4.91184452342818,4.94011895375871,5.31112297056131,4.76389449225442,5.16013980400962,4.63790254251746,5.20541226616525,5.25469155446498,5.13682114470612,5.42148399658866
"SARM1",5.88875486473726,6.54320854192606,5.51671770821233,5.50883130165496,5.83547564188949,5.41931965480385,5.91455042735174,6.56578046108092,6.30093289773861,5.97377035963803,5.45098033290035,6.01018907114269,5.6293308966987,5.56470327854908,5.54865400372912,6.06767782029438,5.56729602218647,6.69696768171041,6.00356340561636,5.36404320763222,5.31112297056131,5.35769927496415,6.35969971761265,6.10191804806983,5.13293379076612,5.58718041872734,5.84257643541274,6.52211224840224
"POLDIP2",4.98391551509197,5.58432100933237,5.42461603539596,5.23756242952058,5.53070999079298,5.33448488744518,5.17292179576557,5.02115722225494,6.24834266818782,5.38523478320645,4.77341673081966,5.12028766623587,5.54413268697164,5.15517482254728,5.70674047079781,6.16920779670919,5.4810082585385,5.40024250566159,5.76011718103962,5.88698297681032,5.92096581151448,6.01433599569417,6.27021547828323,5.52317593961761,5.5979685182043,5.81831370000434,5.67956460995562,5.6791167500826
"PLXND1",5.29844321720986,6.40013556253209,6.38662381025117,5.88602004370793,6.81298141277753,5.5087640804011,5.83136721511995,4.72333140667336,5.77415617021189,5.57546916907684,6.10706293116814,5.19990748422425,6.45509263723591,5.21999591647992,7.12019228996641,7.30677842452354,5.40251471725483,6.26901556386633,6.55093408831263,6.50673784985198,6.77846277611721,7.13680808382402,7.13113511634092,7.23568365977661,6.52327945965914,6.7195846251521,6.15239269200648,7.22702554375487
"AK2",4.85076556109141,4.70437563615305,3.78950958022067,4.61731517962667,4.62775740021572,4.75261406185587,4.74116375302841,4.65237849054427,4.01000739379353,5.1737905693014,5.13335380735063,4.75981896736182,4.41148245377753,4.78669928064913,4.66512292875124,4.35876421087407,4.70335052162418,5.051395900496,4.4672353461756,4.32440303839312,3.90769671338511,4.3574536015237,4.49521946062081,4.7915698745768,4.73809835615242,4.67357603281657,4.55075716327048,4.47352260445719
"CD38",4.4897956428611,4.15300708501812,4.90074637883684,2.91909239696141,3.98020131101124,3.93780210727468,4.0976129262015,2.94142730014735,3.02812966486289,2.85233259277489,6.54722033742292,5.07440270970614,4.68868819755003,3.2014639983454,3.22589227682681,3.99279183716603,3.70751820760205,3.15600650349261,4.74701787161425,3.85139047404797,4.77630201661552,4.60698305753479,4.67104453003589,2.74594752563722,4.46173302821804,4.23063131898393,4.50228144285568,4.75042110420627
"FKBP4",6.2181622377946,5.78140384736954,5.38326984286857,5.55163318600986,4.83737861372964,7.49919770612128,5.21348005095487,7.41612552454272,6.00493674224967,5.55487067949933,5.76353317266183,5.6485359294949,5.6097321816815,6.93666683928809,5.56876446088143,5.5188338460751,5.58604865995375,5.41801000260895,5.97629856323012,5.54430481000162,5.0472173912057,5.47986632638343,5.32882264531127,5.42392524554142,6.49080903274343,6.00309840570807,5.55240906913979,5.38666859316809
"KDM1A",5.15717389076675,4.72167302928964,4.41807522704493,5.23756242952058,4.2963218933741,4.88259747100341,4.72522334886036,5.02740171688981,5.06860809150171,5.27441159065812,4.78516157421909,4.96863188261359,4.38866380230724,4.91529511578675,4.86131431168546,4.60476772401655,5.40515715227867,4.82151980445875,4.57379937394492,5.03755035462312,5.03438468992368,4.20475174797991,4.08821456593467,4.9643550419757,5.44876380236087,4.77185846996401,4.94159087886122,5.05537559230319
"RBM6",6.3744234758176,6.88775083351094,6.35370341169147,6.56822083011001,6.2832407984939,6.17035951538722,6.91100897316543,6.55068565099416,5.88478973501724,6.79614015495698,6.61678770033218,6.96916283543995,6.24883241707963,6.54439720989994,5.64887844521349,6.73059919274869,5.90542575664755,7.32800276413084,6.94845342509902,7.31856964163142,7.05219490919446,6.62063551882487,6.49804847406974,7.56587633863418,5.2980125375187,5.23513502197252,6.01948517626596,5.88771279892975
"CAMKK1",7.0746537122156,6.81440334533776,5.79064499512932,6.8419815518935,7.06548130400391,7.0702626379684,6.12204917183505,6.87194806867026,6.74583091217208,7.18786630648313,4.82742601460499,6.73115885789304,6.57110802620603,7.01790572324221,5.3824951529499,7.75773376805411,7.51050189283818,7.74808317453947,6.69070232820464,7.94540972016832,6.8164382149275,6.54885193319786,6.9722863139008,7.20662289745271,6.90788843745823,6.54791839385582,7.15489857640054,6.891768761742
"RECQL",3.43221568138365,3.08083950998971,4.40894762397883,3.47892818742954,2.72238543406637,3.01634087040937,3.89878637882268,2.7432353231811,3.81339777302469,3.22438706492992,4.17266692120074,3.74564364404321,3.15783474279219,3.23769433195121,3.67868508454028,2.54745947300498,3.27661416455745,2.54395157834217,2.48190808223942,2.37827994372753,3.11508200564944,3.12470906047429,2.97021919608003,3.09119098876083,3.4770300750333,3.15028407580654,3.31462265985368,2.94585999173452
"VPS50",5.5699636546389,4.94429547952492,5.02543105006629,5.59004632544376,5.37980572303695,5.6890553352008,4.99822396164781,5.6663105723064,5.43229608219838,5.38189737651309,5.06755338261938,5.3494757926006,4.92111844911361,5.47396351873813,4.76000657528991,4.08713571787226,5.21795980857027,4.493121842239,4.40123257609879,3.72708528703195,4.36941516831081,3.80661423629159,3.82645817063877,4.46589453944571,5.01807904165825,4.38944582922419,4.58607410341508,4.21235069442222
"HSPB6",1.32087279810374,1.48579838470773,0.027395458381522,2.44739727463326,-0.839987390686885,-0.221968051765196,2.92012953491613,0.930945853100993,0.801666910815942,0.696453184999437,1.92648416480618,1.61810057393228,2.24810645389239,1.1755455425586,3.12084404782475,3.18169120674772,2.77830194841095,1.45948101777025,2.79260102484049,3.61229217551847,2.54444886183391,3.19125649071766,4.73250506578125,3.22513765424063,2.43095461410982,3.10790272259839,3.13550684779426,3.64871945562348
"ARHGAP33",4.55433041259707,5.17108846605293,5.71118911298099,4.86715220730425,6.18604099876668,4.33018302212631,5.40325636116853,5.15835630284099,5.42369803077833,4.45289574453118,4.41869992782564,4.87805118400591,5.19543674650098,4.84657628043286,5.69763708189256,5.90999993579542,4.8306795201507,5.50739942908798,5.74689117818226,5.40112908117725,6.36375540339453,5.85309594763811,6.24359490054625,6.14903223644035,5.06809948140032,6.15911784191662,5.54843561882912,5.86765429815781
"NDUFAB1",3.06550885254666,1.77806070778552,3.09922384955097,2.79303949468799,2.49392244123199,3.24179019804653,2.80351513583759,2.7432353231811,3.68976556339267,3.11607275091584,2.79307164881807,2.31475247970062,2.1964865213399,2.29574358049447,3.29994497438613,2.64091491831312,3.58701692228395,3.27343976135693,2.86434403813626,3.24623385934128,2.02751756049791,2.99659429489245,2.63780487132151,3.241039271017,3.9287677301473,3.3990252586533,2.82982402304152,3.18075946437999
"PDK4",5.43936168890305,4.47200969237912,6.17410094856299,5.60887603606193,5.53070999079298,4.39864431943304,6.866285246403,4.56921982901451,5.79096755891098,5.10663602116255,7.35111684484158,5.98405835537781,5.47540769560051,5.80901092151779,6.65133505616577,5.45914111406939,4.29683585777716,3.75565008177647,5.74689117818226,6.0041055784451,5.74310926550897,6.14599359135417,5.54979414423078,6.03622614580285,6.62042703819389,6.11966777446351,6.30385012564769,5.60431901952628
"ZMYND10",0.404336419323673,1.25183201147301,2.26134225482444,1.43941370921111,1.00610721420319,1.27586848857959,2.60875576803826,1.03378147886449,1.65731170060446,1.00489859175631,4.36753724119798,0.589269629284475,1.90641210601302,1.27186837099739,3.38179364182591,2.83137919728042,1.14262367069593,1.71079422381871,2.77781414639323,1.89129850253607,2.06164783095957,3.53662658990067,-1.40448266929948,1.26739188424978,0.913182025639742,3.28952076944546,1.6659080808892,4.38691841353443
"ARX",1.6594388012675,2.16280959582614,1.39896025917732,1.32260159175269,1.17000428781534,1.02178729841498,1.72594915548718,0.0859368425795926,2.48330098462727,1.13746791058077,1.5760758049997,2.23357536866946,1.16736267138623,1.84174225855188,3.06530497105248,3.52593109555614,2.16843697568295,2.7698408809706,2.50004020443974,2.81682790616304,1.88229932331903,2.83947987533908,3.32970254322967,3.72091033127839,2.62374640036641,2.81042439193619,2.52471632075817,2.88063133136692
"SLC25A13",2.62505636957291,2.54610083240478,3.85818372450646,2.70243741128955,3.00889329656829,2.36696102271314,3.81089084442437,2.36352506559045,3.09463784666668,2.98142743291617,4.43370149685639,3.0898293138396,2.52416949388305,2.0732233787243,3.06530497105248,2.594943799911,2.59603707648103,2.9543202392129,3.628670156167,3.42492387396512,1.84359002283648,2.70017461116615,2.07311682327488,3.08239159709513,3.39554724694403,3.41649437095108,2.40676671960085,3.89321184263165
