"","AD-21","AD-20","AD-23","AD-22","AD-26","AD-24","AD-27","AD-25","AD-29","AD-31","AD-28","AD-30","HCO-18","HCO-11","HCO-19","HCO-13","HCO-15","HCO-16","HCO-12","HCO-14","HCO-10","HCO-17","HCY-2","HCY-4","HCY-6","HCY-8","HCY-9","HCY-3","HCY-5","HCY-7"
"SCARNA10",6.94185974316288,7.1268356698191,7.41709642119181,8.08833388141452,6.91708304743848,7.31002341893663,6.61078154009336,7.83043030637752,6.9362615521276,6.9061845289489,7.55600552734985,7.07372499029942,7.29417086607363,6.5053250878677,6.69095876316,7.08376895833929,7.00011254624468,6.93990819967955,7.48667834001965,7.10351403458531,7.46109494390378,7.69810611840589,7.82438226550598,7.33644291535296,7.02107598428011,8.68415387980936,6.31468054800132,8.05546141953537,8.80274024834684,7.42889102270676
"NOP2",4.57990451574757,4.65864165204223,4.37181480295979,3.62887099573126,4.51441343144893,4.82799560942627,4.72213419809668,4.826325581222,4.33863507456575,4.99634159253581,4.59328226809429,4.27954897862787,4.05634398794506,5.85378140349174,4.22320184958536,4.80181227243337,4.16676166203363,4.43485057751549,4.00002353147095,4.3174764582875,3.88427849186015,4.07353603122848,4.08172801653507,4.53012647528486,4.03466107186203,4.27251781441179,4.43109867976528,3.98143819275242,4.00493712449056,4.60396138097373
"GAPDH",9.99197568533111,10.0200819103235,9.54399973082887,9.96674479874939,9.68548048449194,9.40112957151748,9.94241153469324,9.41056926024302,9.66082893907641,9.83916685307808,9.35399089439896,10.0530543866892,10.1599985211029,10.0314469595217,9.6585980536468,10.035454177099,9.90475102884269,10.6165650323268,10.2788491832587,9.93913102705726,10.4212621116664,10.494153644453,10.557025419441,10.7692355894976,10.6747737927183,10.2285771404542,10.7550773787501,9.70868781751643,10.0241526584159,9.9380487547371
"TAPBPL",3.5845747975205,3.18297522634029,3.53150218009339,4.24094827123269,3.74240897913273,3.71115542623123,3.41229030810102,4.34333814844941,3.68447457146905,3.75463282872747,3.64508906606925,3.49712296574909,3.6689242480486,3.54329781735439,3.99020117611782,4.24653136108479,3.61221509223915,3.34450938889359,2.9253549851772,4.06063796366863,2.36254900245539,3.74035236910632,3.27581935230153,2.53592674405261,2.74606805073808,4.25389722312549,3.80846877830009,4.44153091605959,4.14290390124496,3.55888974508468
"NCAPD2",4.51352775084454,5.17051804668914,4.99394815347092,5.78711109197122,5.41207292968977,5.33825296388802,4.73364204522666,6.02967444211993,5.19096308572569,4.81598549449178,5.58559855694938,5.03286003968057,5.22823017328601,4.65072212231065,4.95359213318623,5.09835397274037,4.87141044058729,5.10516546685158,4.8043787216938,5.10226635521683,4.99294109825317,5.16454421435714,5.01124087966573,4.68686613425887,4.4310984570895,6.76111515024668,4.43676937396547,6.43593068681158,6.48808529145229,5.3247490324242
"LPAR5",3.33839474932372,3.53006688899627,3.51117628386189,3.40522294128731,2.68202358056487,2.2448531859202,2.88167199456197,4.05706551565559,2.62458110715007,3.97711393628258,4.46476766891773,3.75850505458549,4.131290155999,3.00877061554808,3.75121319534213,3.69319293947231,3.77408871228741,3.08564643936965,2.88273246800195,2.69883454951505,2.42219627219,4.1676601111289,3.16538486796586,2.8609368689676,1.0946013995956,4.21591915358545,0.960988290296238,3.68715939412044,3.92430311080013,3.53106149365412
"ING4",4.59603227253739,4.48983882208123,4.57641672166799,4.33029434739384,4.51441343144893,4.46973601635225,4.4907923009363,4.7093759859545,4.50044831910828,4.66300029965529,4.51077826752338,4.52327263660579,4.40236719865631,4.54779856383742,4.25070052244914,4.33563856586433,4.28459107759073,4.58865386840662,4.58265344665737,4.32382126462406,4.55596042207708,4.44034458433939,4.63450565964755,4.880433681456,4.52960835246376,4.79028443316076,4.32501923047412,4.80602722500777,4.86187416868144,4.46379884406959
"PIANP",7.08871484052914,7.07917274586661,6.44211308519444,6.00709031550043,6.63182492570258,6.54961175750316,7.11624593977065,5.3345169620138,6.94029733589642,7.08953425788096,6.28679572485983,6.97108213403881,6.4878598243091,7.45425446566609,6.89968915231787,6.77803302890255,7.20753755060748,7.74745607592426,6.88112802654726,6.62851593899129,7.44620675849206,6.79937554984671,7.07828157736387,7.20205742933524,7.60151105440429,3.73289843110141,7.64436754963919,4.44842569467718,4.88172102134336,6.79147272059495
"ZNF384",5.33328589192737,5.36157695894089,5.32902971909817,4.92018955424208,5.26124531826076,5.3129352968515,5.30760935816053,5.34057982684972,5.09647642890442,5.53675653622132,5.27162087710124,5.15707601500106,4.86081414136745,5.56387084749565,5.34982562984026,5.20924265159914,5.27318997922707,5.1510496975108,4.92830637584832,5.18823418289462,5.1214544424786,4.91283221800125,5.02590223192438,5.26515394089603,5.09053874487264,5.22888489226451,4.97004549258748,5.10986405752063,5.15883723111133,4.95407741518172
"CD4",4.51352775084454,4.05759866667126,4.14656253328088,4.47561036197304,3.18250037685889,3.38651520288579,3.454628545585,4.55106647275208,3.40965874053377,4.22873783691975,4.76921372303562,4.91380244131929,4.28691055580367,3.73474288063741,4.60513215274055,4.91266840080675,4.39351940343226,3.7910057640456,4.08394283120274,4.18434268336812,4.0319827931957,5.27315402927037,3.99497031120114,3.53496043600805,2.28674320867538,4.77730419152988,2.83372776464099,4.54807830606594,4.57137181096955,4.351602549118
"GPR162",6.97409740067241,6.52905616203386,6.85884106753996,5.5229962571614,6.79630046821692,6.68404753718333,6.78818717545711,5.54080067222054,6.67441971320436,7.39406415651141,6.31786246526976,6.68695737820941,6.15221544032952,7.96429865294356,6.80779973462966,6.50428541015467,6.88262527707096,7.00850257510847,6.52011715808365,6.34167852511728,6.91617661280415,6.12760049308419,6.66975730729564,6.73270659247798,6.99458836662674,3.90983964254492,7.34898305668128,5.015520506739,5.16154572927836,6.77476026150554
"COPS7A",5.25757369110718,6.033372205942,5.08958245663743,5.51853033655355,5.23149740627246,4.84575855596223,5.34934882348503,5.18417111986787,5.66335843705268,5.41238625053554,5.16055400704182,5.77277966641273,5.77567398306197,6.13266459985072,5.58403829805525,5.68847318071694,5.74139590570981,6.54168584447153,6.1570675954957,5.5601378281633,6.36625522653081,6.15489505891008,6.30927790813485,6.44910113974973,6.54964124897627,5.70617206255684,6.01069987706274,5.5680161925971,5.6656725965638,5.87135505625933
"PTMS",6.97409740067241,7.67233767848371,7.03467918593788,6.25407171501159,7.36491804253904,7.4909360904667,7.84980777461388,6.3765603158184,7.4621354199011,7.74963786476328,6.79081831437434,6.92022884238253,6.50440130021678,8.3958540927797,7.12999091340025,7.37515520425007,7.69955323982561,7.99397422231254,6.67176656513547,6.83473060923491,7.2029190536813,7.17158775924785,7.2268569036373,7.70348932602364,7.42527448834027,4.5002404043983,8.16397155947659,5.61473513792689,5.49792937083396,7.43766110558666
"MLF2",6.8529413224825,7.70024396463563,6.4259173965307,6.96906227725071,7.1872648469534,6.69020563856674,6.90220619020187,6.63641625006134,6.99176031947174,7.14241376198507,6.70436521312751,7.1318346667911,6.96509826439329,8.08307925585837,6.64506858120185,6.83946082541883,6.78901836671224,7.94393977156067,7.15702888089214,6.56298018774958,7.64496924717937,7.38198335736754,7.86333993740954,7.90215228257941,7.73550926507162,7.0784342905789,7.80151292230189,6.95479307836015,7.09192897749276,7.08815287728548
"TPI1",7.0896643785359,7.722186741314,6.69618163709983,6.86385130825717,7.06018285195923,7.04568984066584,7.14991891143094,6.32856167722567,7.27028249506289,7.43146681055195,6.4403075610486,7.39593730843484,7.5602544296622,8.08227887716528,6.89316043494236,7.18883502799182,7.29999340808032,8.40446895733617,7.69809738401714,7.17281058817353,8.13692744571821,7.9564818825035,8.23149928921468,8.5757809413783,8.38142468615727,6.80867114040605,8.03485864764761,6.53803754994177,6.9440341048021,7.6027181046506
"GNB3",3.50709027369859,2.39423238132935,3.83931645151549,1.31821170762156,3.27872313044699,4.25389786685565,3.3538343991159,2.02533444212099,2.84724826105236,4.11535983475973,2.81852672589806,3.60076818825004,1.9160584161809,4.59793972891089,3.51084037878535,2.07546478551439,3.52869963289124,1.24589853617443,1.82465013607158,3.13383424580763,1.60612340658622,1.31106539136361,0.164387528695924,1.37274058852644,2.28674320867538,-0.0199001615083491,2.54960865425699,0.71275290906702,1.15429469879094,2.30908466150089
"SPSB2",1.83699804070119,2.53971906494018,1.65592120796588,2.69441195331351,1.75058839081192,3.03045422172483,2.36473594840725,2.90099802409285,2.81244264139369,2.34449187762848,2.06767679116007,2.07470052885982,1.60152247017032,4.34386536237255,2.37828248455773,2.59947355207405,2.69979482401212,2.38458244656653,2.77809147629494,2.32158622266302,2.09574077747732,2.02988194465725,2.77199779754561,2.1614607520247,1.87183620336762,3.33254309004316,2.39507426239753,3.1065330650215,2.80572434680376,3.07174677157536
"RPL13P5",1.87274084559713,1.63483434579397,1.92536813879537,1.14360917546863,2.02481719210125,1.7365568526325,2.33482437279339,1.13858548133736,1.62265651290708,1.99827011889034,1.41765580650965,1.52654557140339,1.41413440479902,2.24487718688912,1.32399283336206,1.78701478641914,1.90529692093979,1.24589853617443,1.59750593354805,1.87994810735485,1.49939722571757,1.31106539136361,1.43981323186528,1.48489078080632,1.0946013995956,1.20672205150279,1.86624406431176,0.964365328260461,0.918460460214035,1.3946174858248
"C12orf57",5.24057522597656,5.48221268000686,5.26066510871923,4.95365716975018,5.56540389924486,5.75729918679017,5.17883169621983,5.48441858027787,5.59844040424649,5.53416376695129,5.10164031641336,5.23967884080703,5.6368165748039,5.70157635478344,5.2848083113138,5.26761813287568,5.62110430534478,5.28312471371486,5.56467316191491,5.20894890722459,5.59520548663186,5.43998648204372,5.76343910081758,5.99675745610118,5.33352294491293,5.25408882236753,5.2691808555067,5.19021187927564,5.04903190306304,5.50483388079946
"SCARNA12",4.89439058359725,4.62176248907977,5.14009522787645,5.07419188318106,4.56299512843877,4.84575855596223,4.65109011576763,4.69051157618177,4.94403289814664,4.73250095318192,5.11287144813248,5.017333899817,4.82363391250756,4.35980507479571,4.51161897060865,4.78192269758568,4.98717311712167,4.80141804951606,4.55577448965984,4.63062514761861,5.04762300028054,4.82380191503374,5.15822191224483,4.79598205141978,4.80998171574821,4.41341554140524,4.24970251853077,4.12605899846139,4.62338012757389,4.92941736537
"DSTNP2",2.58312231295581,2.90460182215691,2.83080194799193,1.67994754999598,2.84805126067647,2.68061568629535,3.26145433309534,1.96381959253481,2.84724826105236,2.66200765839178,2.34669630721913,2.31716112166006,2.17414359619457,3.11276442945493,2.35313159003991,2.70181625778511,2.81394687104118,1.96387095228919,2.1935316754926,2.55523045948088,2.42219627219,2.16489281470727,2.56002813667462,2.29052907928657,1.77876159537507,1.89241641559069,2.3477007748151,2.51058791989723,1.96496890030692,2.69078617615816
"ATN1",9.11772506893693,8.88058061072806,9.15421830294678,8.67102308762474,9.16737603179124,9.29603082846419,9.37552325104853,8.9095625416045,9.14196297554827,9.36795009394451,8.85336824043438,8.88637439817338,8.79011924453085,9.4597971193741,9.23082630715007,9.03844512763281,9.00461785256545,9.04040594327839,8.60528281032242,9.07872220162445,8.82883034583309,8.6638019116344,8.7612708557099,8.9213591975056,8.84931366717818,8.09555592044749,9.47648971331226,8.45863192459254,8.16016301094453,8.76754877012625
"LRRC23",3.78546067487274,3.22045863756529,3.62904592658087,3.74046001668739,3.64647918222853,3.58991842165877,3.57466270983699,4.12186399695678,4.07058222562774,3.88244098705232,3.52691627556808,3.47910103418187,3.68559827090296,4.22126086011794,3.76080797628417,3.7759633629917,3.77408871228741,3.24223150242376,3.56052341237977,3.60939559039472,3.56070873380828,3.51454597012498,3.58392208521828,3.22624101408151,3.18138001543315,3.6687430977133,3.68048053257948,4.14315831558992,3.87234479049763,3.92241235774139
"USP5",6.3010754871188,7.01839945089658,6.14841265910717,6.89088206503722,6.63750711333588,6.17592117335436,6.51899593696672,6.42729256991297,6.91898239381502,6.6656193935138,6.32592793994823,6.79288342672383,7.05847179563351,7.34905289363888,6.55556943832802,6.83303175810186,6.74446891324847,7.88278917036267,7.08444155275894,6.79760317874326,7.45812957279035,7.17292348827525,7.6610126485612,7.51821565515888,7.49764217392134,7.3996675369866,7.47351662142343,7.28739637315119,7.36355690661719,7.07295412295743
"PTPN6",2.80284516457634,3.44817429497243,3.1129575962711,3.36598787838339,2.25515276158734,2.19028338331974,2.4227605385569,3.75508900646772,2.47681677805744,3.40329640962314,4.14556462207065,3.10901508125874,3.64354621642843,3.4371205881791,3.23607481765571,3.96422923892562,3.13582888787057,3.62209068128241,2.36848032616958,2.48902236785483,2.2129609843099,4.08493352338675,3.09296904157641,2.91532753049185,1.28713465518384,4.17030965350215,1.7973882180815,3.59073901422418,3.5222949398099,3.59517827723689
"ENO2",8.42301456531251,9.24011367997984,7.58391074284741,8.4173192773406,8.61436274072257,8.09577845213111,7.69064372626287,7.46322331345819,8.64729920365778,8.3926585051648,7.88178683490083,9.0646294885958,8.97485075690945,9.40915471059859,8.31115105548314,8.44947954427565,8.44813759863471,10.0573428326037,9.28338352973173,8.24943317939238,9.86856121225689,9.38868352455166,9.47605883473681,9.9376586572411,9.93942257807117,7.47997375720283,9.37344608774172,7.70081194221605,8.13316501357589,8.91771141273446
"C1S",5.48244312574635,4.47440730584909,5.50636786458133,5.15697669399074,4.41204834619207,4.39931275723227,5.02810662286235,4.00457428334952,3.83078423004056,4.12228156199572,4.41724121850117,5.16273246914147,4.39731483723352,4.72644255888999,4.65743539324942,5.42123691085888,4.03844595597997,4.55917704259384,4.288258296833,5.12060365781465,4.20043810229082,5.6862214157419,4.310513224325,4.69076941300175,4.09381846104253,4.32697960982965,6.18759677728877,4.91457308620999,4.68114876551387,5.05197437543879
"EMG1",3.20454913250581,3.6630642569405,3.32576329011582,3.60379328632306,3.51436763104565,4.13613583152319,3.27726766835828,3.96587569678264,3.45549730901555,3.49147425302784,3.44634089090521,3.43303595992289,3.50009831111478,3.59807947194383,3.3293019913207,3.29513663011039,3.40924808509576,3.28401670914103,3.39852232682842,3.2179946454266,3.03244005118086,3.58847852844092,3.67974850960867,3.35971828288297,3.21729441146171,4.07452280197494,3.52944663470908,3.88308704181114,3.99282146297214,3.73996635138719
