"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"NUP210L",1.42085318335382,2.24288190488935,5.1190576718795,1.490651134767e-05,0.00305970664740162,3.04856147607038
"IDH2",-0.707644639271202,6.49271248732865,-5.10743269105557,1.54139955989696e-05,0.00312331026207326,3.03466218204541
"DNASE1",0.810917353830171,3.50101946572903,5.09089568098064,1.61657634995177e-05,0.00323417584949212,3.00957065524912
"SAMD4A",0.787727966335229,6.93993429658717,5.0638189560012,1.74764582445956e-05,0.00326337596566392,2.92771965689848
"ARMCX5",-0.730302791910401,3.23473894377295,-5.06274627429265,1.75305117822162e-05,0.00326337596566392,2.93148494921316
"MTSS1L",0.850250308257748,9.8906199591566,5.054147088353,1.79699041140907e-05,0.00329682659332586,2.89483286697963
"GDF11",0.842339405982828,5.52184822430495,5.03839107724196,1.88036848320625e-05,0.00329682659332586,2.83958591898315
"LINC-PINT",0.665225718478047,6.5877718353048,5.03827775495939,1.88098192886091e-05,0.00329682659332586,2.85143165247575
"NEAT1",1.38212910849611,10.631693366485,5.03684870919142,1.88873490685168e-05,0.00329682659332586,2.82927687764965
"NFKBIA",0.627864035068693,5.85029461276064,5.0351111693386,1.8982044922028e-05,0.00329682659332586,2.83147620499227
"LOC100506136",1.76250726159408,0.659012740916127,5.00876464438089,2.04773257048905e-05,0.0034067803449031,2.52378466713064
"KANK2",0.888440621729123,5.56783410963784,4.99938916032919,2.10372851574327e-05,0.00346348220742942,2.73337588456219
"JMJD6",0.908325472985649,5.44687981950387,4.99017093784112,2.16027285917113e-05,0.00347020698371378,2.70801217862567
"CCNA2",1.12598585992481,1.70897995655048,4.98685673730973,2.18097013768355e-05,0.00347020698371378,2.65230704496019
"TXN",-0.644910299361748,4.4727273463307,-4.98537680339365,2.19027607869337e-05,0.00347020698371378,2.71124173469915
"CERS1",0.713670438932569,5.32213010351784,4.98452682129774,2.19563871161897e-05,0.00347020698371378,2.69201037773929
"FLCN",0.785081451526559,6.74601657258672,4.97155087529432,2.27914878418795e-05,0.00352840407330311,2.6738687445822
"ATP5B",-0.739176915267536,7.87439885446449,-4.96847038448326,2.29943447991282e-05,0.00352840407330311,2.67907977712072
"LOC283440",1.34442122532754,0.606199526967121,4.96296718473901,2.33612299012059e-05,0.00353536275366817,2.39047140943747
"GPCPD1",-0.695235006814233,4.76451576210454,-4.94200556116295,2.48128932376461e-05,0.00366511941701867,2.58733020741565
"COX19",0.586134119486186,4.70039163306447,4.93135191313553,2.55847821796743e-05,0.00372646183120055,2.5532795994012
"TMEM265",0.688495801488161,2.8927630835087,4.92979274715821,2.56997367669003e-05,0.00372646183120055,2.57914468460129
"LINC01176",0.741142295182155,1.21334861395331,4.92500103085329,2.60562507178283e-05,0.00374380947813888,2.41399379999796
"C16orf71",1.26701301429749,2.14524559339227,4.92121170164619,2.6341668471001e-05,0.00375072135301055,2.52793537330688
"C7orf61",1.60396151165915,1.78354801393408,4.90389538060593,2.7686086051773e-05,0.00378271847587946,2.45327098446996
"ANO2",0.960969690186232,2.92324948186383,4.90378946846877,2.76945156352494e-05,0.00378271847587946,2.51110877632033
"LINC00260",1.08446961224225,2.16364290811507,4.90292930073561,2.77630713826015e-05,0.00378271847587946,2.48086322291751
"FAM118A",0.892750689709415,4.05764726084857,4.89861835662622,2.81092087170159e-05,0.00378361806722013,2.47855117315232
"RWDD2B",-0.878028539306795,2.43815875917821,-4.89373778787013,2.85062697003571e-05,0.00378361806722013,2.44777533257894
"KDELC1",0.661868403425953,1.92569486423551,4.89017961285152,2.87992606098656e-05,0.00378361806722013,2.42476972386182
"SNORA77",1.08549112175553,0.683750590802727,4.88816300852163,2.89666425899169e-05,0.00378361806722013,2.22415910959628
"KLF15",0.994760996250242,5.78237786117391,4.87760088751123,2.9859262182517e-05,0.00383679381133887,2.40314682787949
"SNORA44",1.00418005421114,2.20156486479967,4.87014800440177,3.05055359194963e-05,0.00386718683652119,2.39833722974518
"FAM127A",-0.608447585131115,7.12519938763242,-4.8542195137647,3.19338002457499e-05,0.00394307588190685,2.35807241427152
"FBXL19-AS1",0.925319471557832,2.36308055363862,4.83334863236285,3.3906371556935e-05,0.00407526243922352,2.31138431417752
"COPS7A",-0.61160948709162,5.74399114691202,-4.82774965424834,3.44558576142183e-05,0.00407526243922352,2.26514378235447
"LOC100506860",0.963287383396426,3.81391357456291,4.82639917652215,3.45897141523758e-05,0.00407526243922352,2.29029156293458
"UCKL1-AS1",1.76269439845324,3.01179097704843,4.82584505555079,3.46447869672222e-05,0.00407526243922352,2.3047267207133
"SNHG3",0.610386748395437,3.3114274837841,4.82166883950582,3.50626659644319e-05,0.00407526243922352,2.29096947789055
"LINC01004",0.711875968466669,4.48356140932605,4.81974647456354,3.52567016897233e-05,0.00407526243922352,2.25399604281779
"C1orf111",1.08099649553695,1.0408255006582,4.79954264872454,3.73616945985352e-05,0.00418795449028262,2.08357258670978
"ZBED6",0.745815547093485,5.71707227500276,4.78248992538148,3.92352726829577e-05,0.00429658107947592,2.14212094415304
"RBM3",-1.31569621262481,5.070444989662,-4.74462345014716,4.3736103441425e-05,0.00463925580464242,2.05205420452511
"LOC105370792",0.837694678693836,1.41964625110647,4.73699727960852,4.47027775840632e-05,0.00464990800677014,1.98327439393717
"FAM86HP",-1.03292521030856,0.923182529076039,-4.73415455661446,4.50685175259721e-05,0.00464990800677014,1.8084527670145
"KIZ-AS1",1.01114816210055,1.29877495696185,4.7333689106655,4.51701204727651e-05,0.00464990800677014,1.96050271846831
"HSD17B8",-1.10453118740768,1.60712538157107,-4.72825588104315,4.58369380578907e-05,0.00464990800677014,1.92350616180281
"ZNF814",0.720952152156671,4.76341669329802,4.72591577923177,4.61453749248909e-05,0.00464990800677014,1.99360911731578
"ATP5A1",-0.62013247301481,7.69994353775351,-4.72385352345003,4.64188980873954e-05,0.00464990800677014,2.01928962969351
"ABCA11P",-0.645932141580106,3.16621965132871,-4.72347045026086,4.64698832284349e-05,0.00464990800677014,2.03454863886271
"ITGA10",1.08651972481383,3.00184857612352,4.7198795236981,4.69505294027271e-05,0.00464990800677014,2.02419194026925
"SNORA38B",1.00269904477264,2.902862552855,4.71870433273499,4.71088983988465e-05,0.00464990800677014,2.02185151010838
"PNISR",0.677606732659415,7.49180177920551,4.71679756135574,4.73669844409992e-05,0.00464990800677014,2.00134934999824
"KCNMB3",0.732552501677253,1.8830098488117,4.71253994875498,4.7948339949941e-05,0.00467792291919023,1.96928845347456
"GLOD4",-0.589321848631414,4.6304429089849,-4.7072088321171,4.86862736070414e-05,0.00469199118511762,1.95266566741001
"FEN1",-0.725450722041412,3.85299143908119,-4.70408826749798,4.9123441765178e-05,0.00470543028544629,1.97156509216598
