"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0140151","solid phase of interstitial matrix","10/585","64/19979",0.15625,5.33627136752137,6.03443378660287,1.56573339076747e-05,0.0111300406019248,0.0111300406019248,"ELN/LOXL3/MFAP4/ADAMTSL5/COL5A3/COL8A2/COL22A1/ADAMTS10/LTBP2/COL27A1",10
"GO:0005614","interstitial matrix","12/585","98/19979",0.122448979591837,4.18189429618001,5.48403117689339,2.90981453645092e-05,0.0111300406019248,0.0111300406019248,"ELN/LOXL3/PRELP/MFAP4/ADAMTSL5/COL5A3/COL8A2/COL22A1/ADAMTS10/LTBP2/OMD/COL27A1",12
"GO:0071953","elastic fiber","7/585","37/19979",0.189189189189189,6.46121506121506,5.77465479024552,8.5358957132369e-05,0.0217665340687541,0.0217665340687541,"ELN/LOXL3/MFAP4/ADAMTSL5/COL8A2/ADAMTS10/LTBP2",7
