"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"RABEPK",-0.580782939181305,3.58860352413259,-6.74738501248878,1.42490279683494e-07,0.00108981124639873,7.39663473436194
"RAD52",0.795579851907776,4.72401612914299,6.56143876130364,2.40332652651757e-07,0.00108981124639873,6.97788849335571
"DHRS7B",-0.567679864457067,3.31679639990999,-6.49767684823966,2.87714560066363e-07,0.00108981124639873,6.71755034614338
"TRAPPC1",-0.566830694298111,4.78303794960228,-6.47951874768313,3.02861384874556e-07,0.00108981124639873,6.75666528826903
"MED29",-0.611124407234957,6.41293310135689,-6.4336947273793,3.44767872951195e-07,0.00108981124639873,6.63615066198061
"GNRH1",1.405918502382,1.15208051288624,6.24771120477713,5.8435958321585e-07,0.00120034104536583,5.63992879996315
"TRAF3IP2-AS1",0.590664293485441,4.58083827811097,6.23378988248125,6.07962689726573e-07,0.00120034104536583,6.09838456153972
"TXN2",-0.385928291532503,5.27339408232707,-6.21484196358923,6.41641277973852e-07,0.00120034104536583,6.04891595738026
"ANAPC16",0.597441387651315,4.71664470047243,6.19263173420542,6.83522265630656e-07,0.00120034104536583,5.98812341645995
"CCDC144CP",0.964087401197633,4.38283328361882,6.10362580867903,8.80925977862088e-07,0.00133749060491181,5.74630062932372
"FAM174A",-0.735496303597064,3.95845352952415,-6.05022380379732,1.0260130958192e-06,0.00133749060491181,5.58798792636634
"DTD1",-0.733274503703873,4.52674410085447,-6.02016755569654,1.1180264853858e-06,0.00133749060491181,5.51963676583807
"TOP3B",0.753798668031638,4.1831435558454,6.01598108063791,1.13148606596889e-06,0.00133749060491181,5.50841918145353
"TUBB1",1.08787723159732,1.85479017294232,5.97652404366124,1.26663755417253e-06,0.00133749060491181,5.18001669519601
"SNRNP48",0.698056982026063,3.54802066034985,5.95767154619014,1.33683872335844e-06,0.00133749060491181,5.33831810358712
"DNAH11",1.21064724524887,2.26000474227075,5.92846493545549,1.4534098147856e-06,0.00133749060491181,5.14066496008441
"KPTN",0.743705978150464,3.27076092529835,5.91259054905806,1.52100555633143e-06,0.00133749060491181,5.2049916987138
"RBM48",0.678118182389396,4.28752137780017,5.9120776755369,1.5232414355212e-06,0.00133749060491181,5.22828118385255
"TEKT2",1.02989192453668,1.12468680518822,5.84451510082818,1.84865507922156e-06,0.00153778913300509,4.6491526801641
"RBM14",0.873798107817733,6.08783295026382,5.81938359015876,1.98681600199128e-06,0.00157008134557361,4.9764445983073
"LOC101928238",-1.17437010454909,0.834349130722847,-5.78867152354108,2.1698333816231e-06,0.0016330579331692,4.22579972080953
"PRKX",1.0441655733846,4.38688523619868,5.72009418422885,2.64202847176893e-06,0.00189805727255945,4.70751855804803
"GSS",-0.681618256962648,4.53729420303487,-5.68270063864253,2.9416902959158e-06,0.00190622435256967,4.60645453808162
