SYMBOL,metap,metafc,idx,k_valid,FDR
CERS1,2.236873703843348e-31,0.9568606969592917,29.3281234307305,3,1.4763366445366098e-29
CDH23,5.193008450412438e-30,0.9595067741920208,28.098753820752947,3,2.856154647726841e-28
GYPC,9.714741610544832e-34,0.8085040853286426,26.690796698438987,3,1.6029323657398974e-31
TGFB1,4.150209355428704e-32,0.8445946783997923,26.505011071647182,3,3.423922718228681e-30
TAC1,5.046598757529991e-17,-1.5293662503915832,-24.924083653908937,3,3.9651847380592783e-16
PPEF1,1.7449014299118347e-18,-1.30495275577588,-23.173650003647158,3,1.69358079962031e-17
LRP5,3.148990469843776e-27,0.8542115209731447,22.638167362861594,3,1.2989585688105576e-25
CD37,2.1927070687664996e-27,0.8120254542769403,21.64780232532785,3,1.0337047609899213e-25
ZWILCH,1.391190805354086e-26,-0.8079497496050537,-20.890844242445155,3,4.5909296576684835e-25
ADCYAP1,4.912937441914581e-16,-1.305475251187566,-19.9850751476898,3,3.1178256842919453e-15
FOXJ1,2.8457913142535293e-12,1.7268488047302575,19.937845663610094,4,7.958568929692073e-12
CHML,1.953288374487636e-26,-0.7588755559856272,-19.510108968530904,4,5.859865123462908e-25
ID3,6.945001444649598e-25,0.7957675522858758,19.224413268990133,3,1.7629619051802825e-23
EMP3,1.1398164708070332e-24,0.8004593062889797,19.165529303564803,3,2.507596235775473e-23
GAREM2,4.986952984433881e-18,1.1043519249772107,19.10767892161474,3,4.571373569064391e-17
SMO,1.4965867429058848e-23,0.8344073267582642,19.045262212300635,3,2.5993348692575894e-22
SELPLG,3.6399300186925505e-25,0.7751921378094305,18.94484853671322,3,1.0009807551404514e-23
HSPB1,1.5157582528747638e-18,1.062200690036358,18.927747172126427,4,1.515758252874764e-17
ASAH2B,1.420584868768988e-23,-0.8242386407362232,-18.831819392013795,3,2.5993348692575894e-22
AIFM3,6.769980939774706e-22,0.887105176588189,18.779495462008494,3,9.713450913589796e-21
MAS1,7.285918957640143e-13,-1.5091999700071526,-18.317938275752205,4,2.2470591177768665e-12
KANK2,1.7953938948030203e-22,0.8246682443916632,17.933103906703085,4,2.821333263261889e-21
SMOX,1.0043714671370739e-24,0.7414600076084239,17.793635585613647,3,2.3674470296802458e-23
MT1F,7.578698688894623e-17,1.1032387521106444,17.784655891902972,3,5.557712371856056e-16
NECAB1,4.7768062154736596e-20,-0.9172376018139365,-17.721821471410422,3,5.629807325379671e-19
ADAMTS2,4.697644946747031e-20,0.8953896794389028,17.306199001531123,4,5.629807325379671e-19
FGF9,3.701048306349882e-15,-1.1796395754549591,-17.02417526079656,3,1.6963138070770294e-14
LYRM9,2.842692805890547e-17,-1.016205522835587,-16.814411027036037,3,2.3452215648597016e-16
FZD9,2.0250362192050894e-21,0.8105076614261719,16.77229476165958,3,2.784424801406998e-20
TCEAL7,4.133043474569418e-24,-0.7170365001187108,-16.76698793788418,3,8.022966744752398e-23
PRELP,1.5426857633693912e-20,0.842520825296948,16.691788815125097,4,1.9580242381226888e-19
