"","01.CA2","02.CA2","03.CA2","04.CA2","05.CA2","06.CA2","07.CA2","08.CA2","09.CA2","10.CA2","11.CA2","12.CA2","13.CA2","14.CA2","15.CA2","16.CA2","17.CA2","18.CA2","19.CA2","20.CA2","21.CA2","22.CA2","23.CA2","24.CA2","25.CA2","26.CA2","27.CA2","28.CA2"
"RNASEH2A",1.28845747809419,1.19110664040684,1.80685558792178,2.09436725054539,-0.0200038003589116,1.02902592239866,1.40302235470177,1.2463253117971,2.46999136768463,0.553942060894552,0.700606751083708,1.52131480779672,0.0779265990689967,1.27395020036841,2.18821211550231,1.64183393537626,2.12940030959767,1.88651486645049,1.40415035718471,2.07884281520561,1.84806707678711,1.48705387631787,1.8550759560305,1.85913281457553,2.00505931238062,2.24611400154222,1.58174840048553,2.36390531964428
"CD37",2.6153476359594,2.0182533822339,1.41794499862796,3.1427389079374,3.05074024838143,2.48689781102098,2.43857358196957,0.778718582612739,2.32449979057937,2.99056522522681,3.39104765606197,2.6705098287077,3.11509191710982,2.60725075501562,3.80367784728114,2.67850250151299,3.51960362076086,3.23732243651978,3.29183633164113,3.00923200715073,2.91043848239558,3.3764232957415,3.31007019593486,3.6091717832638,3.35833290796113,2.54026148041628,2.89456763971397,3.63577381611471
"SF3A2",3.78939661572501,4.13774390813858,4.39083880023298,3.96191648183609,4.1956674806109,3.75861369499136,4.42378529810961,3.51822155930936,4.19943253665895,3.8425356423444,3.47970664613198,3.25744800234755,3.95762344710919,4.11872793956569,4.58416463750905,4.44059259332101,4.4469667396687,5.14752332273617,4.50801044196095,5.09274170553492,4.22385482775746,4.69641903374475,5.13097753789685,5.04528664467466,4.37302806619655,4.61831723003535,4.67025326576398,4.83528150000724
"AMH",-1.56947997256046,1.59445302193728,2.46115974738513,-0.315505734517557,2.58618258031939,-3.76194466597213,1.83594497254689,1.37366661122323,2.08734673321987,-0.161757206447597,-1.75949282807492,-0.371616829479394,-0.824682830932475,1.54851065431532,1.12676463218939,1.48960412346526,0.704540967961772,2.87206172031444,1.45518201317296,2.43085859165857,0.71460097634864,2.77009156166939,3.35518065550715,2.12475758979163,-0.0176049140145101,0.667584321256905,1.15813416791296,-1.42593646149168
"LYL1",2.38029949524685,1.19110664040684,2.38165076133957,2.86414590352846,2.58618258031939,1.86345457022888,1.87691381040818,0.951979778606744,2.60214534024818,2.00388387860385,2.62498872234698,1.41724657477893,3.28819068539397,1.85685351996902,2.61821108580584,2.1534042386359,2.65474862166985,2.56435274907926,2.94432212059867,1.70123794866672,1.49391206240122,2.13597377548671,2.88712938942324,3.20367719547172,2.3464816319705,2.54026148041628,2.32893922040113,2.806963839841
"OAZ1",6.21403075718781,6.34409029629426,5.83141589497353,6.43261305153147,6.52728900312253,7.09631508144265,6.41659522033948,6.96666760905171,6.65900637498182,6.40743379814044,6.06866263708017,6.32341573350461,6.4725324318543,7.21284615613676,7.06575573108804,6.62451910082438,6.22855647026751,6.08411220564973,7.27542188899275,6.50273786720101,7.21411517616824,6.74524168812094,6.7502535669637,6.09339475633039,6.6895233316009,6.85340416029457,6.80124533140933,6.54679085907994
"TRMT1",4.30852128733242,4.24250130247804,4.65031656036875,4.41486530154409,4.12197231744019,4.02688085861504,4.21596921388238,4.02447314902876,4.9845458223274,4.12618323166715,3.87793174209096,4.20576532934571,3.82648813431432,4.95989525087536,4.40418340219368,4.86088442155887,4.28368984790685,5.38263907630549,4.65712642622455,5.35982113220355,4.00366979183875,5.06322766285353,4.85683452499338,4.97715170885162,3.92344332014304,4.67287924986401,4.29443065394921,4.40226839900216
"STX10",3.05298102103317,3.63775858780495,2.86357837552209,3.00196497233528,3.05074024838143,3.21625506061139,3.18951794330784,3.12449684077872,3.58425762725465,3.33348569654587,2.86334220314221,3.19587576740149,3.11509191710982,3.51299762629675,4.11312972356725,3.89894678415816,3.54810382882092,4.02193595057685,3.76609609412789,4.10947097279387,4.15412807019014,4.20925680414692,4.46762115331065,3.91458955680597,3.07505886826967,3.72946702998798,3.9479846553169,3.40322460457806
"DMPK",5.10532431806397,5.42916698540467,5.66844041776961,4.55023117055412,5.2630136404126,4.74479149726479,5.10086284512261,4.94121883692688,5.68794893684441,4.96920613034678,5.21716501051978,4.68058159514292,5.30708804883198,5.34213245824265,5.53621411645512,6.3648947381924,4.9965774940527,6.23676349954342,5.74492197641856,6.22604651292232,5.82010522787043,6.14127798896695,6.35580260339153,6.20130523296519,4.71529426232153,6.10704713273468,5.69138532918171,5.63108171092903
"TBC1D17",5.75577528578415,6.08706026762793,6.04388915348354,5.30991958293056,5.84705270022786,5.28018355304798,5.66884139971579,5.5689354079575,5.95488390476788,5.24046582633543,5.7968669595723,5.78426819762274,5.92651679852254,5.85614439136812,6.75416652128097,6.44986619393863,5.82829624676167,6.8209108345039,6.28230360901518,6.73392788690349,6.57866813204018,6.76045507905305,6.51210876199241,6.3868390271227,5.80397398960126,6.45199487565689,6.30548954712021,6.47986240500837
"CCDC130",4.29890713620473,4.69220274014964,5.22933176388201,4.16632983609144,4.39654415683552,4.28063812730496,4.78832506488076,3.50437247883996,4.65130344592961,4.46307888588074,4.72513018466817,4.05786758188811,4.18877907824904,4.01511331797279,4.19850501924784,4.94744721183105,4.68885436433395,5.64680679262993,4.31430634491256,5.9784634580852,5.13111472019462,5.79826533474791,5.33334318095103,5.90250369007363,4.46031810595327,4.66572244102422,4.76759079650072,4.65560789780015
"PTOV1",6.1065370218131,6.42793237464677,6.56583678022793,5.68474507124733,5.45531249727836,6.14987405653182,5.9727420310961,6.36817884355088,6.65357646001653,5.8410995017908,5.27611626468268,5.70084253420912,5.76984877316209,6.58318827773528,6.84743465422291,7.12360740661061,6.15356439645678,6.87442882275658,6.37632089526334,7.07868241653956,6.66615249924133,7.0443611395465,6.63151280985813,6.79717437111293,6.4077154067405,6.78073611362975,6.46532509389856,6.37378081321343
"AES",6.69740259032163,7.31168315748347,6.34258201211935,5.93328874265993,7.8655596540329,6.71674010964306,7.02867332654842,6.14759292016426,6.72986167902878,6.70265766042506,6.35310831163909,6.76883966285711,7.03633907646951,6.99580124329538,8.03763068834705,8.07847747327918,7.29874795682818,7.30675901434219,7.92353262524588,7.65109894436102,8.31485469437405,8.05510527508942,7.8760409119995,7.55194334715548,7.39444038591101,7.87831925326145,7.74509076184477,7.24331586100917
"NOVA2",7.39857387223406,6.87982711130243,6.62400191824312,6.77787562922627,7.34431212155554,7.63022573752835,7.60462513161892,7.82435450628263,6.66549541098593,6.72408312364508,6.46230364198103,6.96844888734912,7.24447936600533,7.40200816065512,7.38544047096189,7.43369561384808,6.95043701561473,6.91378888992123,7.39296091375866,7.17377470367008,7.43191090123974,6.82940374016644,7.03130435912373,6.7949771574578,7.26056349828928,7.41983075676363,7.4750534385027,7.10377806631101
"SGTA",5.55434878107251,5.7024402265907,6.06185492900472,5.62732281479082,6.0982958412549,5.9114066992838,5.6062633460134,5.7761962508995,5.96368653347803,5.75168704774148,5.69252997439179,5.45035245721922,5.99196273459202,5.58810273889414,6.68065059948311,6.51169948736927,5.96774095834318,6.09099660366633,6.97458597420427,6.52627778117251,6.79772945445483,6.61515923879347,6.83330570683134,6.26301422705411,5.93388446469596,6.51607239866128,6.34206863691934,6.35916831586919
"LILRB1",2.58402438571883,3.20266590156998,1.92374021528789,2.49540594823162,-0.0200038003589116,3.40388296086974,2.54408689080751,1.65011242804011,3.57509593199982,2.99056522522681,2.33930795146818,2.12724298029425,1.95536443597956,2.15248093485499,2.61821108580584,1.44889735571878,2.75595321854584,3.08012758196619,1.88551177116659,3.91227797519903,-0.222008567922427,3.22087242737325,4.30469908500458,3.37820183195424,2.32848577100847,2.4925215710363,2.32893922040113,3.26672591041401
"MED25",4.6332062447673,4.79529600054294,5.18083310986699,3.97033815161168,4.1956674806109,4.5616589011799,4.7990229640875,4.54096613213988,5.42787386039943,5.02841730842218,4.66337877479737,4.5635760317536,4.41311101517465,5.22968756742011,5.49462210167923,5.64824724418948,4.98620000236253,5.32151197101809,5.68739203983831,5.45461909306388,5.12707641117488,5.9079896991368,5.26407164396972,5.47485095132398,5.19783031817816,5.46356336978174,5.43829696085441,5.5797873928283
"LILRA1",0.331349850031549,0.88077568343357,1.70601180317869,1.62497642212949,0.528560170061506,0.572837268929789,0.865429651333918,0.224421222907442,1.80339038708987,0.777500572799259,2.43110336523176,1.18346006019351,2.24403542527186,0.202790475704956,1.94638631547377,0.316842130931408,2.09890169576383,2.08347205054325,1.17979600942231,1.67217176495458,0.0748965790722457,2.1108706708265,2.54172809092823,3.18589956600716,1.52568517867405,1.60406994353605,0.888201473778552,1.84623280797613
"SNAPC2",2.7054325970731,2.46570662026465,2.49177568500464,2.06321168129222,2.34839073931542,3.10728269324765,2.97985319733165,2.49982073863005,2.73969667884529,2.3671180333978,2.09924823579417,2.0247308001571,3.00912054547035,3.14047125547689,3.31037640716645,2.73037653439648,2.97329531900684,3.32558185191928,3.33334622751463,3.3121228052769,4.4015301413596,3.18524037318211,2.88712938942324,3.58902270275822,3.50173490862085,3.57759203517226,2.62452543621527,3.41941347095842
"C19orf53",2.59977101899289,1.79148618352843,2.18958532873546,2.39888147398316,1.89676884233461,2.5788210532795,2.86236367033368,2.49982073863005,2.46999136768463,2.22248350026321,2.1720073464183,2.25349394724965,1.90897248554546,2.68037845142216,4.02238255829356,3.78091319827944,3.24107067247254,3.79341682135063,3.15962025303412,4.2290553266296,2.81325383507675,3.4583164395121,3.31007019593486,3.77886955324675,3.94722429798515,3.58519847753257,3.93007471582139,3.6968178425052
"TIMM44",3.92056939448071,4.6839587653801,4.13367956945273,3.79178872135672,4.00385124474448,4.09592269902387,4.45793888614081,4.1543049439315,4.62934224414947,4.40282060400715,4.08993230382848,4.01394331407278,3.98023657156079,4.360413246085,4.40418340219368,4.76879439659681,4.33365994848622,4.949636680642,4.88823114792736,5.92863942164975,4.88072959944913,4.95101081122303,5.30200601219746,5.63573810729695,3.92344332014304,4.68708723132695,4.32216129998564,4.62452416779147
"CCDC61",3.62983650737095,3.31369651252803,3.90256354795077,2.91738270592643,1.49121950063115,3.75861369499136,3.58525088521356,2.77825207292067,3.68988661041269,3.44634304260542,3.37572661133597,2.99362365198261,2.87073847854471,3.70748000680596,3.27150082489298,4.03580208959441,3.24803649949441,4.65977253566564,3.47608086537611,5.20354215759058,3.03635699866302,4.68370694528109,4.59060954012007,4.74798463753936,2.9628780279768,3.73631523685353,3.38118530972084,3.84200772119964
"IL27RA",2.30545430619662,3.08237249127047,2.01087511767808,1.99880641174875,2.79027030283152,2.92079750524801,2.51842316225429,2.38358349968694,2.80384780483472,2.22248350026321,1.81111040665169,2.09387509827874,2.82149549754709,3.31595683003213,3.79456635319274,2.69600191073113,3.08643564287033,1.82177326426602,2.48560613460968,2.34137322094213,1.72521904334431,1.86281130559487,0.853063534601256,2.00820161696825,3.03122762972145,2.1672240299211,3.5470410944664,2.81921767608792
"VRK3",4.67468533940019,4.58117169754299,5.24064267256609,4.52186514001916,4.26578042195925,4.52361086339172,4.91174408691274,4.68298084014688,5.01196317875237,4.6584718883405,4.80164771265123,4.73570812468169,4.7587757249171,4.91514891486022,4.66137698905463,4.89537797378938,4.68885436433395,5.45379744355715,4.93392261526669,5.31115795878443,4.68035618422652,5.11148581988919,5.17567268811188,5.28958759239161,4.66598692687077,4.79269709733892,4.67025326576398,4.53449186968687
"FAM32A",4.25979673994797,4.08862631309196,4.13852492597435,4.26547060314525,4.65351544087602,4.48848799688563,4.47137710215397,4.52733470167701,4.19345791431692,3.88320084001658,4.03247167649043,4.3540635965089,4.5403025827031,4.74490699472988,4.78613978216743,4.76465399510498,4.34019374513911,4.24819118969742,5.32883606628125,4.50933654653637,4.70765466010207,4.62285629898604,4.72556607998503,3.99845830918455,4.55041093891793,4.71855265005311,4.59268252051785,4.4344875972281
"PPP6R1",7.36614114384614,7.66156376966033,6.50522772179629,6.97279665083954,8.09231550736205,7.53828555696515,7.50114859662185,7.5488188376308,7.62168967042449,7.57200605843681,6.92913460961176,7.40752538970218,7.58229239190867,7.91357895746865,8.57135902496817,8.65200543196874,7.41472146667245,7.59161092273347,8.53879532919565,8.36835344095754,8.34819551374002,8.49996029067943,8.16994326867876,8.08114874803907,7.58057209315657,8.5924804225185,8.22070892717247,7.51736934062218
"C19orf44",3.00648350772397,3.05706158491339,3.95294439498567,2.98544058351026,3.12806714408998,2.5026308695594,2.68916266754448,3.01154255675351,3.41999612800188,2.78273634801626,3.3287623635534,3.08136534657728,3.03094669654473,3.02167565759592,3.20428558110603,4.02199255751383,3.19855427493457,4.20230311306711,4.94288978947624,3.64692544011844,3.28857774895891,4.65360242162762,4.36659398851963,3.84266300220462,3.33147783801356,2.89876318323544,2.72489101695673,3.23048332137186
"MED26",2.85726075889225,2.54066787885109,2.89827460515467,1.96549246958628,2.21297394516517,3.38702877926,2.41094380156071,2.52747349982205,3.10054980205231,2.38987441770792,2.92779235885575,2.95697620763001,2.60576939246671,2.81637301959569,2.79308896223414,3.60682441270674,2.31332242403233,2.9140758879255,3.2490966215035,2.44810838214523,2.75163690803583,3.13631925804075,3.20309856536413,3.15881550165204,3.15891792979818,2.50861104202805,3.06837120357121,3.49774009090938
"OLFM2",5.7039012256794,5.458461251528,5.24738689515403,5.55916951765224,7.10231794122355,5.47419741693183,5.59095501521177,5.84923503533289,6.18458106010782,5.11291276715286,6.15420947595093,5.91420746720403,6.45649342555301,5.76997932718212,7.01664496303038,6.95942409617126,5.90632256171941,5.56346150446918,7.95987766224988,5.73140844081991,6.33611412323384,6.5698223891873,7.29926171305856,7.10803755899461,5.84252657131006,7.16328679714341,6.88729909762477,5.83794150009095
"RASAL3",2.67602488491966,1.90932069860006,2.63580744732409,2.51856070760719,1.89676884233461,2.82393533905597,1.61158987442573,0.683603752065168,2.60214534024818,2.11732005837646,2.70071804777628,2.25349394724965,2.24403542527186,2.23246977486266,2.26937733069554,1.44889735571878,2.41585628802684,3.22902452478281,1.40415035718471,3.23471500433888,0.798246788280461,3.57304921974139,4.17232395212401,3.87075302439417,2.77633488238511,2.98178958245548,2.40005615586129,3.10598210511096
"AKAP8",4.4926850963346,4.49897084853818,4.60901997102919,4.52186514001916,3.91936403864085,4.12670691812922,4.68253143413253,3.66238380689783,4.26926219869825,4.52606605539953,4.49634141016923,4.42286222463502,4.38796180759649,4.23008535427272,4.29857554136544,4.7770397214803,3.97912298499494,5.11861789007544,4.02445192394222,5.05101318472731,4.51094952996673,4.4384149172574,4.47785539975404,5.015400985551,4.09558512194331,4.27695202808293,4.70226219886725,4.63842190452795
"ILVBL",3.54291048267514,4.20842041733164,4.66382351421456,4.2925887140152,3.52107351683083,3.62124069566421,3.56031533968925,3.69932325492942,4.43034212630218,4.01346967173372,3.71703861712946,3.86366170163549,3.68223042818645,4.39992196811469,4.97542608213786,4.79744919369041,4.70413160841755,4.62541083314002,4.90668174593931,4.46765370267063,4.58935895984841,4.738001465579,4.37209131724076,4.72662484737928,4.96285587717276,4.93044908284824,4.88380186382422,4.86217956045696
"ZNF419",3.80984909631553,3.62058352787635,3.26907875646677,4.22381304909981,3.40158456615544,3.64978169653331,3.57283698503653,4.16314645456937,3.52839388194212,3.51004915162765,4.071031911723,4.44948858858004,3.52192904911358,4.00944820284343,2.82923121004212,3.93623868825744,3.59802698531074,3.1521140244187,4.55555518253665,2.01081760220011,3.08713007814753,4.11139795750876,4.35553608712889,3.14047279414676,3.36717464752343,3.82250437390179,3.20372822382644,2.63740006969428
"SYDE1",2.2466567831869,3.97158732492439,3.15892967602392,2.88211066737364,4.95881054383361,1.76252429993011,2.49229462748226,2.11857116205095,3.78830663098499,3.72216873888198,3.87793174209096,2.34142253432218,2.91835599569153,3.10903036653921,3.65050204172099,3.21607745712973,2.1739723904275,2.46892227183639,3.31964187296559,3.82253578651405,3.38642270380976,3.57304921974139,3.95510643713046,2.79834411911062,2.26367142476676,3.35541308627898,3.55485376520987,3.21201478332255
"SLC1A6",2.63075786876713,3.56779637765925,1.38570339652355,2.34808423083748,3.46256574865784,3.8719730209812,2.90259938209661,3.50437247883996,3.33570926351665,2.78273634801626,1.50802527230269,3.18006316718453,3.40978834178305,4.02637724522904,4.1277144247675,3.9508896654358,4.03657401030065,3.14330971607564,4.78230602846513,3.29315673534394,4.59521756854593,2.73765996425714,2.85608111504741,2.94294951649769,5.042289949114,4.32317132763987,3.48296822110372,3.10598210511096
"POP4",3.22529330882043,2.16762888945248,3.73991787748937,3.17224049847097,2.69183228977721,2.92079750524801,3.07094334552594,3.67480234385993,3.91715635761484,3.37969333476159,3.17793481596165,3.41435836603845,3.40978834178305,3.48877224313024,3.60952482145742,3.48124602022465,3.49052902978543,3.96311488814908,4.27933419820639,4.07657342691933,1.68182970738072,3.83305940515164,2.61774101625651,3.3465463038877,2.87261940402092,4.22433986357996,3.49925518339021,3.49009604251258
"URI1",5.30102732172927,5.91811200108579,5.89722045295469,5.59228511969727,6.92408253018786,5.16873214598411,5.17665277309197,5.82993165426765,5.8486437776732,5.5964833645746,5.42122698769614,5.90702078300976,6.34765402558462,5.13660468556467,5.27963664050157,5.28178297922072,5.09451149990124,5.20576852770703,4.43996763179809,4.7157126407274,6.04222872336449,5.58923335392288,5.30488314030549,5.24306592436093,5.03120650387784,4.96875287007384,5.12592541088197,5.12904096211866
"PDCD5",3.45906784033288,3.27030418473633,3.18726534873317,3.53218660594014,1.70819776091693,3.13782800270035,3.71518694534872,3.05018498755243,2.60214534024818,3.98385950483717,3.71703861712946,3.51862778936316,3.25147920605411,3.52098319254726,2.53311991526952,2.96498569469717,3.56493756207023,3.45217414916103,2.50994632604682,2.72780317725339,2.52487496645132,2.05931479987242,2.26274576555299,2.99492294817307,2.99745756019307,2.33902191738306,2.94300046332974,3.27564606295846
"ANKRD27",5.43433914128068,5.66523403822417,5.60158530351358,5.43079555316984,5.72791302798025,5.46418838147443,5.80509390902596,5.64979369083696,5.71947436416012,5.69799074082947,5.19551325486111,5.64434078439758,5.68291326540805,5.66578882407961,5.44598781977894,5.71199220007015,5.69063129255523,6.26848668922244,5.96556516954882,6.43405715543314,6.29890419702741,5.98599487348213,6.11477835278844,6.49456637709275,5.44125003075687,5.70086267626354,5.6878369664523,5.42602963100768
"RPS16",5.40551178525446,5.60100859873524,5.87416561913221,5.79078123407092,6.58327911585808,5.09280984172539,4.94583848931092,5.101589672847,6.037250816161,5.33730730589572,5.5428145475787,5.12655935686637,6.41352248790052,5.43169319487058,7.06764799088679,6.00659429773451,5.94327187959926,5.41225805272963,6.28759290381666,5.81189896553966,6.47921192788598,5.78245421844708,6.27594424029636,5.48215291803359,6.13493552568802,6.48489773815872,5.83945606869702,5.88241614900104
"TIMM50",4.5983587314643,5.10415342190127,4.54841582379147,4.63742698703292,3.82961961793018,4.73816144149423,4.86159615591485,4.77813542192345,5.05213633513496,4.63960661502273,4.28297028874443,4.58774862256839,4.5017463033802,5.22236005197859,4.61036393327435,4.80149666809872,4.36283178266484,4.73787855166312,4.85060660395736,4.45917064268416,4.86626649084502,4.44345099526986,4.72126512169394,4.53630831988898,4.61493458747597,5.09666415253821,4.80737704238124,4.6590206651037
"FBL",3.88887727779451,3.87350271619553,4.48895286750637,3.97871094542826,4.84889899134123,3.46136870783487,3.65757140950245,3.34255394217506,4.42014530868282,3.62000393411485,4.0127980550799,3.67347232442991,4.52500349824815,3.93370285088857,5.11372163518759,4.05627165954199,4.07233422727677,4.47914386165357,4.23621688982791,4.47187660051685,4.96458952748703,4.41296740800959,4.36659398851963,4.34531917662428,4.63337564431568,4.5105942043889,4.71974278656863,4.50824224975894
"DYRK1B",4.02339471791049,4.48005003753994,3.94189971147981,3.45026506553692,4.1956674806109,3.75204700134449,4.41685647339944,4.31367375908995,4.39953288263229,3.72216873888198,3.52207330258159,4.1088701474929,4.21761459289853,4.45514526025046,5.02301288934473,5.132334820561,3.93232105983134,4.75531796062853,5.25515473714899,4.80209913041369,4.86141305340112,5.12721969907868,4.97714884425809,4.63132227196937,4.09025501164397,5.10990804869318,4.91448812371904,4.8078724005962
"GPI",7.51369960098399,7.46147732374245,7.04566472214204,7.52425818064891,6.8967228671937,8.13651261788239,8.21109512740585,7.84647926504494,7.62724070160978,7.70838418273914,7.0726289782209,7.37924034486378,7.23275579840106,8.14401039101438,7.89358819817651,7.72386071151038,8.19406742549565,8.28706901096989,7.54645408791335,8.20037861824595,8.00075536953893,7.63181517410921,7.790871645495,8.02819488638152,8.1336382041293,7.62931516715856,7.76121914657775,7.51924831804963
"AKT2",6.43200985500669,6.64944286280095,6.76931713326836,6.24579170904835,6.4005649228021,6.20019006491239,6.42697789158762,6.1957840888865,6.57991775666246,6.30788803664375,6.5988730425638,6.42920738455291,6.49036570926255,6.67103449845335,6.58480517590436,6.88031137415434,6.28975116939973,6.92859670222154,7.09712826205388,6.92699744368716,6.74336728782633,7.23794104699553,7.18600316561155,6.93791391055527,5.72535353225699,6.86125700029966,6.386525642753,6.47018137759652
"PLD3",6.93162264138557,6.53951200854265,5.26964262302161,6.06494377433218,6.5344077580391,7.12899288842053,7.11361307358216,6.80236163550283,5.79046042591014,6.45136744217075,5.68322553692759,6.49459222271086,6.24401299555117,7.20046861148045,7.75484876436547,7.42059763885733,7.42589889848323,7.33216127026794,7.44201300831657,7.64830314613512,7.03281334877563,6.80221840280336,6.55382451036369,7.13202640691114,8.16677438041812,7.6140590166608,7.9826367823061,7.19123225764036
"PRX",3.49319179425652,2.95112893825137,3.51246658760771,2.42362475436826,5.51410922953945,2.75991840812351,3.12295872184944,1.83851589046951,3.08772243731643,3.30981477102017,4.00285971474756,3.70696309818026,5.72368921183714,2.92868879335556,5.76101036754762,3.72234183001085,2.8505213488073,3.57511068273052,4.13029652708468,3.3675693875465,3.78531340305207,3.62716601944813,4.34997518963251,3.4838267912115,3.32695298705982,3.77007698805072,4.36278276370743,4.3693131925142
"PIAS4",4.01754484373607,4.67566741129685,5.18083310986699,4.12920385845604,4.12197231744019,3.76515063449639,4.15064700887681,3.73534045242962,4.57981760223095,3.96882336154196,4.37830304138383,3.76110924083326,4.23652297612882,4.29206155003551,4.7629700442628,4.91792385925141,3.65154340951439,4.92159076146724,4.91581930618554,5.02538416540649,5.38555247806808,5.09877399061991,5.36952126174643,4.92719978742584,3.90534675126595,4.61831723003535,4.78762106685929,4.65560789780015
"NUMBL",5.38521150389463,5.22271641922455,5.08870173088353,5.35563949378621,4.84889899134123,5.73616775124718,5.7756072831137,5.48680067838459,5.28628583489633,5.3255516988603,4.89595145415462,4.93258065453323,5.11610348120732,5.87651595090214,5.84725670547415,6.16577707348655,6.00830643767857,5.83489658456546,5.8343779475848,6.33669475804243,5.33393028234582,5.57094140006522,5.92772871122353,5.79226749041267,6.06872514490354,6.22006652160861,6.06819426218662,5.94944839989012
"EBI3",0.8356205151349,1.19110664040684,0.0265326980165272,1.58165935708839,-3.76194466597213,0.381887982213933,0.387047771095417,-0.687310352635626,1.92375781739333,1.14162397491475,1.32869034968044,0.347491789587652,0.0779265990689967,0.729308735483478,2.5762927517804,0.962537327061807,0.894089686154308,1.58222079544867,0.914010416564269,1.30654917449626,1.15624970113538,1.8324198883678,2.37651739021161,1.98782612903887,1.26687259965488,1.34204129491126,1.61201919725245,2.33005153696038
"CCDC94",3.37920339116926,3.03129867758514,3.55657829238359,2.91738270592643,2.69183228977721,2.92079750524801,2.90259938209661,2.49982073863005,3.86548653048169,3.02003947501005,2.57219985096375,3.3019617725479,3.80130971196683,3.2502247231163,4.1277144247675,3.78091319827944,3.58157713832759,3.87545281854319,3.78616541044829,4.27810853800859,3.55220862583939,3.9078379374034,4.44693225079095,4.24157497835005,3.46514092207491,4.37674820533962,4.20292605492032,4.3734739972119
"SHD",0.986984156845665,1.5223047166661,0.517963474667255,-0.315505734517557,-0.0200038003589116,0.892387902380765,0.140186595585784,1.54580126415978,0.365729578189413,0.70676151669119,1.32869034968044,1.18346006019351,1.53423664375757,0.280110167634838,1.97892593410538,1.22611617378563,0.0492376123819747,1.38720204461902,1.40415035718471,1.70123794866672,3.0704034760919,2.32247066066147,1.50088027698495,2.59783290992431,0.546671841482192,2.12610005291772,1.2379465500799,1.49548613424137
"TBCB",4.71861528524957,4.83306496228933,5.39236446710039,4.62147415950489,4.08366323366718,4.56914956145694,4.96020727844183,4.45717593598571,4.72770581999991,4.32229816835385,4.78434659436501,4.46261972859915,4.79749068429811,4.66788211147358,5.41064309244354,5.41190758115989,5.26559311913328,5.42865532946048,4.47129454281743,5.64802771016325,5.71102419701657,5.2729585453456,5.80303513604505,5.65039634880102,5.97712081068645,5.53009893853782,5.69492498598767,5.75903827754083
"FSD1",4.3180717934457,4.84789997216248,4.17671285402807,4.27909337449821,3.12806714408998,4.55412914534301,4.7990229640875,4.82902474055149,4.1134486395763,4.41950585930333,3.37572661133597,4.28181911878094,4.04602401872757,4.98031122652251,4.10578170705974,4.87631679309653,4.28368984790685,4.949636680642,4.37519614329556,5.3483826681941,4.89504915244268,4.82547100212569,4.5763926912701,5.1726020857519,4.1907980928456,4.5105942043889,4.82686613408972,3.74899234218033
"POLR2I",2.73425282150356,3.31369651252803,3.22420077409715,2.89985447846361,4.00385124474448,2.45490742333154,2.61844759329328,3.22924601318714,2.88022226526906,2.24761876964397,2.54506295101623,2.12724298029425,3.35892464181876,3.02167565759592,4.14215315860234,4.08975514196605,3.3025844551662,3.27004489391916,3.83515023349512,3.05498611882783,3.47805110223833,3.8253638736552,3.65487423448611,3.17692792124157,3.38904479185723,4.02063519736769,3.93606943384544,4.1048070367897
"CLIP3",7.74193411067787,6.81713148820071,6.38804945393667,7.00901316775292,6.76976582874547,8.056831963092,8.3737863480629,7.77185285403617,6.93535305651513,7.27777908953016,6.52440925917179,7.18495442686398,6.84323159639069,7.96716761390072,8.1699099798784,7.81777151242316,8.16100337072707,7.75403886540281,8.00392414810782,7.87647180441126,7.97177513106485,7.4014936926134,7.14404381654337,7.51904180236597,8.434776293081,7.80733324578054,8.03104959366518,8.05077596420821
"ZFR2",3.70455772675593,3.39675176174441,3.01879897455705,3.97871094542826,2.79027030283152,3.85980853297706,4.87176616303515,3.1778219033065,3.13836146395516,3.68584946565967,3.19549350971788,3.31649962841672,3.28819068539397,4.22030974478996,3.47910980834986,4.84135887812511,4.51784451526219,5.46620607837038,4.16136124809234,5.2287147233546,3.8257411215681,3.93669680719123,3.67280327325797,5.43024558642441,3.94131570235917,4.24369427969449,4.09454196636661,3.96842168950398
"SLC1A5",3.17362279595815,3.31369651252803,2.49177568500464,3.36341017949366,1.23573094690897,3.59212364978275,2.29480812228653,0.683603752065168,4.64255904028591,2.53984703427539,2.96921318325822,2.34142253432218,2.16727953365605,1.54851065431532,3.50168086559168,1.81198561966149,3.36158231535751,2.95490106306209,2.94432212059867,1.75767039048558,1.27779888416948,2.46795932838473,3.45179994725455,2.89997912797311,3.76855277756533,2.37457210475896,2.85714522809851,3.92938759379703
"PRKD2",4.03502378295989,3.93036482327389,4.44660234209894,3.47414971511596,5.2630136404126,4.03772012236838,4.37456981531962,4.24037242374365,4.50942159713023,4.33408020818071,4.05188061962445,3.80300898674567,4.59992636818948,4.02075627454566,5.45179532921701,4.74797253041226,4.31055577978781,4.8064059220216,5.23339277072958,4.7818332143966,4.87110365534371,4.84082010005121,4.68638791423015,5.0329094350647,4.10618662675402,4.7116194021032,4.71277594749739,4.8382950586203
