SYMBOL,metap,metafc,idx,k_valid,FDR
TAC1,5.046598757529991e-17,-1.5293662503915832,-24.924083653908937,3,4.42979224272077e-16
CERS1,3.0738473691744102e-27,0.9313839526579828,24.69314725452149,3,4.856678843295568e-25
PPEF1,4.2347603381591256e-18,-1.267538889265626,-22.021170079072878,3,5.352737067433135e-17
GYPC,1.7212742767111482e-26,0.7792324353938255,20.07626128913384,3,1.359806678601807e-24
ADCYAP1,4.912937441914581e-16,-1.305475251187566,-19.9850751476898,3,3.4499738481000167e-15
FOXJ1,2.8457913142535293e-12,1.7268488047302575,19.937845663610094,4,9.176225054123626e-12
HSPB1,2.3833750684590856e-19,1.0672908017704965,19.875951263106213,4,3.765732608165356e-18
CHML,5.603133324454884e-26,-0.7575317512525283,-19.12886531942339,4,3.5411802610554866e-24
TGFB1,3.147121209169116e-24,0.8112363864615157,19.065747751079,3,1.6574838368290676e-22
MAS1,7.285918957640143e-13,-1.5091999700071526,-18.317938275752205,4,2.708647518369747e-12
CD37,5.022639583611036e-23,0.7934343944907809,17.692847504373713,3,1.7635045649123195e-21
MT1F,1.548479364270067e-16,1.1035480638330892,17.447199260428135,3,1.223298697773353e-15
SELPLG,3.9311128150852607e-23,0.7693697205373978,17.238101342589708,3,1.552789561958678e-21
CDH23,9.23301583319504e-20,0.9025090278319534,17.178949260450423,3,1.5355963175208594e-18
GAREM2,2.6691152022328166e-16,1.086087967287919,16.914335061941614,3,1.9614893114083025e-15
LYRM9,2.842692805890547e-17,-1.016205522835587,-16.814411027036037,3,2.64203213723945e-16
LRP5,5.670306568138446e-21,0.8194548683571689,16.59100568756216,3,1.1945445836878325e-19
ASAH2B,2.8250821483769025e-21,-0.8027901669248013,-16.49651018873528,3,7.439382990725843e-20
ADAMTS2,5.5113184227933715e-18,0.9030011986960371,15.584666968223274,4,6.450283783713724e-17
ZWILCH,4.4549168180946235e-21,-0.7651581278301863,-15.571855791347394,3,1.0055383675127866e-19
AIFM3,1.2145847385063426e-18,0.8664325610340184,15.52263508645786,3,1.7445853516727467e-17
FZD9,6.887169843525006e-20,0.8039211882997117,15.404705015687366,3,1.209080928085501e-18
TRIP10,1.094402678259864e-15,1.0188964921511237,15.243529924414599,3,7.057780537349327e-15
FGF9,5.309818606213308e-14,-1.1414382104197807,-15.152501287834614,3,2.621722936817821e-13
TCEAL7,4.0654505507216928e-22,-0.7083137781813552,-15.151463047424945,3,1.1678930672982317e-20
PCYOX1L,2.0002625175508651e-16,-0.954896054329987,-14.99083008394426,3,1.5416657452343253e-15
ID3,5.610018063134233e-20,0.773639208821058,14.893356059189248,3,1.042803357617893e-18
SMOX,3.497819131038117e-21,0.7275425261685766,14.882757352698736,3,8.502391118523422e-20
MDGA1,2.290689716055178e-16,0.9399635545663577,14.701061702068088,3,1.7234713101748482e-15
WFIKKN1,5.534823544396703e-16,0.9551863765892137,14.573179418664694,3,3.802183130498604e-15
NEUROD6,3.9702154306942543e-13,-1.1726657906066311,-14.54244649958578,5,1.6727841014658456e-12
ALOX15B,3.186882221499104e-12,1.2574252615505808,14.456157997517563,3,1.007054781993717e-11
PCSK1,1.8964929403969136e-10,-1.4869169829947566,-14.455879425019063,3,4.133046683899481e-10
PRELP,3.845526714109815e-18,0.8256086803833691,14.378011633816556,4,5.179558221158104e-17
KANK2,9.036667017114134e-17,0.882254710357814,14.154887268173772,3,7.514702045810701e-16
SOWAHB,6.438537990840438e-13,-1.1452172639537104,-13.961587295392281,3,2.451298801332022e-12
PRKX,1.0017773227651e-15,0.9294805838192677,13.941491945264795,3,6.735353914761098e-15
SLC6A12,5.36714067007843e-15,0.9702582256292127,13.845834257363013,3,3.140771206934785e-14
NEAT1,1.9948406386587772e-13,1.0870074646490304,13.805094580683527,3,8.878445659382727e-13
SMO,5.2246473046391875e-18,0.7969670688759893,13.773139474515819,3,6.349955954869167e-17
SLFN5,4.2422616814550603e-19,-0.7429425622606673,-13.649639822253315,3,6.383593768284757e-18
APLN,1.2679212806038243e-14,0.9784466334985762,13.59738256387493,3,6.790900418149296e-14
RPH3A,1.8774074715297085e-13,-1.0670241189243352,-13.579419983873828,4,8.475153728619826e-13
