"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030662","coated vesicle membrane","17/612","207/19979",0.0821256038647343,2.68102522812668,4.32170025979418,0.000226812740532154,0.00275415470646187,0.00275415470646187,"GAD2/ATP6V1A/KIAA0319/ATP6V1H/SLC17A7/SYT1/GAD1/NCALD/NECAP1/ATP6V1B2/SLC32A1/NRGN/AP1S1/ATP6V1G2/GRIA1/RAB3A/SH3GL2",17
"GO:0043198","dendritic shaft","7/612","42/19979",0.166666666666667,5.44090413943355,5.12137619683962,0.000259612360568189,0.00310317899741664,0.00310317899741664,"NEGR1/EPHA4/HTR2A/NSF/GRM7/HCN1/GRIA1",7
"GO:0000221","vacuolar proton-transporting V-type ATPase, V1 domain","4/612","12/19979",0.333333333333333,10.8818082788671,6.08683006317387,0.000354680849715872,0.00411107348534306,0.00411107348534306,"ATP6V1A/ATP6V1H/ATP6V1B2/ATP6V1G2",4
"GO:0033180","proton-transporting V-type ATPase, V1 domain","4/612","12/19979",0.333333333333333,10.8818082788671,6.08683006317387,0.000354680849715872,0.00411107348534306,0.00411107348534306,"ATP6V1A/ATP6V1H/ATP6V1B2/ATP6V1G2",4
"GO:0005891","voltage-gated calcium channel complex","7/612","45/19979",0.155555555555556,5.07817719680465,4.86850545623182,0.000403381853676656,0.00460577788153197,0.00460577788153197,"CACNA2D3/CACNA1B/CACNB2/CACNA1E/CACNG8/CACNB4/CACNG3",7
"GO:0033178","proton-transporting two-sector ATPase complex, catalytic domain","4/612","13/19979",0.307692307692308,10.0447461035696,5.79886585280465,0.000499943307576944,0.00562436221024062,0.00562436221024062,"ATP6V1A/ATP6V1H/ATP6V1B2/ATP6V1G2",4
"GO:0001518","voltage-gated sodium channel complex","4/612","14/19979",0.285714285714286,9.32726423902895,5.54054192597359,0.000683033954529616,0.00735945035514304,0.00735945035514304,"SCN2A/SCN2B/SCN3B/SCN8A",4
"GO:0097470","ribbon synapse","4/612","14/19979",0.285714285714286,9.32726423902895,5.54054192597359,0.000683033954529616,0.00735945035514304,0.00735945035514304,"PACSIN1/CACNB2/SNAP25/SH3GL2",4
"GO:0098831","presynaptic active zone cytoplasmic component","4/612","14/19979",0.285714285714286,9.32726423902895,5.54054192597359,0.000683033954529616,0.00735945035514304,0.00735945035514304,"PCLO/GUCY1B1/STXBP1/ERC2",4
"GO:0034706","sodium channel complex","5/612","24/19979",0.208333333333333,6.80113017429194,5.05490391600445,0.000695274589545924,0.00738729251392544,0.00738729251392544,"SCN2A/SCN2B/SCN3B/SCN8A/GRIK2",5
