"","01.CA1","02.CA1","04.CA1","05.CA1","06.CA1","07.CA1","08.CA1","09.CA1","10.CA1","11.CA1","12.CA1","13.CA1","15.CA1","16.CA1","17.CA1","18.CA1","19.CA1","20.CA1","21.CA1","22.CA1","23.CA1","24.CA1","25.CA1","26.CA1","27.CA1","28.CA1"
"RANBP3",5.05526641379737,5.2665961872068,5.23470971798118,5.4541604006496,5.16461565008766,5.31310351109076,5.44078952765235,5.41163822835034,5.26426744455676,5.15900197826264,4.7992729976389,5.37408357779275,6.12902262110584,6.0826930978063,5.52127582852691,5.67722667286603,5.55278358481805,6.11235423150589,5.53405383101786,5.8961785601494,6.25883145430395,5.95929583551699,5.17663622406121,5.76255122172321,5.86105420129654,6.19477377043704
"ARID4A",5.6374792727234,5.11130851658393,5.88812806347898,5.93891538493655,5.98202963613896,6.02408643359528,5.23933419465816,5.59978681080174,5.86116681388066,5.81348133719167,5.99582650065571,5.38326671956008,4.28022235185332,5.08219802799222,5.06327247786184,5.66445844763662,5.58141276975234,5.18518197056773,6.36193331087012,5.67238854165001,5.39134874905988,5.87514084318825,4.58274752563752,4.83152595630345,4.87314291468406,4.99804909525083
"TSSC1",3.55373549174921,4.04623849896781,4.10706901534491,3.60233736405247,3.79375006351504,4.09042313775034,4.44316037059271,4.04808763467469,4.00549621982783,4.03928596687149,4.08739679394583,4.35494662165764,4.32445572695424,4.01515138886537,4.0695690520143,4.14203423324998,4.60146419804721,4.13951175842148,4.19089185920078,4.35201483484255,4.32804848220399,3.81676925226174,3.79811985769232,3.98357511285099,4.21929842265062,4.33598184375901
"PNPLA6",6.15074390875965,7.23197114162093,6.68569601408482,6.06134518820836,6.55039001048607,6.3560934035957,6.49361188287914,6.95340840862497,6.80113923793169,6.44455379400637,6.09963320723264,6.72071685033541,7.43897235922392,7.59849452065723,6.94574788870691,7.09788001115098,7.32047793750612,7.18928475369662,6.45255526853521,7.17079691134592,7.40972240654866,6.99925806532555,6.90188828774204,7.17321954900048,7.54824452796552,7.19149282404229
"IFT88",3.90704682506414,4.87223854408225,4.4165102217846,5.49335671823561,3.58793355348887,4.36637315867283,3.55008880565556,4.28592380561306,4.15747405032888,4.5311627187735,4.24997842099632,4.39181331655108,3.60532950055737,3.18063949689921,3.53032932491817,3.46500825861526,3.01990567946191,3.54241033179069,3.97766966457303,2.6389141513256,3.22323931435375,3.94901977154661,3.80937728788882,3.50790220110926,3.54177358821363,3.4994894891395
"ALG1",2.84419486906216,3.28826660401197,2.89794054625649,3.32660226872187,2.21701266178539,3.69474923086631,3.79176695520015,3.74554212224479,3.26458412835767,3.12548065786783,3.35197806732148,3.03434907010044,3.20668058140151,3.35097554652818,3.28669495072646,3.53214447151255,3.67978747099288,3.4760261243716,2.76872406700439,2.79890921289227,3.26822194715764,3.6095062475818,3.20554025789734,3.41206569846816,3.41031600115329,3.54057283937328
"ZCCHC8",3.99007682166864,4.41337054413731,4.26648132119889,3.41090402344792,3.97966318656078,4.2491460715504,4.12771478772932,4.04808763467469,4.16852750319953,4.21034855150033,4.33436670930589,3.89740246456302,3.3233762617898,3.8258270580344,3.66829557604173,4.24281764755829,3.67012665423207,4.72681223488914,4.54114358760013,4.3593686161513,4.21004600054063,4.27954400632527,3.42998703854075,3.34976019138528,3.5343636350778,3.47426592635731
"ABCF2",4.96236363843825,4.93726724974423,5.20876427464265,4.73520486998694,4.8800016105498,5.22986854512034,4.995481812805,4.90921631987358,5.21180393476302,4.75877925194892,4.90069251769081,4.85925935541819,4.96271529977958,5.14531907617682,5.19726367115736,5.18155221226056,4.86971160670855,5.642517316561,4.44053541845833,4.24492071328375,5.15632000626248,5.2920627254204,5.38943058391811,5.23420716329896,5.18374980545219,4.96523158423492
"CHPF2",4.79079465884697,5.28033267081861,5.45880917403496,5.0299439899056,4.73941815131854,5.43166158894324,5.12034077000263,5.37774854348248,5.42729477906001,5.076932916042,4.76225627690063,5.46914752214921,5.63453641770183,6.0664772775647,5.71246474740183,6.23441596480476,5.2625964219543,5.46906272446198,2.76872406700439,5.43201611749574,5.80915850285926,5.85382347828686,4.72625895251406,5.5538613504616,5.39895300919234,5.71888617871323
"LRRC7",8.04253673198011,7.22132897580797,7.43962792116668,6.62167361828437,8.43629197893105,8.24552831939325,8.70332420027308,7.22681240179695,7.59586758710696,7.37531616681238,8.37472018675449,7.48812091012987,6.28585851404811,6.82307763720352,7.61956049570119,7.98090304826572,7.26540160608173,8.09667444551189,7.48011891973002,7.21605568915545,7.23285096508448,7.73303168327906,7.24018106647439,7.92833664496875,7.59574015037522,7.64438563211551
"FUT8",6.07922362464724,6.69428194101549,6.34984331892467,6.98695672504695,5.77482472032658,6.7488381052475,6.44314879324012,6.52064418060134,6.22239603406755,6.2080041021515,6.31463775477746,6.48229902635288,5.82252251951869,5.86088993481008,5.80898477771459,5.89326410565815,6.05216077085535,6.31962605546629,6.65470946703255,6.18812629973117,5.82178667273926,6.15955579112439,6.30365646235969,5.76702807523954,5.96392325858067,5.44798895322944
"UBA6",5.93299691833382,6.17254378088589,6.51320665988718,5.67479685228311,6.4500938112643,6.55252873482872,6.31547012158397,5.57008374141456,6.53259731203219,6.42098647857667,6.54594903358074,6.15244681492488,4.85482375015335,5.04129728912551,5.68230806628345,5.46291563882664,4.99494870066735,5.31047677248134,5.70860721276545,5.05107995253987,4.13916650541197,5.91685326547972,6.08661287055248,5.34615309554076,5.23493128801074,4.91924228458511
"GAB2",7.55506034029201,8.3034595508738,8.35270833132141,10.5145476357465,7.13465958325165,8.19033501995159,6.80328918473711,8.08749106760764,7.51211160860301,8.63846534666747,7.19142192853226,8.67426593130608,8.64180081065511,8.44398165556334,7.42322255856598,7.57413117317379,7.58494811498066,8.26830553939603,8.7384793032368,8.40482469032814,8.78095785951014,8.47468849108651,7.71800274468785,7.58470109488352,7.62219458411698,7.49406163557623
"ATP6V0A1",7.78946611417343,7.50584616717324,7.37527104269918,7.44990760963827,8.1754867630499,7.89365230873001,8.19917000663291,7.48602555677576,8.06673952412587,7.45483416406841,7.71177662874529,7.80239475063019,8.08631814889533,7.79213009141146,7.92215760299468,8.06386694255958,8.07086416391726,7.78810257648363,7.80243840800726,7.92554779892414,7.93992190426783,7.41004284837181,7.89040163875179,7.35072831017895,8.16396427334714,8.21385984132999
"PIAS1",5.96892088139075,5.46808085781428,5.66095769198499,5.49335671823561,6.30217930523118,5.90839805302956,6.43782629465483,5.46640981635063,5.92610847055324,5.61176033802236,6.22054900208146,5.48629513188119,5.20167567194016,5.39947753481405,5.87115070663604,5.63640009155335,5.07400267927324,5.77818126904489,4.95992855520505,5.3568558737521,4.96920508543116,5.20334858732313,5.78259114148205,5.83683050418266,5.58976157954627,5.55010019476543
"SLC4A7",7.03805788579108,6.39928538093537,5.67996777006793,6.10628525980888,8.98965288575022,6.21051554804792,7.07076191145707,6.70731335662242,6.50996280348639,5.92937448790216,6.89703570208547,6.99481557111799,6.09841495696226,7.05855219248986,6.78280460487877,5.95048234070953,6.80992509093045,6.14369811465705,6.82402166157574,6.30126919091727,5.81674866140748,5.21613366679215,5.82826938124119,6.30028164376297,5.99799253462868,6.7585222398995
"APBA2",7.04842674765481,6.36101434500886,7.00176884679232,6.23904787814557,7.04997336772112,7.3049579941853,7.41933950667075,6.59381196567288,7.11647537341419,6.28486981328266,7.17126623469854,6.51469488721309,7.13362344286935,6.94339557376196,6.80710189182219,7.3565616290132,6.70265752064604,7.79900538686297,6.46028462446764,7.52564079533769,6.97806197504085,7.02400832379958,6.97118758088826,7.7652350406339,7.53345320252803,7.12686680799928
"MAP2K3",1.38904290163442,0.935699939732009,3.00519353557377,2.20137386672099,3.34779005121359,2.32891647353785,2.08301338378649,3.57657728495085,3.04226207175992,2.44204209299221,2.0451117713688,2.64401834496135,3.31086653715205,3.40356038725373,3.12909622167416,2.97938766701425,3.16453427085605,2.9291549918869,3.01251050160671,3.01918441663369,3.19245231023999,2.60825848320975,2.72457538367425,2.26173201766586,2.5209091507599,3.95339441191113
"TMSB10",6.1662992936912,4.7326666479236,4.64375663939281,5.34053347273267,5.10988490611718,5.12371364657313,4.91093505723954,4.56222813565251,5.15458349599759,4.41507843330478,4.73862904500746,5.23897613817806,6.69976635933198,6.68252497853341,6.3506626246086,6.2213984352601,5.05185436900715,5.93096057195638,5.58679057041204,4.86728557454135,5.10764757080592,6.00144886743801,6.3091191117507,6.68165651811441,6.12181675116796,6.80309856174932
"ASTE1",2.59821311507284,2.20586495154971,2.44368482293012,2.68038389563649,1.80934541144289,2.03408218591922,0.436292060228926,1.60226307370113,1.94328919260405,2.65095762324236,2.79667039072498,1.70014902160869,1.36608128987625,0.665842622755668,1.95847682686215,1.78783395082466,1.19861138685466,2.39472409240254,0.965969389228441,1.47756085483139,1.28544726014877,2.63706675051208,1.55184006088337,2.26173201766586,2.29400387262048,2.19528854347509
"RNF19A",6.09431463877324,6.36746376960582,6.81907179251191,6.49704164362415,6.75871566036394,5.94944670104856,5.45139323896119,6.13077829122621,5.97729359932528,6.41304437071267,6.06205161480813,6.38812652105459,6.06341991198162,5.98038390806123,6.41468055371572,5.92751042989457,6.76978058810991,6.63997021907849,7.01105055340382,6.54486417149926,5.92605468822444,5.68245871182137,6.97993192889643,5.88430700910466,5.54252719647761,6.62641456996062
"PEX3",3.61082123500247,3.9232215964813,3.69134946449112,3.09139635424437,3.18586563206598,4.10087166980783,3.3829054086068,3.13766627645104,3.62706038275194,3.70650122748278,3.85224069773703,3.20977459713941,3.03477338016635,3.19562798178615,3.60318290831403,3.81233398033089,2.06240507666636,4.01412255844046,3.33748859793625,2.7096665491937,2.67381430087341,3.70783244426539,3.47663123247877,3.52209716562444,3.03309272572819,3.27444603403921
"GABARAPL2",6.22232399963645,5.37725873778779,5.87168678606699,6.25053268791597,6.37582393829035,6.09374659826548,6.29795128631421,5.08051691183592,5.90973340335216,5.89100623765783,6.05250123282511,5.58775965386609,5.59122632535478,5.235106396435,6.05768563381335,5.77945043058104,5.01416773749033,5.6515684772417,5.67357326434431,5.63349021465525,5.21876303612544,5.71434925219715,6.30365646235969,5.82685893765014,5.62855564738227,5.50929112034345
"SH3YL1",4.68511546265111,5.03773445598606,4.70866976865807,4.61595762208993,4.32909301808537,4.90565011585552,5.21464884967619,4.28592380561306,4.92617519856978,4.48341848263173,4.96319083789117,4.53052454974816,3.68504203912848,4.2841518789674,4.29521292157551,4.66648904097079,4.45162548174306,4.21878613068346,3.99196018499603,4.3955855545518,4.0126993868057,4.42705051521617,4.36543663631595,4.655986986863,4.41356151062969,3.95946653991616
"FAM136A",2.01470210432174,2.82144188832681,2.98786264321805,2.46066860956271,3.29269186995083,2.71634158956491,3.41214958243853,3.13766627645104,2.34513098353044,2.60707619479525,3.16609796135782,2.66425020148775,2.78635115184718,2.61627913250116,3.1229152631335,2.86499905469403,2.75332311095672,2.16118034028211,2.47519482951378,2.94291884925161,2.55782543901116,2.19561987659804,3.27214653935744,2.99007560354727,2.66358786512899,2.58910800186414
"VCL",5.64944899449393,5.30294010185619,5.38128619816154,5.6576458701114,6.41934339550997,5.09786533342862,5.26760986503963,5.20169083565339,5.83538963113789,5.87721713731079,5.78363308835956,6.52993511762423,5.61686002818589,5.67553158016644,5.59345943128118,5.41035268910922,4.43460803960386,5.79052539548519,5.28989546664295,5.03739137160937,4.46958634669724,5.30408847813178,5.59449027874447,5.52595772226838,5.49750950296622,5.88441100274118
"DAPK2",3.50186258778525,5.20070436757298,4.13882234549834,2.46066860956271,3.23540558307183,4.70795343462311,1.88864676944239,3.51555228281184,3.73509642957954,4.54285591834492,2.90252573017221,3.6560979463091,3.19311195794819,3.0215114587243,3.30864501917986,3.75727781010951,3.63082316752719,4.38357614193738,4.25154089728903,3.58115594921156,3.77365192014276,5.06532207857577,4.10720774005193,3.1540080684923,3.27459036461466,2.82021690697144
"NSMAF",4.86599813883082,4.59288448424333,5.26019678941367,3.86395678879693,5.31965284323938,4.73838732355241,4.63521310296012,4.3915909842132,5.17938494531083,4.64403688010165,5.3063206057439,4.4743397616573,3.85838102501261,4.18999240179205,4.57649575628211,4.2934534624792,3.79093628648392,4.92146731640428,3.60255276171835,3.67843849128143,3.74211050857943,4.52277927544035,4.55459235742517,4.69096156750439,4.41356151062969,4.28370341773667
"ADSS",4.87767508013953,4.78499561917093,4.59308020161813,4.91916501892169,4.41759612751328,5.0146594942243,4.90065460633158,4.42516079352072,5.21180393476302,4.43403997048905,4.83536365351104,4.65200447861998,4.17371511063403,3.99815375576747,4.31432500094651,4.39484899218984,3.95904231355806,3.9421799054684,4.52157541930336,3.88616738551136,3.84467271969325,4.44073212836292,4.69169713278544,4.45239029984165,4.457319377051,4.01882228123547
"TIMP2",6.92935078848014,7.5097385548602,7.55297411372866,7.536896166445,6.7789038536834,7.089061105275,6.58793181425838,7.00241811030733,7.45118356877851,6.82817770900562,6.82032575591788,7.52385192418839,7.12203422699637,7.47262746800616,7.34970026217576,6.89513189370147,7.71102327889562,7.1877300489759,7.3899174737103,7.79876007727813,8.08159380552169,7.33656822522126,7.86803284809325,6.78091445993549,6.96033525780667,7.44567651008064
"RFC1",5.48742198227889,5.2665961872068,5.35786776088397,5.78156794089219,5.53080500164796,5.68530005912474,5.4301073023515,5.10833764891234,5.62480904143142,5.46890627010768,5.44709036249475,5.28543208499135,5.01377883066978,4.86968823070881,5.1705438573143,4.90226597690032,4.73256054975587,5.07512492797901,5.89123663396518,5.07360952850864,4.96920508543116,5.51537293401783,5.5615810799781,5.25984548697934,5.33641646788262,4.88136526162382
"TBC1D23",4.81528892127343,5.27576835982867,5.0838266182334,5.26326915773754,5.15177159693141,4.8101854976227,5.33405683465722,4.49004416183907,4.91309065552178,4.9243753565011,5.03865651659953,4.75464051840776,4.02847163441037,4.00667760514142,4.33318720003163,4.18438928712743,3.82616110557156,4.25486908011638,4.43007768962661,3.9063898807577,3.77365192014276,3.91020845279083,4.69017549869116,4.36452672281074,4.10389719967545,3.94117294330454
"CUL3",5.55806480359999,4.87827286512502,5.59952685410092,5.66624684773884,5.91215710935159,5.54886431485817,5.88335034439641,4.90128651625717,5.59439445164015,5.54064349824444,5.7077853619893,5.2117424172912,4.87195674347499,4.65874062170059,4.99214943515411,4.86554958859412,4.86548498172178,4.50839358781077,5.37413796379767,4.88777259611045,4.57479258832621,4.58324229829257,5.24559548839171,5.24280399537749,4.95589918774935,5.33342800030386
"MYOM2",4.12356209230853,3.6685261405271,2.5180093600512,4.36437375044087,4.90164444122125,3.83278323187272,4.17965674019338,4.15865737402904,3.69743407255168,3.69606647764365,3.62368522162085,3.43842776054556,4.59594271887153,5.09823908041645,3.94196524463924,4.1358807115834,4.59126249171017,5.08406686487926,3.82639326375631,4.07666678327253,4.36302892912814,4.03811647753457,3.12223133403737,4.75846548526893,4.66836175844447,4.68647664410084
"CYP46A1",6.3057267742111,5.75060012772721,5.57652353199108,6.2675902760281,5.49464148893242,6.24860388274471,6.82383744870497,5.95040213835722,5.68762667478961,5.15138395621749,6.37258445817614,6.50210473768574,6.99876581677509,6.84344395054784,6.1349669886223,6.72212396350769,7.23459847732774,5.54226410838161,6.31154845817499,6.92411319635271,6.30633340607447,6.06819615277859,5.67823425460184,7.00401607477027,7.20747704847581,6.53991108013397
"ZZZ3",5.73378257023468,6.19930247896043,6.42581433653502,7.22678301826097,5.55246679970373,5.95377628796548,5.39024819466728,6.03980003456724,5.55492534021178,6.10922354497428,6.12900915102868,6.62976392318166,5.21851692584263,5.32985739269185,5.04049885818268,5.11428874027307,5.00266706592929,5.38834258883006,5.46913657204341,5.0419686782096,5.54547688425567,5.39122171923288,4.96014004321544,4.75546468458836,4.98608808755054,4.78207933349632
"USP2",4.08378930746229,4.27385588702588,4.0244865165384,3.41090402344792,5.40005613913071,4.36203623010123,4.23798270937179,4.41405742359564,4.68962494167576,4.37639093065343,3.8345180660207,3.88883074783854,4.26084199098759,4.52272601318769,4.89030000278639,4.40511913089211,4.72324785808155,5.40627868159357,4.78221819551363,3.9750164487287,4.48871843309669,4.82775999438258,4.54283742860345,4.4961924131856,4.76333229523127,5.31223206478472
"TUBG2",6.19808044587969,6.41389862885373,5.88344964370858,6.02836585535948,5.65432994757619,6.234438334668,5.76932310268741,5.91145366835569,5.93746142404329,5.6006146015073,5.97170767072516,6.20863026052146,6.24698812636807,7.00105646736096,6.42978145074368,6.98002335917767,6.67273334040572,6.66625825393041,6.57626469388937,6.47887711039968,6.62728181288422,6.7401701708876,6.02517768327841,6.78459899814308,7.01059905842016,6.17534050691534
"FLT4",1.62901752318539,3.99161833552751,2.82173601905764,4.42644658835539,2.79456706799752,2.29291647314985,2.37800552271908,4.15865737402904,3.13534069200051,3.25907745534303,2.74068004653621,3.29008686048683,5.14289866688945,4.48051326956323,2.35637030546875,1.21771857136825,3.07950795508861,3.09757574028956,2.39142882828207,4.06771617476138,3.06228108841829,2.79026482537483,2.18244464724799,2.39110657966087,3.56377779469904,3.32235079529401
"NSUN2",5.72734343539129,5.63061533659405,5.02556920288169,4.94766737915946,5.20496467066345,5.97948444822142,4.42175170831053,5.54993641398504,5.00228419131257,4.8697142595336,5.70046586381315,4.89394022990026,4.26084199098759,4.03195108797288,4.53287249080695,6.08272491888212,4.26527866032487,5.37929022297176,5.46913657204341,4.10319017309442,4.24046374290445,5.97724423438511,5.02313784733412,4.52114266111175,4.42161683992512,4.78550134134631
"FBXO42",5.11321317992767,5.40678154125338,5.2887839774713,4.57999476838374,5.64152417798801,5.4066124995182,5.61438797343583,4.92494635392562,5.44331113531503,5.29658862400291,5.58596881871239,5.5255309753303,5.15694553160857,5.28150453290708,5.51656848010761,5.21404334686096,4.80497402058521,5.29515658429078,4.49171633016896,4.71510166281081,4.92306806893622,5.08984213715887,5.34370620771669,5.34615309554076,5.30627838214466,5.32404600877471
"MFAP3",3.59676016329343,4.40503519091891,3.53308133529955,4.68530075380546,4.1339184473225,4.15200852010089,3.88857875471326,4.92494635392562,4.26951556547032,4.28882977767162,3.23526523702656,4.48575312977944,3.97397289611874,2.68161551918406,3.72652530464622,2.51281084470227,4.24589904912366,3.60587383528806,2.55436293814413,3.99403903326809,3.16099396128369,2.29537708517033,3.55228633036404,3.38901530464963,4.07864789505419,2.63535547812684
"MRI1",2.96952164122578,4.17926986765062,3.76441550151244,4.00624681671937,2.9687113044693,3.22620248810822,3.03364742223747,3.61587215450367,3.07787396824162,3.17140132555289,2.85056871258791,3.1959435517165,3.63574015609332,4.24145588376933,3.82880047787997,3.95896326402625,3.42794650920999,4.29393042847726,3.17163017056891,3.59368110379049,3.75270111807501,4.50465611307198,3.53204343650982,3.65040911721078,4.02149315018153,4.22945913789175
"METTL1",1.2158741683134,1.53350767774088,1.05988058186945,1.12722373298692,0.786222875556938,1.03743418373178,1.27571790101819,1.9485018206743,-0.16014049832698,0.47361398401143,0.804535019899881,0.386579733402506,1.50434706495416,1.34107792141546,1.06432002495507,1.21771857136825,1.57503004475888,1.21693235415035,0.0177887241958547,0.710899731371347,1.55115749622713,1.02799437994439,1.28779259772982,1.80823232690683,1.61098108895429,0.654645557336759
"AGA",1.92751125493897,2.20586495154971,2.100918911845,-0.566751494906283,1.45515262542855,2.51230130566943,1.21062927380448,1.34600167355787,2.38358411682563,2.36509285546608,2.66247692500125,1.57749870897129,2.48606751987695,1.75942217955824,2.87333366627398,1.26359412735168,1.39906264071739,1.73121234475221,1.93934460862343,0.40462760019499,0.537728437313449,2.80726364294122,3.30433092912182,1.91965795131213,1.7958654255324,2.50857357466567
"PI4K2B",2.13633969795597,0.840007706311636,2.3106113306874,3.28252914207298,2.1148301807913,1.77171880298747,-0.111081203701553,2.54503875518371,1.77991705880961,2.44204209299221,2.44613328900896,2.76136055851106,2.29604802851427,1.94825708136049,1.82777427134539,1.43376664111543,2.00207695341269,-0.626363568476432,2.51532186094897,1.93672898560876,1.03084431195324,1.47357583367571,2.28277537005857,1.47040577794242,2.20346330968798,2.17455782592212
"BOD1L1",7.30723557796587,6.67707775285715,7.40250426601307,7.42731548794571,6.90672144238617,7.70321367758589,6.66587793778724,7.480713878231,7.26804738768817,7.35390297412558,7.22581827022401,7.10252872332234,6.41420619210289,7.07384317324334,6.84795923291618,7.42250417675536,7.6496697232805,7.52303957967456,7.83649285012717,7.83217764066359,8.08054332153377,8.1378347336605,6.53867222464742,6.86475859744995,6.84901069515675,6.85206181013882
"MAT2B",4.3583663270701,4.20830243432398,4.0244865165384,4.61595762208993,4.42188191221845,4.09042313775034,4.86936626413503,3.81472141630065,4.34939703245609,4.15046445401317,4.46104769302614,4.14063186695843,3.65566353912658,3.40356038725373,4.36233836686517,4.1358807115834,4.09522150489212,4.12225254493565,4.58893339401052,3.88616738551136,3.54904716882989,3.48298064877996,4.78873422145391,4.30419958740718,4.02678361844852,4.03616303735806
"TLL1",1.9048645642852,0.737514555003303,1.73599902238209,1.12722373298692,6.17845679883794,2.54327694349648,1.84642122763972,2.83873134030729,2.26500626532045,2.71437434834767,2.6422453540906,1.39584082168129,2.41770928734995,3.29640129861396,4.4758142832117,1.65644188168963,3.28335775298846,0.621581142428778,1.68167461263538,0.710899731371347,2.82196817855835,1.21794472554555,1.9781531382079,1.6874750676116,1.74541406184436,5.00687126681567
"EDC4",5.31563950188308,5.58337896195772,5.57071493155548,4.79916695576307,6.07476497926762,5.60499618681111,5.76649522420265,5.53975624893158,5.67798992517278,5.4126609509772,5.16811302263412,5.23897613817806,6.08745532125056,5.95197722010479,6.17808291012619,6.27837584239588,5.78757662877733,6.95652744248032,5.43816025433819,5.70738698671288,5.97662231040668,6.0813575778143,5.91420055145606,6.10664640573814,6.17042978245613,6.26141447815061
"TRIO",7.83734243918677,7.79852376195929,7.85371995066342,8.29874925660745,8.38260911358003,7.96580843583423,8.19496951191251,7.9701514201202,7.95147895036251,7.70949399797391,8.00009021817791,8.0279777075751,7.80953169292263,8.35206831300431,7.84915088333856,8.23014326596414,8.4045074361373,8.78015249245939,8.0883553856181,8.20350294186184,8.60547367483693,8.37666898530212,7.4567824530468,8.0155786473936,8.18925084466781,8.18435121155344
"VCAN",7.47660844801027,8.97375029360646,7.3035375325289,9.25719729873425,7.18532789287516,8.08309410226237,8.54896434501643,7.20120461036258,7.02441398166884,7.88569125388238,7.7435803168059,7.83455238733347,6.67068920158764,7.37560325045106,7.70763799200177,6.60115547198903,9.0736526493309,8.12970722491849,9.64987655157211,9.84940807233339,8.59851866423453,8.99807552325226,7.39787592113248,6.67611307598394,7.55375241042106,8.16608939046697
"CLEC16A",6.36603713960136,6.64911705962844,6.59417523738395,6.45298447020462,6.34681562385765,6.68256024608488,6.04143101791913,6.76962001712886,6.35651548984007,6.49357978541442,6.2904663220607,6.44038706540014,6.60816157134734,7.02117873646036,6.41341498168646,6.91593013046826,7.26620339945655,7.42175216037153,6.84188303130859,6.92038909970831,7.29304047773971,7.05191133786357,6.5289160001599,6.56567007454367,6.6846931531134,6.81737785321501
"MSR1",3.13433812459097,0.935699939732009,3.02231870325718,1.31395902712216,5.17226755071606,1.24008622793371,1.33799631916973,3.92833505919792,3.88334667485805,2.53864521689287,2.0451117713688,2.4004491671785,2.34595027897534,1.49440462806385,3.23031267099926,1.96489043806343,2.12031143345707,2.59567646525196,3.44527404781838,3.31984276213224,3.09594145013992,4.52020414918608,4.85677737920659,2.31161684037826,2.27634463254008,3.20458916237739
"CDH1",1.42131514491564,3.45903345767468,1.46250580053675,2.46066860956271,1.45515262542855,2.78274279308584,1.45502538999035,1.03417383816994,3.13534069200051,2.16777058754298,1.12922398496171,1.18796902517816,1.54763990178903,1.22898684342865,1.98598115193886,3.08536912661399,2.77150814528507,4.17342284385085,3.29201376385978,1.8968559601767,2.76032676420293,3.56522456818233,3.16667711822019,1.14312543948672,2.3956473028604,0.392728541650364
"SKIV2L2",5.4291002236007,5.60173028224704,5.60237665042287,6.30662409943643,5.92278056889016,5.7890932125425,5.70874146534686,5.54485531079408,5.71049558598248,5.70577861667216,5.84023346664634,5.80149751157983,4.95067024050636,4.78798295515536,5.32121138485316,5.08903031283306,4.76922157040168,4.93635688005963,5.39041185467493,4.87243466877576,4.39041516457221,5.25691960990283,5.44732542828328,4.96480835984928,4.76649820267235,4.86851533087036
"DNAH5",3.46363430463595,3.50655634491839,2.49365749703569,2.46066860956271,3.50148280652517,3.3885207429326,3.65166745613507,4.50057992651122,3.06610073924646,3.35505556417358,4.64004941854593,3.61511223025838,4.78418160505889,2.89866133048814,3.15960992887467,3.35275957682057,3.68938402545589,3.69612305143207,5.44336938192175,2.5897415810525,3.22323931435375,6.39913216110031,3.79245802942548,3.59104963077203,3.41838942157579,5.34738757256568
"ZFYVE16",7.18685713937186,7.38496563708106,7.50504822455639,8.38073218698823,6.23191339444093,8.02186759643473,6.94008151237364,6.22273558727037,6.86198329057667,7.99879317023916,7.72265668661744,8.01375809596628,6.24862880821152,5.92524975220411,6.8854109980801,6.49818196845864,6.27725091811029,6.78754273872374,7.08123475745169,6.58148338774853,6.08744871831083,6.53352714615485,6.34871951614483,5.92893961434481,5.94308869903568,5.8796158320727
"FAM65A",6.47093719419785,6.72641524250262,6.3817090269839,6.90211706831942,6.4853306762031,6.49526578813885,6.25016691347793,6.91651050079488,6.32228163085868,6.1556563138865,6.0215080933769,7.10530614791643,7.57138316009966,7.74832819768319,6.68130419865722,6.81073699929353,7.50704682915383,6.65580045028581,6.94647806838847,7.44930254425814,7.03665215653665,6.48218819099707,5.9194050323947,7.18274502227829,7.16492351469161,7.21007465844295
"RAI14",4.25023436380653,4.89622585275043,4.78088531598564,6.38687275575171,3.90814645520455,4.03156306668653,4.14523738307746,4.65945948426165,4.07175809675543,4.9018510411486,4.26989535341432,4.85486503476027,4.56467220888187,4.39868251130873,3.26440575378894,3.55998751447748,3.85202655352648,3.9421799054684,5.34102888905777,4.38120769545478,4.39041516457221,4.55080638713783,3.97348995392702,3.71362042535346,3.77971135072404,3.16309775856195
"PNKP",4.0787397190047,4.52527462967375,4.42297261338084,4.11076623077795,3.40086114896996,4.36637315867283,3.4827671502708,4.3915909842132,4.35424576417428,4.26784569995477,3.789234936159,4.05127661830488,3.98975516613396,4.2342154018682,4.0205386477938,4.88402458296766,3.53826831110187,4.88866954709443,3.17163017056891,3.58115594921156,4.12293115832288,5.18232810773491,3.67428891416428,3.72593700481631,3.92845347553818,4.07023151200938
"PHLPP2",5.60448034322246,5.41095019585128,5.40759276960762,5.9600555287317,6.50364280367494,5.7744819374346,6.14739860718645,5.730846533553,5.65065945894647,5.40947097657219,5.81334224935983,5.45179364494513,5.54123066825967,5.81794617617638,5.70420842746136,5.73739516877344,6.02778195557054,5.94575297953747,5.48437883770051,5.71886697110625,5.33959965070902,4.97418293783364,5.25797370303992,5.64909903964141,5.33001109681597,5.65671454469827
"SPDL1",3.49429753921,3.72318956952304,4.09902026790389,6.79246479023774,2.82076917600236,4.11640393833357,3.10701857518971,3.98945351557153,3.00574882494003,4.10386155237014,3.16609796135782,4.98119915130492,3.33577844542854,3.42915109641923,3.16563598215816,3.44523832269494,2.97353029545084,2.81563111571912,3.97766966457303,2.73250006632596,3.14500375634819,3.42358934405824,2.65139523787068,2.5240042822011,2.20346330968798,2.72362722611435
"STAU2",5.32845963421132,5.3514635444861,5.93409630841518,6.47762658515159,6.07476497926762,5.7955399139186,6.2861527500413,5.84686273876278,6.24606797866089,5.4126609509772,5.87532604577951,5.70470086772117,5.021476781893,5.19464621420541,5.32660006095243,5.56720359693126,5.06297102643768,5.87022590613603,5.61937361567525,5.10894066887962,4.92306806893622,4.71067527158754,5.50644889395769,5.30364460199352,5.1766276846494,4.82594456395036
