"","01.CA1","02.CA1","04.CA1","05.CA1","06.CA1","07.CA1","08.CA1","09.CA1","10.CA1","11.CA1","12.CA1","13.CA1","15.CA1","16.CA1","17.CA1","18.CA1","19.CA1","20.CA1","21.CA1","22.CA1","23.CA1","24.CA1","25.CA1","26.CA1","27.CA1","28.CA1"
"TMEM209",3.29970698525605,3.77585720232053,3.65886596611797,2.53768538645216,3.07049220141614,3.80748921573516,2.54572587840331,3.42995010773833,3.13534069200051,3.38134463138816,3.40096645247338,2.70388213287899,3.58469366188706,2.89866133048814,3.71012667132235,3.02004849086225,2.67820024170916,3.08871739805492,2.55436293814413,1.97552957866733,2.10794531983025,3.15806428205234,4.21059652407209,3.37344119715253,3.43440197536827,3.19432764409888
"AGBL3",1.70962733076274,1.47099468498857,2.49365749703569,2.29308203322741,1.86076224106284,2.32891647353785,1.80292244749774,1.67847791828506,1.65972556352503,2.25566104899736,2.34961252436123,2.51628026374694,1.36608128987625,1.28612073186631,1.70073629018819,1.99239702597686,1.53300916914518,1.34147813675885,0.965969389228441,1.03861961092451,-0.217339256318955,1.86313930448938,1.02354158336041,1.28306426301601,0.985979978432631,1.55892553875037
"ZC3HAV1L",1.60111463614207,0.737514555003303,0.991960946616891,2.37930735687697,1.91040949015208,0.900600125981657,2.31746674927179,1.34600167355787,1.26585016887093,1.16048158427368,2.07560724114876,2.72329716736341,2.41770928734995,2.34768387714793,1.842895421604,1.72363320044626,2.3793897393627,0.519809550348932,0.845227025310943,1.42245693783373,1.9695328191866,1.43034098679123,0.375571748823186,1.71244868582483,1.52386577105806,2.62010378615026
"TMEM140",2.91390060624442,2.71757229770732,3.19838734616978,3.45127682092159,2.87178756314066,3.29151342481445,2.08301338378649,2.80512697854083,3.05423064283216,2.58462459798214,1.9821160973982,2.37612363588858,4.43809996540552,2.88022512518021,3.10421189420231,1.75609066741355,2.51509144340275,3.09757574028956,2.25588827257474,1.93672898560876,2.65135056833255,3.94518528843313,4.83353235166202,2.74585207028759,3.15406202409074,2.68016636365756
"TLK2",4.78150102228316,4.098865967024,4.35700788198207,4.25458789878718,4.27326204193116,5.02292468064866,3.90923790292703,4.01906843115272,4.59857070771535,4.4894736380361,5.03089611482908,4.22477408568366,3.7420629876208,4.06497475580915,4.13552729388203,4.66648904097079,3.36945176652423,4.22284020329675,3.74435839889184,3.85529200883643,3.82473529339847,4.37953790689846,4.25450024254032,4.16187048129028,4.01085365389824,3.78582033608762
"NOM1",4.71796469865063,5.23402642710064,4.76571196310221,4.36437375044087,4.75987627781058,4.76491101064112,4.77684324883467,5.14908798620627,4.57799223652404,4.21034855150033,4.67532362844075,4.62128690280676,4.29934581496506,4.81249796028189,4.25055337547912,5.08584168753206,4.89895626463548,5.02492832630091,4.54114358760013,4.61420786703033,5.17612533663601,4.97418293783364,4.27291468236622,4.71895962066612,4.87314291468406,4.65688894369462
"NCAPG2",3.53910399824423,3.82666965553399,3.50898467970883,3.14160540214562,3.4520490399657,4.06929627973757,4.00831619324289,3.42995010773833,3.71261720135187,3.39431167865403,3.77071606835624,3.26380975150659,3.13752414351773,2.98746575628601,3.4034859030974,3.55076607728676,2.95773453705952,3.22431056205697,3.6393321568126,2.88295159625731,2.82196817855835,3.6095062475818,3.49766100687656,3.13566111617446,3.54914567683263,3.23494292780891
"NLGN4X",5.14012508527231,4.34529901536612,4.04976137145713,4.90469985599869,5.54855240595593,5.00912294596082,5.46889471618354,4.17190125451519,4.63488805780742,4.49550348544711,5.3753607082638,4.92361682885798,4.85050852039884,4.504785861967,5.21770892380855,4.54171498594049,4.74641783443869,4.1692272937167,4.48162437301547,4.60804735248251,4.37678702893319,4.19811018638742,4.84314923433383,5.87050477848002,5.7928251819525,4.69013280265342
"SHROOM2",3.53910399824423,4.04623849896781,3.3552865851274,4.83011508855268,3.2643330470882,3.75553060174661,3.88857875471326,3.7277162594235,4.01777240869596,3.54145371625156,4.04949085030335,4.74517426909087,5.36789676581912,4.7376666865057,3.92430268466551,3.89481729263558,4.05866513007308,4.29007154319657,4.11457834924632,5.07807352983575,4.66164983251303,4.33040711154327,3.15348656200945,4.17540556613808,4.49215967446137,4.53613757707248
"LUC7L2",6.58484173202018,6.44472302099509,6.6721969531222,7.16136189138116,5.9979054180215,6.98220412888992,5.55335236419658,6.46793074742389,6.50561091344987,6.72802410590096,6.10333807836363,6.23084416601396,5.02913387619506,5.00772075776121,6.32059717719436,5.92751042989457,5.67374318753257,6.07022433283764,4.77397210521192,4.58313881242573,6.20200455499107,6.28013178809748,5.69805366682379,6.21000214540061,5.46864299077862,5.79216233086522
"DENND2A",5.57609408915152,6.56930784496597,6.01331927108449,7.34399535523435,5.15949174243518,5.4357944773042,5.20632563829083,6.9476447962552,5.54010751659466,6.18019705218883,5.24726755837716,6.4651035692209,6.24862880821152,6.76648225727076,5.73087050242006,5.8029428079204,7.05880700562554,6.64451089452028,6.9628941565644,7.3411067917044,7.32355158623859,6.38999333011578,5.60260160661875,5.37967033719036,5.67309752435821,6.42173772584888
"SH3KBP1",5.11074156582037,5.01052140159721,4.92898634535533,4.44655789932765,5.41947581293433,5.15663863862335,5.46541136451146,5.07347708500062,5.77700454082992,4.77869533946175,5.18918436592954,4.84603603431712,4.37940436439344,4.98633154307006,4.91912207982452,4.98332755115369,4.45725364604036,5.27772464488269,4.9156379137698,4.4924078272947,4.87540672057759,5.22248396828677,4.74543376547655,5.0382540952448,4.84346883452201,4.71187728630459
"TMEM47",6.14108732594121,5.86441092404365,5.34771373757019,5.5502240367965,5.68674642440161,5.61778524749141,6.8005271697938,5.0158865114247,4.90980089305059,6.11902104812749,6.24758521509381,6.2922581870979,6.42149750572701,5.82760031078696,5.79058045763899,5.1017148033086,6.91795256138302,5.24221586453457,6.48322729165372,6.05632798598529,5.28592504396244,5.15934281278319,5.22367472251999,6.17786138321826,6.09688183477025,6.1423584599582
"LANCL3",2.77094945859278,0.840007706311636,1.6504686027039,2.29308203322741,3.56486514271375,2.39832866639848,2.95634395330277,1.52179627687511,1.89086084750272,1.27708258660614,2.01395774748993,2.1364942691139,0.357669836444502,1.16949669394447,1.01176654536673,1.69042867235497,0.609213344477839,0.519809550348932,1.99716301795304,0.800068453675651,-0.0607892996405803,1.4082277766907,2.86606157665068,1.41062142606374,1.07037871802137,1.68153848959955
"SYTL5",5.68643433137115,5.57968051887201,1.73599902238209,4.48595851062586,4.46405374541351,5.15663863862335,5.5857979888723,4.46873896167634,5.13499432503287,3.48195727496605,5.73908095639375,5.03268569911335,4.61641941243039,3.76683479100337,4.43648192865093,4.57393468190238,3.86901609793884,2.51862086393416,4.16589987628198,3.9063898807577,1.89500572608078,5.04575963371023,4.67178959670359,5.14300353804844,5.65271047456678,4.33130677103817
"CASK",5.91185723774328,5.77667863141437,5.42379407204338,5.60493453975241,5.89838241225306,5.55647595371314,6.16683149719088,5.30147025036721,5.4881160789502,5.45040040882621,5.85569160720242,5.39542068284529,5.527780790193,5.38973514101555,5.48438568015944,4.96955307953725,5.51819993231401,5.12146366068944,5.79264155562347,5.40384339894138,5.12405484626162,5.29959055979432,5.93104691904613,5.596408245623,5.68485827016035,5.48002200240637
"KDM6A",4.89213959246748,5.61263006222041,5.6691355597911,4.36437375044087,4.86434121739584,5.69911984590146,4.70776546685982,5.14237569535945,5.5078330864186,5.4126609509772,5.04252111942103,4.59517966305657,5.47829576706311,5.24594686606771,5.60791530345561,4.98332755115369,4.99494870066735,5.3237497683443,5.07850292835197,5.3568558737521,4.08152500531843,5.84356056723572,6.0662282625451,4.61021134923231,5.41316292144465,4.7991087772749
"MSN",6.79801981118215,6.39297696235521,7.10885786809063,6.93095486751789,7.11890750015663,6.07399513845515,6.2277253628696,7.17019293990011,6.72175708120875,7.0171210993435,6.19993406585008,7.37144966322553,7.6063541702399,7.30651944253735,7.20652553161058,6.329148767657,6.6310140180958,6.5524772188631,7.0994978987958,6.70351412324613,6.89922712839255,7.20486161449346,7.57197358375086,6.83379632814716,6.84975716230318,7.75412181498548
"HDAC8",3.81894490058684,3.76286944873429,3.7542013364979,3.32660226872187,3.79375006351504,4.28624088806768,3.35305615381219,3.33894656140811,3.74251233855494,3.7971656890828,4.01056201450548,3.47324652835682,2.57244784683982,3.03823768668452,3.62083563529539,3.75727781010951,2.44883553759006,3.03439379572859,2.73513675626414,2.12106923046655,2.58178123516054,3.19081809577481,3.41900540586537,3.17212462696501,3.1922314557233,3.32235079529401
"SLC16A2",5.09081472014586,4.76559400166887,5.15930583515218,5.50299163558029,5.17734636326379,5.03387178365622,5.49304548977156,5.25244298687999,4.81098043680185,4.44030550345688,5.09928124083852,5.33675507257127,5.66925243958751,5.33663452807303,5.46497002216881,4.81252433818185,5.36195310218151,4.16501950676666,5.35767840377426,5.08696030729714,4.93241426354805,4.941835977657,5.35623367706766,5.46112845450871,5.38253985736329,5.45014676011233
"CXorf36",3.76337990159949,4.47837441367437,4.44218789719709,6.25624098875061,3.28330073136716,4.09042313775034,3.94968932869838,4.92494635392562,4.10089961667331,5.37717718341971,4.06477294876857,5.72410496097064,5.91840709297758,5.659404539653,3.98690080876416,3.97972673769178,4.43460803960386,4.72966418180327,3.84225496919211,4.66849978725639,4.30664572236563,4.47304814057966,4.62317890787918,3.95769835686717,4.9307204951864,4.57620462667119
"ZNF182",3.93525778528514,4.16946104503785,4.30896967851176,4.89008818813959,3.54142187049683,4.17691291382471,3.55008880565556,4.65002598471367,4.01777240869596,4.61663541039307,3.73294956290885,3.85402533278509,2.44085712246247,3.44177821551193,2.99338636540147,3.89481729263558,4.44597527513557,4.5669732531282,4.63519077205179,4.86211803693137,4.39718125863345,4.49157017834614,2.91378071052687,3.03035721705524,3.15406202409074,3.10949700106036
"CHST7",1.6563909694833,-0.545337428082817,0.2891343454923,1.76204066198076,0.556039848606949,0.851944379635992,1.33799631916973,1.60226307370113,0.944343840715648,1.70938805677311,1.29390433185109,2.19329027089818,3.89236302063925,2.93484165838983,2.12854073371883,1.72363320044626,3.07950795508861,0.848435031781142,1.75053328628734,2.88295159625731,3.04515174585213,1.91110427737135,2.10233479382851,2.40649215656599,3.10488476335404,3.47426592635731
"KRBOX4",3.84891399880589,4.13962797599208,2.78206914588532,3.23706707591518,3.48519236638966,4.08517035697158,3.94968932869838,3.47338600179128,3.56984880178401,3.51794874650623,3.82557443394107,3.36616306114897,2.87399831846751,3.41641248250166,3.68517383863365,3.74923828125767,3.91881629686979,3.56174422133568,3.35969954576589,3.42170400731655,3.84467271969325,3.84585326254612,3.23922774898006,3.60445330093987,3.45809242551794,3.43993349820114
"NDUFB11",3.96292766220622,3.03095642047114,3.52108331630516,3.86395678879693,3.69096204154593,3.25455567741185,4.03675976388704,3.65412506201119,3.27484946949117,2.92561715782849,3.01694230392937,3.22347430316731,4.99435230941198,4.07311389735604,4.39604712537692,4.3896863757541,4.47954927672317,4.16501950676666,4.04774744067897,4.22895133578713,4.0899018522505,4.44616864976676,4.84040808869541,4.36452672281074,4.48063947565794,4.34991684564627
"ZNF41",2.40194538585978,4.07804478143003,2.74128072314228,4.63360836688189,4.09150245176117,4.18675553043664,4.40002056387867,4.06238124079569,4.21191341327161,1.70938805677311,1.7747251232577,3.27700813126232,3.24663717147424,3.77683587625956,3.85514081077192,4.14816161975876,1.30231560986113,4.09597029827371,3.60255276171835,4.22089986645933,4.55071948898305,3.78708683868622,3.33970035967699,3.72593700481631,3.72217422617063,3.39583612337057
"ZMYM3",6.13258446702655,5.57225506699076,5.85982723229912,5.51256263358475,6.15933317570318,6.29484236518195,6.24611251093163,5.96948903120011,6.26678850673116,5.84923714119314,6.06205161480813,5.85967774705937,6.55345946304928,6.23373755705211,6.40452475500624,6.3950396732299,6.12998365554371,6.34959814017089,6.00129186612183,6.06084569744173,6.12257642285142,6.31100092409562,6.30166490495909,6.52747996060919,6.56160934213197,6.55703115379836
"TAF1",6.11542691539314,6.17254378088589,6.47484485406257,6.90211706831942,6.03894112823617,6.61217760850003,5.55990012690268,6.62062257237325,6.20102319433294,6.29872933899187,5.95744986877044,6.14526750962051,5.6320244403859,5.90487410527963,6.0298763059696,6.66023002224442,6.43102913336409,7.3037510701051,7.1921478049771,6.63850918171594,6.91345588718799,7.19440067526556,5.79113362683391,5.72928947195905,5.67140956403922,6.06562265180209
"NONO",5.34747872582214,5.56852795984047,5.41409513948167,4.38536284644516,5.36709757942502,4.98957597240901,4.42892328602427,4.65945948426165,5.71238506576201,4.72837992815785,5.29015796908568,4.52500351765563,5.34966635218017,5.07004909628277,5.41018905454469,5.58538093527051,4.5069428447442,5.50112905791098,5.30714209571348,5.15615004314641,4.65601923777604,5.44787339890213,5.45720003936995,5.2766880277925,5.15504790282537,5.34970109206414
"CCDC120",3.06453554578789,3.30628207540746,2.93458465616827,2.92934793059462,2.6847236099827,2.71634158956491,2.91608130752987,3.05430445998588,2.76483257087584,2.69354364602067,2.21910521965214,3.36616306114897,3.61553777700634,4.08925570843443,2.9239826049018,3.58730336388653,4.0512413700193,3.40643935737548,3.17163017056891,3.44953341851788,3.43531528200584,3.1646748043589,2.4065402093943,3.3576971284238,3.24765643616109,3.43122119473779
"LPAR4",0.0277002145765622,1.26534889312998,0.17125094014219,1.12722373298692,1.38664150350305,0.0867914985645126,1.27571790101819,0.47415688823304,0.89195451224262,1.66727403242517,1.12922398496171,0.945021050696988,-0.0959375120895753,0.9034762813776,0.871342974186737,0.786284071320244,2.44883553759006,0.093540182059291,0.965969389228441,1.93672898560876,1.45066673864666,0.0776701920985299,0.625304936667393,1.41062142606374,1.63888851801721,1.45960315372832
"EBP",2.31872744183565,2.28066774601483,2.19454182740867,1.99836640307243,2.82076917600236,2.4965604629034,2.62279910965467,2.54503875518371,3.01802287364433,2.13724223614283,2.70210830837872,1.98387718773757,2.61377288819972,2.29298257643749,2.77427655375231,3.42519370144336,2.22958581836564,2.71560710686158,2.6294117519897,2.56451217568053,2.73918012624043,2.79878927047192,2.82782376961522,2.94863689904543,2.84224519378548,2.69479927310428
"OGT",7.78946611417343,7.17550928044388,7.54854808862906,6.21580028495091,8.68410282425962,8.00874944122486,8.35129531689439,6.60849766262691,7.91993931965095,7.70299465602607,8.37625219402318,7.26120626922848,6.8183010157472,6.47243857824104,7.80856847139862,7.41299375126362,6.09069191510234,7.21495284179407,6.25045200346435,5.99154804395835,5.8760738294753,7.32148730306689,7.64093972554365,7.5681219742062,7.5487043221693,6.95821369407522
"SNX12",4.41555785049874,5.12151936795556,4.39694752480855,6.30662409943643,4.50502777219607,3.12745326324908,3.56318420422488,5.10143259886588,4.53165906688377,3.17140132555289,3.32684561901419,5.37408357779275,5.4838786717567,3.94592519212069,3.51152621416808,4.57847931326334,5.37092631972237,4.70668917075914,5.91767727321306,5.73873972259392,5.51158209213628,4.55332751263955,3.35130006509159,4.7403663361504,5.06791679198188,4.97425610329919
"ACRC",2.61226010155492,2.48428777986598,2.63395992033882,2.10343794317019,3.66949547786566,2.68890107095185,4.21327402960806,2.27738571295328,2.40243304608209,2.13724223614283,2.85056871258791,2.62349872357499,0.776919192671754,2.54784286769087,1.63276018746764,2.70794531677543,2.25565842945551,2.10956607597086,1.99716301795304,1.97552957866733,2.50868642176174,2.34278283687337,0.838120841568292,1.73699734663963,2.04562876690968,1.49347608625774
"ZNF711",4.24573585961796,4.08849293570007,4.04976137145713,4.81472400647993,4.22011338792541,4.92635955560487,4.44316037059271,4.01906843115272,4.4388466917653,4.47123139178562,4.52321558524362,4.0891827624784,2.83957575126334,2.74412072401103,3.66829557604173,3.98658201551316,3.48416168144778,3.9905380554301,4.66224962039349,4.01281405711359,3.60856065232202,3.78279619820496,4.21906279191807,3.69494612881871,3.66224676279667,3.31289625285572
"DIAPH2",5.80736501729793,5.09066741676746,5.61654179943901,4.73520486998694,6.74766127697447,5.63406347719237,6.17111459892371,5.80921784842672,5.40876996411187,5.19650012883014,6.07342924140849,5.43717089696944,3.86695185835386,4.59233562474239,5.2717855505294,5.27970299634658,5.49102129782004,5.16214404592906,5.48437883770051,5.6121022836588,5.59927882517243,5.05468455083737,4.53607707228159,4.98031385069792,4.46123233150917,5.34042467053813
"PRPS1",4.16226775834597,3.45903345767468,3.6478735428677,4.08533765900691,4.12868414649895,3.83278323187272,4.17965674019338,3.36224124447098,4.11239337882948,3.51794874650623,4.00264858923697,3.54046014330021,3.38434774655742,3.73640870412103,4.12937388546655,4.02037813968159,3.32088599680347,3.38489154939794,3.96323617297177,3.24241353368169,3.11248163351508,3.77849275909114,5.03756946073207,3.75025913503093,3.91139324365392,4.12528327712765
"CXorf57",2.96952164122578,2.41955586063945,2.58869172802961,1.31395902712216,3.86473027042983,2.58852800740845,3.4827671502708,2.58519012689198,3.16875311867805,3.15625626241333,3.35197806732148,2.07737036520651,2.27043432573097,0.749479077760544,3.22455133070077,1.58596771384823,1.19861138685466,2.30579013131436,2.30249775598359,2.18867962290554,2.04039834925696,2.52849965666125,3.87781328633363,2.50982816222267,2.66358786512899,2.75189040544599
"FRMPD3",5.16892207360742,4.94878206789298,5.44617451924484,3.63775429004571,4.82927802575349,4.64151506793728,5.70283686526055,5.75744616020209,5.01458762609721,4.36984093506844,4.99544827230067,5.18047712937609,5.51147365276893,6.05624904623782,5.16001768959394,5.1391125463772,5.95406356191302,4.90894087219853,5.66021304707915,6.12048935382847,5.64263016243538,5.09677199912368,5.01100023571027,5.48487644965736,5.5314037800755,5.00687126681567
"HTR2C",3.60380782967012,1.02543791410605,3.90953695247104,1.47927073465635,2.00485492208962,2.98806163853648,4.20494285985934,-0.160071984184841,3.91650728995767,1.53301176282104,3.10827271950806,2.19329027089818,2.59325832850722,1.3940181997266,3.77463162782566,3.64909821449373,0.833508382318517,3.68441105954745,1.27730646148904,2.68646582671629,2.23423324542058,2.78168971240158,2.82782376961522,3.05984709747607,1.61098108895429,1.59056947831828
"DOCK11",4.95135496857552,4.71254336179952,4.71394963092008,4.11076623077795,5.75966709984501,4.36203623010123,4.57183477606889,4.94822442857647,5.17665019005771,4.70254849617015,4.56142619211682,4.21108677542706,3.47684015370705,3.22514573192374,4.39604712537692,3.58730336388653,3.67012665423207,3.70194358445029,3.71019218767142,4.13781280401157,3.47423066250375,4.31859964398411,4.69625242934673,4.15733041993539,3.54914567683263,4.3909320164285
"IGSF1",2.40194538585978,1.9998978813981,2.78206914588532,1.99836640307243,5.28242735650135,1.51470837002051,1.96956181840832,2.27738571295328,1.83645514284291,2.97823812983999,1.53243408571203,2.64401834496135,2.76816413710454,3.07111938964214,3.55808232567433,1.75609066741355,3.69891716690119,2.91919594804895,3.65737611365983,3.10917451178054,2.45781450452094,2.8489045329532,4.57122068819473,1.83121656815166,3.05397185632222,4.10898719399145
"RBMX",5.68643433137115,6.38875597289177,6.08026359970872,6.90211706831942,6.14773613027054,6.00335082525594,5.21049324627001,5.65270325036539,6.05231207191476,6.00740521347384,5.75565539628311,5.81286974438334,4.96670807512225,5.11804278888668,5.47106553109359,5.40268488817854,4.61663275881397,5.4187025746151,5.72152867210032,4.99080136606085,5.19953833180979,5.76634418496932,5.40991288117865,5.22338858000942,5.22805799668456,5.45014676011233
"MCPH1",4.54202105436304,4.60748812063584,4.42940618645576,4.36437375044087,4.66905003826746,4.50656930809415,4.47121985646745,4.32201299557397,4.37824795359759,4.41507843330478,4.88355869312857,4.45123852232054,3.17941450829506,3.96354563763048,4.00717747989462,4.25989448461495,3.73643201177995,4.40870687318091,3.97766966457303,4.18823698134482,3.74211050857943,4.50985743205381,3.83988979975633,4.0438488837325,4.00013511081941,3.80617919096478
"MFHAS1",5.52317573567205,5.93847504864843,5.50826953259777,5.94599657441332,6.06383669780611,5.3265208257379,6.40183213364503,6.33000670794759,5.36379607990027,5.66355753761967,5.66330075844415,6.31642964699368,6.56798788292032,7.3414748188906,5.97001569643682,5.8145470833183,7.2629935488531,5.45016694610394,6.69457429660152,7.37051896929564,6.86302889187656,5.83010869635477,5.47498253047881,6.29409100658071,6.68636565186315,6.41843533838663
"FBXO25",5.35376311054862,5.12659782018667,4.4165102217846,4.94766737915946,5.60052112754308,5.57907284295398,5.22292431801103,4.56222813565251,5.40176137074263,5.55226041454291,5.51263849799739,5.13408528643749,5.01377883066978,5.03297613196045,5.43908387126708,5.22567920479732,4.64156458052416,4.94128611372613,3.24505874571643,4.99080136606085,3.81466229669699,4.71518551123544,5.08697269929298,4.7403663361504,5.23264382739057,5.1961800644309
"NSDHL",2.74568397463635,2.45228484481825,2.22444633156683,1.99836640307243,2.9803814336563,2.99927546494251,2.34805365582191,2.9350886839192,2.69009655618584,1.93911823157645,2.51450917166414,2.16517174500235,2.78635115184718,2.42603323454645,3.38294238872425,2.56869966826422,1.57503004475888,2.80485369675141,2.34764842339503,2.34502055244504,1.59889433211331,2.711189689241,3.5080620456102,2.7090998276412,2.63615868467773,2.75189040544599
"ZNF185",2.62617163553103,2.12697056826352,2.86034137364606,4.08533765900691,2.31243404601721,2.96536905915782,2.18819004791962,2.66228844151544,2.04275452886082,2.87100399170806,2.60091063837539,3.12472656650977,2.9725964501427,2.86155027054555,3.27559339698866,3.29869975336458,2.8072046698454,2.51862086393416,2.83364012861708,3.46324936935835,2.73918012624043,2.97461149136383,3.33191508258573,2.46644435608808,2.4905984716608,3.80617919096478
"CETN2",4.1087754922985,2.45228484481825,3.42132829152736,2.92934793059462,3.826447314868,3.63848403593839,3.67598267014091,2.50373787006713,3.1465643678287,3.07805015602402,3.61332919196793,2.90430210673796,2.94047334732188,2.97013679917858,3.39837738433346,3.39459471159316,2.85914611019679,3.25630717161275,3.77773416209216,2.68646582671629,2.97452511972436,3.68502202747478,4.00565441287607,3.550074841757,3.11485523495552,3.94117294330454
"RPL10",5.43108274915561,5.10102488121374,6.00472851700838,7.27256520604893,5.74605865119827,5.71280850600802,5.09801925233004,6.4104271077822,5.47926571767383,6.20983898692035,5.06169035821353,6.87407055864352,7.26831306151932,6.65296477322635,6.71969657204967,5.58085802681209,6.63350177729326,6.54196934546805,6.85366893014105,6.4839322000156,6.22500461001133,6.02888183106749,6.66682101175441,5.76702807523954,5.91340539992948,6.38386057255694
"CSGALNACT1",5.31134068267786,5.2619881402019,4.86871949776101,5.38289501117028,4.43041547462505,5.60499618681111,5.12917356545081,4.71480069609828,4.16852750319953,5.86329496958784,5.07307082296485,5.54748148835907,5.40073238942434,5.5204824826662,5.70627694132359,5.18453637521409,6.20214760126678,5.6242428378302,5.99421036697718,5.93852702637421,5.94925991686929,5.39122171923288,4.90348693142423,5.440724085887,5.45693269742671,5.51960211889438
"ATP6V1B2",6.7817983507819,5.75060012772721,6.51472011652862,5.01655295555638,7.65552664752764,6.55157687166926,7.15426363497413,5.39479289450125,7.15032246586131,5.85628317801098,6.85699765250068,5.83088089213301,5.82692214633015,5.50852855151112,6.98248265333574,6.6751588081696,5.3798440708101,6.39342014153357,5.39041185467493,5.25408470746838,5.33959965070902,5.70870596945014,7.28723835060126,6.64726254448022,6.39466531369273,6.39286272350749
"CCDC25",4.78150102228316,4.17926986765062,4.63821303204458,6.02836585535948,4.21518317503228,4.40060708710587,4.47121985646745,4.43617936116368,4.65074022419201,4.72325051021229,4.50652464014194,4.25176519229033,3.98975516613396,4.18999240179205,4.30343483456417,4.36884916077333,3.83483454932433,3.17494441306143,4.79041742093101,4.55138591866643,4.18680428715939,4.06663320927961,4.32286602782035,3.70742247895267,4.27371243007924,3.70861242227105
"HMBOX1",5.6730945651844,5.58706794808108,6.03668343166446,6.30111208304087,6.03334994941419,5.42543997221773,5.36803358509103,5.9465542692058,5.67411712906815,5.93825592797542,5.67330544046842,5.81060245796746,5.48666204323062,6.04180659261719,5.80223152339753,5.33177659733906,5.49922878412377,5.56319962715815,6.16474435997856,5.9012257371314,6.03418504055886,5.73892075597301,5.90307829421023,5.72775919961151,5.94168897179362,6.09763457595356
"GNRH1",1.17859870192803,1.10991940718811,-1.47772399091917,0.660547158027803,1.80934541144289,1.03743418373178,2.11893100917082,0.292072118374529,1.04373893905564,1.16048158427368,1.53243408571203,1.81318433374064,-1.26143764697744,0.665842622755668,1.06432002495507,0.654744134026302,-1.6081272247841,-0.514151842077709,-0.517151354688937,-3.80717545341334,-0.217339256318955,1.38577033866578,0.599597972905537,0.719123171400824,0.941853843807269,1.1555011033
"BIN3",3.72511085946952,4.50981001500895,3.98135215117119,2.29308203322741,4.14433041883777,3.74890219906276,4.01785982833313,4.0336509953168,4.20118864062322,4.33663732434804,3.52769069010467,4.02021786971127,3.7420629876208,4.35261856912916,3.90281815658318,4.64498480926817,4.21300972651885,5.11056487143959,4.15323963504965,3.89631406560245,4.32804848220399,4.36526053974997,3.81217797341993,3.91530521013831,4.06842312789662,4.65688894369462
"SLC25A37",5.65115087653169,5.24340734298309,5.33748774101455,5.06938709364232,6.53464553274067,5.42127727161608,4.91604794114589,5.72636518813938,5.85262549211578,5.56665123950704,4.99544827230067,5.61659829983399,4.71465778981551,5.07004909628277,5.37551369746543,5.72104603211987,5.64444071139956,5.52102030690376,4.37662081127487,4.9765258343596,5.43802853740492,5.55616782631044,5.25385942067769,5.38161789832134,4.40546095151104,5.1936065493322
"CHMP7",3.78214036120048,3.35901678586609,3.43418145122422,2.20137386672099,3.54927869786694,3.90610858621162,4.53906998947299,4.46873896167634,3.61094440725074,3.72714700263085,3.52769069010467,3.90592355341993,3.60532950055737,4.15207533170708,3.42374098677428,3.95197516407084,4.49604775484939,3.8921444384279,3.52605560680263,3.99403903326809,3.89334317949651,3.5246885904776,3.80375955305749,3.83229574425495,3.91710243270643,3.28415508621262
"DOCK5",7.6673803328831,8.11509908813863,7.90482543346505,7.94297362020181,6.78140762969969,8.25900291448062,7.19058210191784,8.13729048525808,8.17620979396955,8.38478468709707,8.02031771125707,7.60197064224458,7.26426356272581,7.39845501374844,7.37690064485693,8.00304670453885,7.22885177721943,8.69370338679339,8.33670432979596,7.46387374763965,8.08211876081753,8.8859078368773,7.90556094563452,7.01597685631482,7.80072499140581,6.74628181007017
"PROSC",5.02932756157192,4.00270905430395,4.61582309984288,4.52431161895213,5.13881216754912,4.36637315867283,5.31095281803139,4.14529078796897,4.91309065552178,4.5311627187735,4.78088335605566,4.46283538023943,4.65652099861992,4.34591627891925,4.5832646422469,4.51825224837976,4.25238788753059,4.71534773282159,4.34356932469056,4.2840875100896,4.29219875777325,4.12202941017108,4.75856090386841,4.75846548526893,4.44551643027299,4.50741348660775
"ERLIN2",5.00557703700044,5.08023505549588,5.09601006700439,3.23706707591518,4.69761045497953,5.25581471115587,4.6164902259593,5.56004524725163,4.72374705005672,5.65280633732455,5.3753607082638,5.55020196786342,5.47269117382954,5.14917392944492,5.32121138485316,4.62754761672406,5.6018828522308,4.49839481538274,5.35214988750217,5.33836827807551,5.07847803929276,4.94759722027495,5.57812951345763,5.51535313428076,5.36175729464281,5.48213246079558
"SNTG1",5.64433126932271,4.51756304338383,4.8205843079583,4.61595762208993,5.1620559710332,5.47648495967074,5.9596112295096,4.93274751941319,5.1036636534847,4.61663541039307,5.96561442982834,5.24234448865852,3.94188076993573,4.29114662759523,4.98194056058387,5.59213882201119,4.17935309492423,5.22007781529223,3.88881983293739,4.13781280401157,3.69895307461841,4.76823641148582,4.42702607487207,5.37772014340168,5.12329595286907,4.42643610529136
"ST18",7.01114244816912,8.38200536973624,7.69190012429556,8.19409138179071,6.86247361016247,7.79213414600415,6.44491860476952,6.97245583097472,7.08400591280138,7.81512283229453,7.13190480403919,7.23523836972242,6.46730907708775,6.82428364747433,6.71610829931827,6.77554639440324,5.52088984589687,7.1252100573515,7.4298302328173,6.48561330139385,6.68233031501824,7.58256420900374,7.15063087676045,6.22418086397749,6.65937017767165,5.85539795485433
