"","01.NX","02.NX","03.NX","04.NX","05.NX","06.NX","07.NX","08.NX","09.NX","10.NX","11.NX","12.NX","13.NX","14.NX","15.NX","16.NX","17.NX","18.NX","19.NX","20.NX","21.NX","22.NX","23.NX","24.NX","25.NX","26.NX","27.NX","28.NX"
"YWHAH",8.80541419221371,5.94498368439119,6.41565793420688,7.59926702127247,4.10704094985684,9.09089064449592,7.94477278820723,9.22898213354613,7.21640403590968,8.44223563516742,6.66002622601987,7.54120576119166,6.58318719356968,8.81523068853886,6.21168779986292,6.99319712739313,7.07890729357726,8.38807502530257,6.0354839491866,8.08465120229457,6.18697831106513,5.68012769719851,7.16440238540712,7.74211083815203,8.86377944731766,6.85564122151089,7.31685186786696,6.7800127086192
"RFPL2",1.9034509613624,1.80079478973648,1.50722163951644,2.01540393101845,1.21819917576131,1.81698564917056,1.58531467594297,1.99449025716666,2.56844236104752,2.00268162761312,-0.381231182620564,2.52391134345584,-0.0630710749627049,0.961755557098981,1.08530704321011,1.72913885184254,1.93260256329389,2.71638811875108,3.27577311532912,2.1372418886728,1.31542753609691,0.069997335055672,2.78723390068197,3.07912871892227,1.85133280953883,1.84666185674502,2.04368871021733,2.10925925209326
"GNAZ",6.81709204969217,7.1113049408623,6.7513242447574,6.37024403741131,7.3142402657903,6.80746424121628,6.7010623894591,7.17006885956258,6.99901429354088,7.02254342943504,6.41800099440513,6.83459414752459,6.73744846240783,6.95615436729532,7.20938990357427,7.53528108073759,6.37270246009455,6.74821431073524,7.6025894576082,7.31956081821082,7.53830603646741,7.31296140350933,6.90319085568901,6.57122285632755,6.75150946333215,7.06000190097046,7.25465405345324,6.85387477107494
"MGAT3",6.6591672409279,7.01816644282432,6.45686991500413,6.43942274207563,7.79134640258778,6.7132408743746,6.91399887169543,7.10525083827194,6.58754729378706,6.49898322616143,6.52482952714652,7.02906875225092,7.3597267994756,7.23955226860691,7.53117777878019,7.79750133055713,6.62971924621377,7.08374929578615,8.35614608607103,7.3784686110163,7.86660129449781,7.92434667219552,6.19756568716659,7.14385964932536,6.79416515888875,7.66329645645687,7.7152667343129,7.15992123507923
"ADORA2A",0.175211488568672,3.58672077680571,2.38336159775025,-0.302740785186128,2.38059004326295,1.0255359958442,2.29409519392402,1.69398255011479,2.02718681235071,1.6216307562642,0.471270370409781,3.36386827826861,2.26109747736602,2.38005938144175,2.95969249649242,3.68483111942634,0.0985817839586054,3.75262678482118,3.31297311277743,0.430724894690761,2.20999562304518,2.79004358291553,3.09978037666102,1.65020602073735,0.604226343297893,2.37818728482968,2.1415457720289,2.78412432709903
"ATF4",5.6655062322247,6.11560925605945,6.47784375139575,5.16975701259666,5.8904219189757,6.62727094872106,5.6692218249237,6.53886368619225,6.47167157107226,5.75744877209984,5.77848970002117,5.71458669036516,5.56940268584974,6.16878712003233,6.01718936472911,5.73507237286538,5.71938884514109,6.05836705768286,6.35375256970534,6.2744160772188,6.65984771301254,6.10587470938908,6.07460250440202,5.82386874176786,5.60702724782098,6.34464092042659,6.18964927002303,6.13016947938855
"A4GALT",1.9034509613624,4.03005000770625,4.06144306211859,4.1314199908619,4.37430899880229,2.27281215683148,2.35730546390513,1.16121959638097,3.53557167263657,2.78023504656469,3.13896197007665,2.63800022974597,3.65129270632225,2.51076027531938,4.51519051804437,4.11338195388219,3.33565916181975,3.04533401870577,3.22463231086668,2.85371256161789,4.14840321876528,4.13614227440738,3.08695034799427,3.22145752953631,2.16479213455844,3.83785297176814,3.81081641096874,4.67404261248988
"CDC42EP1",4.12289307591813,5.36219342805723,5.52313695547283,4.19826507230043,5.13006254324633,3.63113859616778,4.50907776735851,2.88715063070433,5.39796038446388,4.67095059792346,5.07490957479974,4.11267192936562,4.4918354332532,3.71188347568967,6.34135241244204,6.05158069093897,4.87218568067939,4.9409355329334,6.24727816283241,4.61039117920383,6.82271532927218,5.08110164706489,5.61554503336907,4.61777444494725,4.94272796056886,5.69815857625406,5.59463882106607,7.06569028230816
"APOL3",1.99632590300889,3.50235515091036,3.879418515628,2.14154230799612,4.05363103081451,1.66283804767805,2.95606761777182,1.49529965831741,2.19042736567953,2.46207779648699,2.53443048488864,1.718213058929,2.53037937166026,2.76238519571168,3.47786317868741,3.43581694929787,1.7610185340616,2.02736223305685,2.73322113977834,2.76229720049749,2.56757382243346,2.79004358291553,3.18653113286257,2.88956977847287,2.43119042431006,3.33190586910923,3.4776787765506,3.17701753203553
"MCHR1",2.73637873149896,-0.406680488938649,-0.387237531186545,1.84043942392559,1.49957474402046,2.94281056404233,2.31547448711307,3.56198916026624,1.43766068623235,3.07790145826798,0.69446571491187,2.32023312661765,1.39477377927682,3.17884701674497,1.59635691386658,1.88204471304859,2.90527489584254,3.4418976415327,1.12438076252537,2.19081590835936,0.949368595835065,1.5441991456932,2.46905842536019,2.73200368801838,2.85042177854149,2.4133243568666,2.45876333684494,1.85565455020683
"TPST2",3.63056248973681,4.86173999743035,5.12120934114323,4.81958971264623,5.45655119918387,4.06474985160415,4.38311756705352,4.79241442494343,4.02537858866297,3.97001701816107,4.45125847178549,4.79244078336017,5.11675168761872,4.94831628548272,5.11920713737899,5.16729613963222,3.86340117811079,4.14222146774619,4.74434565584362,4.57389019692645,5.26538303171421,4.92099752303315,4.57004875296099,4.13724767025925,3.8566897903871,4.93437781507017,4.60752686414097,4.99986942021902
"BAIAP2L2",0.645658559368903,1.48629225312115,0.332691824419024,0.869123997828624,1.13835786780284,-0.242065238734541,1.18175667685265,0.725698552928308,0.792592496072202,0.365526084961619,0.887712692111243,0.57703984229658,-0.0630710749627049,1.28764970886674,0.468697033742945,1.64614538778704,0.998687667583073,2.48171099761827,1.98219477860243,1.78913480840159,0.247785164220726,1.71016589590644,2.16163048181311,2.00541174987112,1.04197608745139,0.743365900827203,1.45865195193214,1.61481765339107
"MPST",3.68039989442182,4.71950629498519,4.6328702295637,4.11613534027371,3.50400276474702,3.31475779889847,3.53200771711138,2.11028314477269,4.6814256772948,2.92318584708523,4.49643576916734,3.8059768797053,3.88055678713866,3.76523243442491,4.80481276324389,4.73199699502113,3.90521973128842,4.20712699167647,4.42565109424913,3.91178582691546,4.45394377791262,4.36497074542886,4.41955464853937,4.08699248153587,3.66698143316084,4.32212993094532,4.2770048067186,4.97774825519129
"TST",2.90157419161636,3.7782860071089,2.78653866522926,3.35478263899819,3.53551280329601,1.22234765895257,2.65435552300967,1.10649053622505,3.2694632729353,2.10220863574674,3.43551928069307,2.6812239693518,3.07607340401256,3.38376948041778,4.50480678034724,4.46167587032297,3.73014014285584,3.27027565948749,3.83175307543899,3.33820173033219,4.14840321876528,4.13614227440738,3.56518849073289,3.76542832746923,3.43058098111929,4.07575190959068,4.35046853664884,4.83034968352652
"APOL2",5.33077500910724,4.86173999743035,3.16635433675493,5.09766013372937,4.35677631999403,5.38295316653447,5.28633314053285,5.29890709623136,3.99918457340974,5.28532249546913,4.6240530498278,4.48614739946439,4.8818516867933,5.32036007522186,4.56101408188031,5.07512300359844,5.27042524508292,5.75151234493533,4.40856766272875,4.96836934979877,3.9457560198037,5.16927542827056,4.27997600842485,5.27561669498449,5.73113386971767,5.04213031553692,4.53735031814444,3.7692326705772
"RAC2",0.954261508142978,1.08354637862098,1.50722163951644,1.6833791595113,0.868314584838191,1.93394566084617,1.39760057276385,-0.144912004279394,2.02718681235071,1.81005511824678,1.00351390514889,0.903359946361762,1.02805116682558,1.28764970886674,2.06064854035066,1.25617611060752,2.330634719373,2.54046130521105,1.00821898411647,1.1960008363399,-0.468720823221073,-0.0576559729964732,2.54607435186591,2.52795336025767,2.72374832636233,1.46652086664869,2.18809276341708,2.2210931853295
"KRT17",1.4573553760018,-0.204071414228892,0.964980480528094,1.07286142780984,1.21819917576131,0.1929256551337,1.78243157624026,2.34113948632758,0.708868379915235,0.950353810045904,-0.242805108952912,1.49415773763292,0.956725869522656,1.64725489752751,1.08530704321011,0.352307728893764,0.835238571157227,2.2895778800273,5.01654000812339,2.1372418886728,0.949368595835065,1.62956779505764,2.06025368206199,1.24614503817235,2.59294874920958,2.03891430384696,0.734141096951718,1.7699823283345
"EMC4",3.65213252448443,3.28389665961347,4.00920577893216,3.27444762243671,3.76551217419629,3.89046291810563,3.31566349464415,3.61196148396228,3.22494877230311,3.67097104575986,3.54469348054311,3.35054194653856,2.89714062308024,3.67890073814966,3.14494938923666,3.34663587440684,3.95915651397179,3.05544127657851,2.9054763366579,2.88655318057581,3.40270782413407,3.14927629972319,2.73884248358552,3.36640143531191,3.83301830167052,3.24680670130923,3.24430558703378,2.79861894910359
"RNF112",4.99042538533001,4.71326442661686,4.29026238989593,4.22700801122632,3.99816755864337,4.661280104463,4.80196936808323,5.3645139012109,4.54925854886839,5.03441640112959,4.18304440065273,5.07767642559929,4.6696363772828,5.48523493191192,3.65733943739786,5.23984947954893,5.07205757841262,6.22098074538401,4.39127951407297,6.23245285066043,3.66833164928815,5.09992086802219,5.3834220173467,5.63804482193266,5.01663885697443,4.97316049710023,5.36575045908892,5.02474226814939
"SPECC1",6.49678551942575,6.68818748587384,6.9890204793979,6.63976542275635,7.31650941438221,6.17742836402293,6.46557830432524,6.75554941000094,7.40528568749326,6.81450430207416,6.70989404246373,7.12708680926265,7.20865761950622,6.68431315311869,7.17542120009722,7.08073551996939,6.57894497796518,6.96008242027192,7.43975553076833,7.49130538929506,7.66066071996857,7.05777860345605,7.48419953831916,7.4357196363071,6.18628425194462,6.89190517539341,6.92690415769457,6.90417073569029
"DOCK4",7.73138495078882,7.5982120207204,7.47886306252143,7.97304934464758,7.04131027435579,7.89005496822674,7.80816856972834,8.10748928406393,7.77821068099049,8.02808872849436,7.94671777253942,7.68285173691409,7.77568611789869,7.74018625697876,7.36244157349283,7.41822802050391,7.86687962061158,7.50475586211666,7.98424859359511,7.48417059681471,7.79835862272397,7.77543789843191,7.98847103772342,8.05743179105225,7.37281864172184,7.3256758847702,7.50556457906743,7.63659376265411
"POT1",3.742046396884,3.50235515091036,3.78936261486792,3.96223479533801,3.58152387306885,3.9191219134372,3.79049607528157,3.84711837509748,3.68546346096049,3.83185791973748,4.0878579119088,3.46626656786737,3.66254350590214,3.39735064111615,3.37899251979011,3.0239718307521,3.68283650419081,3.02490456115982,3.15804654882461,2.79726025681734,3.3641561047369,2.65403935727324,2.81861598389941,3.22990359500031,3.922257968142,3.24680670130923,3.10569383292409,2.73974566916419
"ATP6V1F",5.28087776026547,3.71721419729697,4.1445099164451,4.76183160478215,4.83949381804126,5.34543560556152,4.35241883045331,5.08202833887005,4.26407344409562,4.57025807647056,4.36185989420489,4.46775010102285,4.15202767139883,5.42019788748969,5.30721717251195,5.30216723434529,5.95248362637012,4.98654846761052,4.931389777958,5.2210136700922,5.26538303171421,5.1763856590649,4.65508319024931,5.22581450354525,6.11025010532578,5.4458130083087,5.60110354144426,5.31926514196535
"LSM8",3.5254050709108,3.91510193402073,4.3191567299909,4.25518947028034,3.69749549214356,3.10126579866358,3.20546557720062,3.51022358581084,3.917622092094,3.70303135619225,4.13306081956188,3.97181728486079,3.4838096802111,3.28494362893282,2.81590599811636,2.62947529430095,3.25170175671688,3.27027565948749,2.9690044920965,2.30858873984387,2.67646926575612,2.96447527995789,2.7056555883553,2.7902725793205,3.32786640794706,3.14596401833935,2.92511210300409,2.93607794287499
"CDHR3",4.66578268785864,3.7901961535116,3.22859823491534,4.13900201692437,2.87516745768368,4.41390923237327,4.11702444228112,4.18751588132512,3.59507937526226,4.26131307166173,4.24906114577225,4.52225280143162,4.36672369927833,3.72271225721868,3.40155676098184,3.96718268482748,3.55293324584949,4.31202048256924,3.97014737374355,4.31306960260022,2.44978288511813,3.97422595301911,3.8344578033102,4.36136247543755,3.5515473352293,3.82486278021289,3.89038600949261,3.52960742894276
"PRKRIP1",4.23195612176353,4.35271660859957,4.60966844606337,4.21270812158893,4.38299607899377,4.36057764714473,5.42310263331137,4.09917270638336,4.92350086420832,4.62148263496066,4.69035892314453,4.68505535960153,4.72970477299031,4.14922462191749,4.17225835151572,4.70662144580544,4.70665053850442,5.43665383138711,4.25136971071955,5.88645294329608,4.41046218081806,5.19750848473149,5.44253106672334,5.93393748748421,4.35866200372361,4.80805564233917,4.8402824452094,5.04007281523674
"VGF",4.52089278294185,3.08554169153371,1.82183139388164,2.70848958463665,5.21522442798415,3.45444925302568,2.81308440398625,4.69376508017262,2.49536208118152,4.30896516472921,3.62825440403077,4.45535359400476,3.61700409583906,6.24775537606814,3.40155676098184,4.22482741778093,4.92734814149341,5.50462552783519,3.76172803402301,8.31998758194819,2.63389226061448,4.46707282093998,3.37775098542693,6.5469233875136,3.79501728898879,4.72309116732211,5.03747704311226,3.80556829994459
"PODXL",5.96457267172204,8.38768553259582,7.62704159001987,7.09245998487146,9.06791151839706,6.78506299550762,6.56821980868792,6.84184370173921,7.13754522842312,7.4701601286539,7.747270314984,7.01646651185628,8.86186918213213,6.8241152409998,9.36860511375566,7.75851997579454,6.26172162828102,6.32595116322227,7.36939608258973,5.46340891999411,7.69018116717918,6.7794178507647,6.56214112778828,6.50925549928654,5.98236008325522,6.99842427042095,7.40138559663936,8.20719201407683
"FOXP2",3.2516663249449,1.48629225312115,2.14596452610334,3.2466434748265,1.88923988475114,2.98679572997758,3.15891630282557,3.58218627422172,3.13157449374622,3.84628462639361,2.76524213714632,3.73595840453295,2.77805697131156,2.93992051180419,1.77979341650993,1.19909113717247,1.68302956967227,3.72122699348758,2.47330404147519,3.36951547222949,2.37419709147879,2.8798940753931,3.18653113286257,2.54158782434947,3.94136108678511,2.57721571068308,2.36057509917956,1.7402558032075
"STRIP2",3.94791029496066,3.96848886822225,3.16635433675493,3.56074942422486,3.95220850977597,4.86060708583243,4.22264228529382,4.97152564688304,2.97910039278834,4.49900050348391,3.86100903195169,3.52676084433851,4.22972299256821,4.13308046502449,2.98978827349343,3.44811872487826,4.98698471904206,4.48651010600725,2.69615699143976,5.31649554475292,2.69729565314663,3.53949615570031,4.32437909653003,4.75577136861716,3.49664287705318,3.35919218135338,3.76549102796092,3.512123601154
"IFT22",3.2037816222854,2.63549559094791,2.38336159775025,3.05154735679498,2.85032454809075,3.10126579866358,3.02257395264057,3.53115322725074,3.08251873497536,2.76512895233237,2.60946065752159,2.98705256672089,2.62543558093373,3.28494362893282,3.17145149291742,2.99071936700881,3.2942911090621,3.17150788793486,2.92162255300763,3.41524745505591,2.89052560856935,3.02874202315579,3.35652630466164,3.04123894152166,3.52224327514714,3.4209222379597,3.35043852055918,2.89619770093085
"MKLN1",8.19344445833022,7.94305337578953,8.32410907556987,7.85140712519414,8.34869896496704,7.89691514271176,7.61747357564749,8.08687501822806,7.845915941173,7.8799475505462,8.35166823660141,8.11444884561482,8.48711039971921,8.0158521584164,7.52155283364437,7.56453154958271,7.22915769058199,6.83804674433344,7.53400960876179,6.82191596504302,7.33238488605548,7.25704902815081,7.29773980574715,6.7172883684285,7.51109123989902,7.62118276730588,7.57288775753763,7.14369145534635
"DNAJB9",4.51305536086913,4.12715136308294,3.38709485933416,4.67583473957593,3.59654048438306,5.29384452577057,3.86488510533242,4.88474784472269,3.70720162250392,4.39489382394631,3.93580389045337,3.88204602441485,3.82155513729978,4.43254670365397,3.15826129520805,3.07245618839403,4.15963208779929,2.76646972661308,3.75273100085212,2.76229720049749,4.31935829603845,2.50386662584647,2.32351784249802,1.77087645129065,4.25559224128722,3.614514243726,3.70275327153892,2.82717849691144
"FLNC",4.91511050691258,5.25884349267514,5.01041648953204,5.02994896289291,4.83949381804126,4.3352819800829,3.96297859419254,3.24479190951186,5.66281127613982,4.77264460324473,5.37554701906274,3.67311320336278,4.49812907036789,3.34224162669414,6.48429975969268,5.86691131592647,5.90860922912919,5.61978504766527,5.78274453341391,5.1840638461755,5.76441955125004,4.56242408812273,4.99089757604687,4.21588498399012,5.54072628407872,5.30089206270863,5.67036679518718,7.25364299729988
"LRRC4",6.07516157462874,6.30184099919892,5.96148020637081,5.5427527593016,6.26641867604545,6.42531682725092,6.38318520120558,6.73652749369973,5.82320674793652,6.03598258088228,5.67749159698307,6.46422911086741,6.48995257706891,6.3136995014283,6.43729690147133,6.71003732862631,6.03170960432711,6.29322694860756,6.89345939488493,6.83529523669362,6.89998353642103,7.2679070296102,6.44511288615445,6.20955773333623,6.15594091674046,6.81516168227519,7.00698204797857,5.90252267783252
"CALU",5.77442049584694,5.55252665179511,5.61629937329693,5.7721594783906,5.88125365642471,6.3734489680722,5.12618121281398,5.80350225921877,5.57686622056231,5.64229037420699,5.58291827916617,5.6589140899469,5.86556066917674,5.05499143097382,5.39978923800725,5.21486873351351,5.43053674104476,4.84514110485472,5.28965386803887,4.62343858547539,6.08201203843413,4.92099752303315,4.71884547629317,4.4471707429728,5.72103629135939,5.2628693091289,5.27162728061696,4.81972945292971
"CCDC136",5.2599571950787,5.68919326829974,4.85137197328249,5.29720552493911,5.12489296154349,5.47462055023034,5.75583181799367,5.83119138314552,5.86973066018198,5.70498170883588,5.3728575812725,5.62610922651111,5.57834077142287,5.56261335342626,4.41339054306926,5.65242948945466,5.40647153390811,6.54352853418973,5.79594296794451,6.44671767720503,5.79614055009083,6.72590409764282,6.61224972624156,6.62584563594464,5.50265085458613,5.4373030419254,5.44694735460982,5.20148938853189
"SMO",3.50183833914098,5.38985237539065,4.56814520974333,4.03718441447123,5.00057349017161,3.18860594214818,3.9147654008008,2.99654087982059,3.57157001197756,3.30377392525713,3.98594476013366,3.8727538539842,4.47916518888253,3.55107151661344,5.73572806600766,5.83447817907093,4.32538659513452,4.24294559036514,5.94161426122144,4.66188741401934,5.12256078339016,5.87844892070598,5.24301613602911,4.90563413949231,3.48367028469011,5.2628693091289,5.39084169608198,5.31674969301481
"IRF5",1.97366165442816,2.66166418937517,3.10130341472878,2.44046793630151,1.9372155819176,1.36249639437657,2.71995714896798,0.651177384211384,2.44450072223747,2.79518460632922,2.69807334947737,2.05039987621843,1.73033399270242,2.35243575819031,3.28503161750899,1.41501342062557,3.02391068228863,2.02736223305685,2.87263146691344,1.74205780393809,2.56757382243346,3.23349679736129,2.92337041178528,2.41397446054808,2.19694020681738,1.43267085093913,2.6371135292794,3.53827052292237
"KLHDC10",6.60397345091959,6.64784700534805,6.46981293544184,6.45772784032508,6.85405938924149,6.87192085046401,6.5604062464741,7.04103579778523,6.34046277625804,6.61410876752564,6.23906804115391,6.49180440426855,6.732118619428,6.44210307316139,6.33843161270452,6.23493030756704,6.09857291223013,6.170725017523,6.74711343316852,5.9807206987221,7.27032478334719,6.30390741354919,6.25461123461006,5.64437721090636,6.44071490839616,5.96708081081558,6.15198619537585,5.65219246089865
"NDUFA5",6.11841985467734,5.07634557286617,5.16563742202048,5.87562638525511,5.24888052103464,6.17267565027214,4.08002741799463,6.02070453560715,5.31544640298478,5.82638295430956,4.70326209912433,5.49295679344824,5.45435653475452,4.71877753083578,4.33349839470718,3.74589546607067,5.30468212480737,4.37390588079825,3.6498733647591,3.74868882806517,4.70080136661262,3.53949615570031,3.35652630466164,3.34323294944724,5.38897081643632,3.56849678602143,4.01826433434435,2.47681330457067
"MRPS12",1.39048450740602,1.36412403153482,2.61072229927963,1.50710766304112,0.765764651762985,1.97819781794232,1.54967508859972,2.11028314477269,1.08599274006427,1.55292626336632,1.58977166121225,1.34085995111331,1.68691670795197,2.29554926293502,2.51845211933172,2.23429278068323,2.25718114079902,1.96438829247428,1.9510693640698,2.29234132506687,1.77328592609275,2.38614373407633,0.800536544185277,2.3378758750568,2.32852081297685,2.46447570831247,2.16500698310798,2.72464414754551
"MYO1B",4.59329868564311,4.69437513314959,5.13346240793713,5.25944355892012,5.77965236421028,4.55572364096516,4.82451298258128,5.47665394644415,4.82255054802049,4.65464901795777,5.31798835586916,4.93764720627753,5.36764827192018,4.33005328331728,4.47851568025292,3.96718268482748,4.4077038465473,3.55307785153453,3.02985281571915,4.74780643984134,3.13909928979798,4.20033316505157,3.65485496542203,4.34978420914063,4.10277920978905,3.79186617445451,4.1881935344387,5.14305399194344
"MTX2",3.4203804742395,2.49702069850019,2.11334272967844,2.58069391115339,2.54443274070501,3.56012845785516,2.37777473879272,3.44554876387535,2.76779294136054,2.68713069716569,2.73204861235249,2.14606260350864,2.45473733550528,2.88313536540159,2.34303786935885,1.80761657518774,3.04276838983043,2.54046130521105,1.78449460123438,2.15532184919122,3.32454585491019,1.89392069626555,1.67078460709977,2.3534201032939,3.81241465779778,2.18839039043852,2.55069270161608,2.67836730799232
"PDE11A",1.58246033659842,1.9355886064336,2.65672554179326,2.53544957756736,2.63449135002372,1.63546601820374,1.78243157624026,1.16121959638097,1.72018644053791,1.40484681657317,3.0064265960747,0.272395187173335,1.8532567443328,1.3998540584297,1.70919231025819,-0.472744273080411,1.84935992178635,1.89853956385725,1.17913269164244,-0.0595483224965231,3.44025611925003,0.81626468650903,1.44809117225762,1.34276179665273,1.32013124484358,1.56355147257952,0.911061332153726,1.44093090700489
"CHN1",8.61626443217861,6.76864747787744,6.37151080411666,6.99137392789726,5.86893796361152,9.18313179237273,7.69700461061054,8.86144903533761,6.70699314236725,8.34716618935529,6.49174520882554,7.67685786934402,7.0949167763934,8.4915410012736,5.98580018741322,6.80874051010386,7.99263065103147,7.98003866200493,6.54828320559007,7.6148592960808,6.54390331001529,6.7794178507647,6.46135895524647,5.96462576416227,8.53655192097618,6.91430745646475,6.89744259080123,5.76536030828453
"GAD1",6.14020828108799,4.68164345715461,4.73289423805507,5.96151613066044,5.61242804901387,7.15217426404771,5.49747466159643,6.56700564468783,4.98262920660963,6.10059131463665,6.24643302887741,5.27397671224356,5.13705845241578,5.63605202251152,3.9981255335451,3.83290332643796,6.73395863208643,5.93651389699149,3.84874086096358,6.37716751375006,3.54737104771101,4.81564742146782,4.2967877243262,6.1507224583323,6.29176246196829,4.12427359647022,4.68259857088734,4.10866672684696
"OSGEPL1",1.9034509613624,1.9355886064336,2.04579918570966,2.51228395071108,1.78821957060164,2.27281215683148,1.87173173488089,1.76637888035785,1.67677604846543,2.2827666088231,2.49539949521142,1.94794057520553,1.68691670795197,1.85837584603316,1.24355717533335,1.0128873096171,2.45785603722221,1.2236859865425,0.224239207450014,0.171204996271756,2.15082855524128,1.14097165393514,0.363271853770985,0.867431853428569,2.32852081297685,1.28872134343686,1.49613236960681,1.32555829310599
"ORMDL1",4.26032337486298,3.75416662064565,4.44901579688647,4.84762416424874,4.12786330605154,5.00127485114108,4.44747191252795,4.28930687668168,4.55526387237067,4.09004506830415,4.9360585125293,4.25536195070594,4.10331929841665,4.50333535256586,3.80851999390474,3.17962558720314,3.6421963585342,3.54592654591295,3.07386192870765,3.04039905031312,4.31935829603845,2.86236607587465,3.56518849073289,3.74199918178936,3.72692515567256,4.19665038518288,3.67850492825351,3.14334330691323
"HAT1",3.85795866771339,3.97893321404645,4.30478189582457,3.97922999426081,4.25634209490767,4.15907447768969,3.29428702302568,3.4782485593274,4.49405518252444,4.13774081567361,4.03440135684353,4.00621799001377,3.8315578403773,3.64514627534379,4.39101206629949,3.54292975590336,3.82397260675416,2.90705853191858,3.37291780267531,3.17940855131832,4.8845407692649,2.73331841921313,2.83405469470849,2.67128196458333,3.51800796475145,3.73050108803899,3.63716274268772,3.55544219516814
"HERC2",8.34654570288742,8.35397886141895,8.6078760488906,8.13109635166419,8.45654142413782,8.46092945212415,8.55649853294112,8.32346812390209,8.26496892599548,8.43330436311052,8.35405656212325,8.38830311926177,8.14303608965695,8.59424613077472,8.43537389977385,8.46824373739618,8.3744018489323,8.74904800761011,8.27873857071913,8.87846951117212,8.27865155756912,8.51688963009884,8.47992818849489,8.94147940158638,8.72644420495072,8.44319749363974,8.64531327215602,8.78272613236065
"SNRPN",7.09028113766312,6.74283373547936,6.31883434112951,6.92604265433652,6.41992943274523,7.62848259915469,6.80296631096362,7.52532505744524,6.74426946670612,6.94758158542657,6.51510561522786,6.64156609454659,6.56531581320744,7.5797003034272,7.54200898321625,7.34693079251346,7.66031057369437,7.40008165277432,7.72033498379621,7.5199330102161,7.61418926920401,7.41642700967444,7.17656460667776,7.39967710626276,7.87811552330054,7.34400245209923,7.47655880822924,6.93647987196647
"PSMG2",3.54859301438172,3.02635179646597,2.88645118492597,3.47946813270026,2.99334362516667,3.7823040737013,3.12299141714187,3.76997978780838,3.04886299579097,3.63818205076563,3.41475028011686,3.07070103765383,2.85852801731264,3.84668838733953,3.00460395667733,2.54035880744871,3.59186703321495,2.70359127686256,2.38289820363653,2.38718950644154,2.81630957353417,2.41046935555362,2.61918642914774,2.15482841387727,3.3423110404411,3.09276997013326,3.19956523712798,3.01267619119104
"TWSG1",4.1784549549053,4.35271660859957,4.67818352498923,4.78617910411717,4.62190517224298,3.77605073943892,3.53200771711138,3.5207263603288,4.48778902525516,3.86056849559263,4.2549155314798,3.90045272180329,4.44699403033212,3.90489745436827,4.52035449451376,3.80447978373571,3.97560643224367,3.35454994105359,4.23853727661001,2.78569979564712,4.31262532823252,3.80104264469549,3.6976813964361,3.09770686058642,4.27077504206262,4.32212993094532,4.0310887091083,4.13746008701907
"ARHGAP22",4.17349137449953,4.94400390074943,4.81125647006064,3.59422963436225,4.36556929296641,3.46225993120103,4.11092378322404,3.59217977975786,4.91885055100995,4.29325536937347,4.65094217907125,3.85398801426116,3.89969970128755,4.22734185186517,4.63429356342339,4.46773060008867,4.03645946754923,4.77041038614866,4.78462791108694,4.29687285623094,5.25136847446214,4.90396478028345,5.28293928966332,4.55193360088442,4.33237115300059,4.47546260435708,4.71474961996571,5.26027028692837
"WDFY4",3.85795866771339,4.42324656145046,5.02802521859617,4.6706128516415,3.55101344471354,3.61721343076849,3.95618885934467,2.45504075856499,4.92350086420832,4.18391006509993,4.71180054616724,4.06451335006951,3.71751788534031,3.91437465917243,4.65322205506525,2.83080084517308,4.87569582074078,4.60822628491142,5.05730175423402,4.0915468523024,2.94378488850018,4.74566993762951,5.48959734699918,5.25300388124702,4.42123294064681,3.31342400015351,4.35557553314474,5.45126695834265
"EIF2AK4",5.74461019500041,5.82564624431517,5.5749693022408,5.91369568244278,5.7430062171874,6.03805039703492,5.84122531063978,6.08226972734361,5.87454176201937,5.83906200805753,5.86715578285367,5.79795013866222,6.00245975464585,5.79327867979213,5.73572806600766,5.81323656540124,5.85981826361284,5.7248455283891,5.90147285656089,6.00958067375819,5.58607375975731,6.06240018570367,5.94729030998535,6.23600445418907,5.909052467732,5.88497698932664,5.57725658924778,5.67200908754623
"MYO5C",5.06468611196383,4.37661176397243,5.07112910245507,4.78134236518314,4.84579176730634,3.8131705192929,5.84674244088669,3.92825208227907,4.74585766291278,4.91972778126783,5.17401933950341,4.90611259267649,5.39825598203817,4.44567841217726,5.11920713737899,4.72695746603192,4.58112253395536,5.0811033206567,5.65818822529637,5.71268306968582,5.43306953194688,5.779194903296,5.46253591189612,6.32246106375521,4.23251417799935,4.18653050610615,4.24433789450496,5.56585579150259
"CGNL1",5.84635786523337,6.78063713057068,7.47646020786241,6.38307123131294,7.99844166318491,5.71749628987166,6.46318573934687,5.44391757446964,6.40838791565355,6.07631839908712,6.71095921007655,6.82619422076792,7.22392709184103,5.4724599609564,8.04270158642888,7.58417203733388,6.43231598153383,5.93788042319296,7.38476465686268,7.0112591207214,7.6148735708176,7.74646843956975,7.462633704856,6.75142230781154,5.57068375440838,7.30594539989789,7.24711678165682,7.8116064733797
"TMOD2",9.45455960422159,9.35682663011776,9.3168015096941,9.32724174869554,9.91447491726898,9.87050368668969,8.92839192470944,10.0958376684423,8.87659524256442,9.67194356133022,9.04545625163361,9.58217451549134,9.57258085162939,9.27327656991288,8.80424236082754,8.78519726060518,8.75005902227192,8.79576827071868,9.01893581422308,8.34457196630385,9.59501359538432,8.96011234232703,8.51985481247258,8.26892323067731,9.35375447731552,8.93176130516671,8.80550371106203,7.75373662619717
