"","01.NX","02.NX","03.NX","04.NX","05.NX","06.NX","07.NX","08.NX","09.NX","10.NX","11.NX","12.NX","13.NX","14.NX","15.NX","16.NX","17.NX","18.NX","19.NX","20.NX","21.NX","22.NX","23.NX","24.NX","25.NX","26.NX","27.NX","28.NX"
"CPSF3",4.09691251190022,3.72963713351823,3.75804990172957,4.19098896139166,3.45540847960013,4.18762398417565,4.11702444228112,3.66972943465775,4.32860661081072,3.96341443581088,4.0812831650888,3.71531269366581,3.17366569480415,3.56317184550629,3.30910175179895,3.33343348499954,3.79830877087403,3.70205375885025,2.73322113977834,3.40772542088707,3.93702686456015,3.26051206156031,3.54656650401253,4.04931138320144,4.03622180131548,3.51288619887698,3.26616599266134,3.39300205252913
"PIGZ",3.69432856062813,3.36576689617915,3.64847547280345,3.54941444032439,4.07523284625624,3.3488639418824,4.37804625996739,3.3188787497041,3.74971931913143,3.65466969815094,3.36148078371721,3.50286665679271,3.85135756373661,4.43912749880477,3.4237735175689,4.73701898151422,5.02066724384396,5.11290686715518,4.15904911962246,4.86229882404799,3.21327213378386,4.57861557411384,4.36214143176478,5.08393669493132,4.38215400950111,4.59122043977845,4.28773144726571,3.92268192662033
"SENP5",6.59472037036434,6.48152416675587,5.89586274917012,6.52726672355849,6.24989207966836,6.89302274331429,6.891042157202,6.99281363028075,6.57725526995296,6.80530343926671,6.51021897075763,6.59993738725123,6.54266069820936,6.57651650251377,5.54621196301347,5.36515153750493,6.171070095068,6.14137084447958,6.06485830181136,6.48206637193397,6.28137866043675,5.82289473846332,6.2094526591333,5.9595561697075,6.35960563714453,5.88654067945283,5.66214621967812,5.51848186039391
"CCDC92",5.15558946582685,6.28299927573305,5.02364314427722,5.14737640332824,6.16681159455096,6.43824510414412,6.23959198829922,6.5440214061188,6.22277223956353,5.90428922858858,5.331902537794,5.66700006405293,6.25187857054599,6.60019862536829,5.31318024538352,6.18067203294339,6.59020554991008,7.46975697284601,6.17166279623885,6.81411297899688,6.3454510018634,7.23423325369107,7.33551878463585,6.4454134586029,5.95598942191198,5.7420063517532,6.91830126942291,6.84604599728047
"C1orf198",6.91252911148469,7.71917460560841,8.03070958569382,7.46996975224072,8.10532788659609,6.97856332733184,6.8440028931983,5.93102745861712,7.02521137272797,6.74498624306441,7.61582453970418,6.88167753698642,7.52448420250062,6.47289544591483,8.0516461285414,7.82606133846591,6.88658932909064,6.82185503385321,7.82865656358487,6.77225716121329,8.43717054210703,7.4622351790963,7.50243137679562,7.08920370132395,6.48424199105216,7.24325176958443,7.22635816307528,7.80174655428538
"TRIM67",2.51881700135291,3.4731001358047,3.18216887861878,3.27444762243671,4.03170084323827,2.27281215683148,2.43749566304378,2.51930076540335,2.88686794610059,2.1953104578554,3.12624308835111,2.32023312661765,2.89714062308024,2.0075147308475,3.29711688277525,2.69287645723913,3.28903569109682,3.53151670288455,3.69753769593712,4.11944418790196,1.9913358092499,2.75247569791954,3.46957755930397,3.32757797213157,2.35725397980737,2.92029888367812,2.76544600312385,2.96206519948141
"HEATR1",5.79718778863347,5.81984799918637,5.68172903033317,5.90926873174422,5.15055759704859,5.70931502063754,5.79821142834594,5.73750014514809,6.02276073776186,5.79511894189537,5.89741276954469,5.653498152486,5.92282451255867,5.63605202251152,4.92260707483512,4.82454786031041,5.24486672554221,4.89945519114504,5.25821127780323,5.38129845806541,4.80041484823231,5.20448125581688,5.30249407509861,5.5929223377453,5.39244541878419,5.09177660216276,4.83663461408098,5.0642678028518
"PTBP3",5.6655062322247,5.49910484581426,5.65080653350197,6.10391350207515,5.69497759663265,6.43824510414412,5.55253008866506,6.33675125455987,5.58569481608606,6.00898599845246,5.80466887566565,5.62610922651111,6.14564091437545,5.48841107733634,5.3338590178777,4.81982198587843,5.26106154517382,5.05615289812609,4.99762424821668,5.29626946655097,4.73141417195515,4.80651088839381,4.68944006460131,5.13878879353689,5.02113494057439,4.90998277297027,4.72267666350683,4.54673609929248
"RAD23B",6.1440193700754,5.76658766169835,5.4885779847815,5.71750340231972,5.4274530717878,6.50215122354062,5.69391968977687,6.2143057490382,5.876941309757,6.23412262786371,5.64887580772965,5.47771454571551,5.55739844165739,5.79070807701157,6.17122261176454,6.15087769335992,6.33239785926168,5.53744699811364,5.84967260638087,6.6940226095507,6.34049483568802,6.14988458258042,5.79389591104253,6.15516387005903,6.32062180409897,6.17074601715652,6.15784489838815,5.75424883761523
"FKBP15",5.84947331222519,5.9423176164175,5.96148020637081,5.98904613204998,5.58257097641506,5.55168699206316,6.06283253694512,5.39051619828942,6.10079331797093,5.79883242057915,5.80865460827228,6.01621307367839,5.87526388120573,5.48841107733634,5.600858785345,5.70463335846244,5.87830878153561,6.03939625415581,5.67018370685184,6.28060659888259,5.45769088212355,6.3087687471207,6.63556521643413,6.75362063015123,5.71549858706098,5.94022871174065,5.67650163237717,5.83381270692459
"CTNNAL1",3.71497261803085,4.11773009585068,2.96168031444497,4.09290038234594,3.35301544074241,4.78477139799209,4.54119177165934,4.2831510753221,3.96350259104258,3.93669772158107,4.17070991565318,4.20441911057504,4.21451506475484,4.12494013066144,3.24815626358041,3.65330153327999,3.44838260806204,4.16573863532551,3.34923796777151,5.82988545046082,3.74034061907838,4.85162570478467,4.81144865668104,4.84369635095754,3.06882862151433,3.70945198697907,3.43005891185674,2.98759261863545
"FAM206A",3.77518942461631,2.85550075906085,2.74455220258352,3.64835920848544,2.79931731270871,3.96382409869685,3.5228466816701,3.67913647725404,3.29839441161181,3.62150379607798,3.56368531438001,3.50286665679271,3.32294364690636,2.76238519571168,2.38893112901164,2.42061614867352,3.57900549614355,3.04533401870577,2.33547806019391,3.13454398291653,2.90849805040477,2.96447527995789,3.1744529934214,3.04123894152166,3.30346591171836,2.84509069184663,2.65379340178761,2.2210931853295
"WDR34",2.73637873149896,2.71261904812053,3.05051500192445,2.51228395071108,3.5198438090274,1.93394566084617,2.39795764936468,2.16487120448783,2.9244714110768,1.97668878236676,2.37154034282608,2.37391126149142,2.85852801731264,3.29948287854566,4.16568201433176,3.96718268482748,2.90527489584254,2.87317474921263,4.07492472022949,3.47405222274391,3.51254230524928,3.87282929100106,2.6887714005407,3.27956722835987,3.00368065483663,3.86982576214668,3.53282239192559,4.13746008701907
"SET",7.0495480330719,7.68609162958645,7.75679537785168,7.21320098405252,7.8220161660807,7.05092202850925,6.74505704272499,7.20793134465564,7.46312385551567,7.3468507486181,7.36286935538157,6.70577018712617,6.93941806469753,6.84408834910506,7.40284636817223,6.883112155733,6.38445430086828,6.35488375425488,6.7538927471041,6.31820546982984,8.91275032509812,6.44158666679518,6.41077493288021,6.294549536277,6.43735476878024,6.36721661014488,6.44336109090312,6.6541525796292
"PPP2R4",6.15161147773898,6.17131579471463,6.33129866413793,6.25808860619033,7.20946986134711,6.53585164984757,6.17673085539723,6.3734307799201,6.03999393288799,6.06402705923674,6.0313511645373,6.22230950818234,6.55025200087684,6.50147313571846,6.98778022347611,7.14543358294743,6.69524947128426,6.2673722617642,7.44255572197829,6.28266421721505,6.77085213986063,7.15366418599858,7.09240712090297,6.50578187187056,6.83176182994313,6.65832654614678,7.26419034243479,6.78820709925729
"GLE1",3.8764032696144,3.89318143315242,3.41413095038354,3.89217825638117,3.94048628331793,4.26110420922017,4.4523053547143,4.01994866373309,3.80116274612487,4.23414338688623,4.24906114577225,3.81570777795315,3.76003723479189,4.23492588221502,4.12558174890717,3.91496093868516,4.36088427430153,4.63543241047746,3.5391155980432,4.08684439557045,3.45255814660654,3.80104264469549,3.90193918452783,4.59507036481167,4.22213755668149,4.25107535328792,4.36066451513343,4.22591735689494
"RAB14",6.85633745876377,6.39642738881909,6.35590882822978,6.74784650234865,6.47378504487603,7.11982423386326,6.25350453415162,7.159186001249,6.29990704906322,6.88345143982669,6.60034779455944,6.3566903049209,6.5623156074993,6.43718047391485,6.26956746555934,5.83447817907093,6.27772938561952,5.83602470568837,6.1461232688653,5.37166499430001,6.70810403074093,5.76982381568141,5.44253106672334,5.3798613530939,6.66413498760283,5.8469307921626,5.91829620703195,5.67790138300782
"CNTRL",5.52643860630823,5.35819850423755,5.49175414201433,5.64214004555579,5.22492083813641,4.86650517256794,5.84674244088669,4.76617205481642,6.26552263773008,5.50126990834688,5.90115066186207,5.67771134437104,5.71699649810834,4.7822660819054,5.00227616518079,5.15609144093099,4.59396529530015,5.6350295939198,5.99980684657778,6.4558643408657,6.15722228798863,6.52889249236971,6.57598061614183,6.329355379533,4.41896325011995,4.81464146535896,4.67035477192164,4.94228626622744
"TRIM32",4.31543746879533,3.81372547180371,3.21328720743057,3.08333350871038,0.262118804601001,2.94281056404233,3.46662416694945,4.70762109636828,3.6182117774618,4.07787061356007,4.02072188998024,3.72567248013193,3.72826578031083,4.09191155345627,3.44565332981927,3.19430573896835,2.86345796505599,3.98717983941199,3.13052723807003,3.15265757385773,2.75802950973253,3.07513043395741,2.67168727096744,3.30377230679288,3.42153967529693,3.80515551494085,3.95910068005529,3.57241188340755
"FBXW2",6.38099005465688,6.55840198086807,6.63835449038058,6.24760612715045,6.63882799409803,6.53492607903017,6.37938357156238,6.56192958726889,6.15518511033061,6.44075542143694,6.52966701547366,6.55707171014024,6.39027379065645,6.17274118249887,6.23228954280595,6.20262081570998,6.06591273238815,5.76850834403829,5.82627771136102,5.19939325881431,6.49418929044328,5.46472534655793,5.88380092086527,5.47885130794916,6.3010357620638,5.99344224493197,6.01829267500849,6.0476259074025
"PHF19",4.57459401471688,5.00148267275123,5.56896715204577,4.50446173580366,5.78621643333001,3.95277773420831,4.65037947335611,3.65072931037919,5.35385198328554,4.47599089579575,5.26094953248956,4.78255113472887,5.19631810602058,4.38562095813296,5.75118462616337,5.6813750862688,4.87919744120243,4.9786032034962,6.01869419755377,5.38129845806541,5.44850704670324,5.91928411619382,5.71687417441954,5.38931779849354,4.82080276011002,5.27724553086881,5.64138748426609,5.4897390562767
"NEK6",5.57618132078237,6.07480717121487,6.83498390843881,6.2192746779386,7.35454869531626,5.52023063666898,5.7616846852296,5.35280516666883,5.93566846753,5.31933107645145,6.20469625752192,6.23867791046592,6.83514480341714,5.74097566574398,6.94809332646365,6.95167865644846,6.200059078784,5.5229517826086,6.71504847835067,6.43010611248202,6.8543527534776,6.924773713777,6.87174519896196,6.37766506703401,5.64150458888669,6.9647716996647,6.57944725858153,6.87112142898647
"BSPRY",1.08688884664358,1.84713957801303,1.78087412875106,1.45945620117879,2.02863074412848,1.74196964547677,2.35730546390513,1.57808405503694,1.43766068623235,1.40484681657317,2.03297371358424,2.32023312661765,1.6421521482588,2.04250915001519,1.70919231025819,1.46429721399393,2.14530220364638,1.39265815761721,2.10038665376569,1.90051551896374,1.77328592609275,1.89392069626555,2.00676239811017,1.59896234605761,2.54379898087797,1.89717962853135,1.45865195193214,1.67889960950188
"PPP6C",5.33300257190769,5.26738947200568,5.98421006375188,5.84350289923026,5.60502150915681,5.86619834576654,5.1737813418381,5.92905754258481,5.46648096032769,5.66688218612241,5.72255064079595,4.75752628769578,5.34338505988604,5.38313701957185,5.50251995666298,4.95957177450442,5.55507128186098,4.94365894046738,5.31432368054575,4.79758004497579,5.73198538255712,4.97092144695927,4.85750245662583,4.39929905793776,5.71457356624161,5.49993690138728,5.27970971546717,5.16279661629766
"NDUFA8",4.62273071915117,3.4731001358047,3.71521354222344,4.20550467082687,3.83046602798802,4.69149763652817,3.84296835200734,4.52665890988203,3.66339273697947,4.12596389044805,3.57308829256059,3.73595840453295,3.70668931854544,3.98803114582778,3.79153463193796,3.86077767961764,4.69477669981044,4.00293343273402,3.6498733647591,4.07264435413702,3.99705005496515,3.4484506697444,3.46957755930397,3.65686445466439,4.89453379900548,4.42470622580154,4.05011402544728,3.52960742894276
"HDHD3",3.04978245680008,3.53102870329673,3.1503645158157,3.01904506920549,2.71925694527204,2.10335006568536,2.22798801818018,1.76637888035785,1.84309076580145,2.57032385334953,2.89086854992795,2.42566363934133,3.14186285017721,2.07667479788818,3.07648260163086,3.35971854090173,3.03022401247585,2.56896297884814,2.26129075986385,2.54637118304382,3.38997137329905,1.89392069626555,2.46905842536019,2.59487254033696,2.08687105184043,3.21728704519652,2.68658552335434,3.06157171559343
"RBM18",4.75487545740838,3.94737056790134,4.24580596803201,4.79099968170289,4.13816285981015,5.0820668827066,3.63762938806648,5.35574127109621,4.30028095880007,4.30374755067416,4.46142083824654,4.33871378448818,4.21451506475484,4.62953152416565,3.69436282456132,3.87906580712492,4.2889934111276,4.08416510818629,3.9308028905592,3.95886915571881,3.99705005496515,3.75429161503102,3.37775098542693,3.37404231366029,4.37514648599896,3.73050108803899,3.73446315355443,3.49442528721402
"HSDL2",5.60042396465977,5.7268610400555,6.08858971316427,6.11164108409655,6.273443956562,5.33483854712528,5.25900763204712,4.82243914418749,5.0003455355143,4.99611294059722,6.04661917553847,5.36956347934039,5.89208903376408,4.83810717202381,5.83231899624025,5.75748744823193,5.71645557539946,4.10377796366193,5.60168687647493,4.79758004497579,6.17959664416716,5.39329154085473,5.24012175789057,4.93692386879894,5.23363135037759,5.88966298437344,5.67036679518718,4.94554634516838
"MAPKAP1",5.99864842060616,6.67218639700558,6.55122540173381,5.871080876262,6.98821132695656,5.87792515365476,6.18691652224669,5.9907977746732,5.90777759388404,5.984738589297,6.19254628122383,5.43731418520432,6.33333364987957,6.30651947432949,6.35442332444962,5.89863132780867,5.84556944913825,5.98093953951155,6.95652810375591,6.22176851688443,5.7619503394919,6.89921617356041,6.63004798990034,6.13619270717372,5.73204833652862,6.46360373213699,6.4240442885281,5.99195433679395
"NR4A3",3.06057656510728,2.92196319969634,2.26954055678519,2.82588039095961,3.123454748518,5.69447079529725,2.85748663719296,3.57212306082574,3.19449059423485,3.84628462639361,2.90582972437267,3.50286665679271,3.89969970128755,3.34224162669414,3.78296636703996,2.95668235364825,3.93916578029005,2.70359127686256,4.14536463771742,5.0575912357321,5.63546963006146,3.21979706272879,3.47942887614412,3.79418963333251,2.97924161913333,3.03753925381217,3.67850492825351,2.92290663950365
"INVS",5.05662118194704,5.00659621924678,4.62710467141665,4.89764716727364,4.34792942659172,4.39362972204158,5.44509230048175,4.65138021720666,5.35729322985956,5.05008082465017,5.21663996713292,4.9944432824867,5.1085482677472,4.71335851299889,4.54082752249878,5.10262049685358,4.55289803370147,5.51381775435117,5.25183968290412,5.45613447234749,4.61584173077645,5.19400942064755,5.64210059113931,5.74945061611005,4.55126703551534,4.76789658898187,4.9658151085208,4.94554634516838
"GALNT12",1.128520254242,0.632769135491808,1.34809615822434,2.60279487798524,1.36573586440423,1.18507481984498,2.25036201079375,0.5725962215026,1.88183733870531,2.10220863574674,1.73087504654201,1.39378989478103,0.535119526743125,1.3998540584297,1.08530704321011,-0.1425305187499,1.43915140242616,1.78163761492926,-0.000709994677877596,1.32938152393341,1.14397719607376,1.45345948967721,1.03235106379238,2.06327142350928,1.98007485168643,1.32607749235575,1.0686362938274,2.40284494517706
"DENND1A",6.04286579524512,6.56187989697064,6.48583011086653,6.00780221613869,6.80964448155872,5.79993955129125,6.67235072927856,6.33972017982351,5.82569314050073,6.24505213579764,6.17103445176632,6.67268728499861,6.73744846240783,6.41732037434159,6.77203305120446,7.07181942428964,6.35520758127762,6.70231612342166,7.20184677235855,6.51043719114186,6.46260517932663,7.16085158121292,7.15367567969545,6.45625192303886,6.39813996380595,6.97509713693411,7.11482462776555,6.57005049211726
"ALG2",3.8266837611172,2.92196319969634,3.21328720743057,3.63769454959983,2.85032454809075,4.29648691452514,3.5411109473403,4.2831510753221,3.74971931913143,3.97658952099661,3.69867374580505,3.59615693913667,3.47106844146486,3.91437465917243,2.71141443405838,3.20883801619915,3.19663375069633,3.47239342642445,2.59910358312393,2.88655318057581,1.14397719607376,2.63351967171327,2.52720237097483,3.15204759069822,3.85333183583518,3.23703377541037,3.43970946062,3.43071334625353
"CSF3R",3.23270273598549,2.63549559094791,3.93647699552435,2.89914914970584,3.35301544074241,2.51734580784685,3.22818884114854,-0.144912004279394,3.22494877230311,3.64644942768933,3.78212347671168,3.29597044464994,3.04201832598326,2.26624213349454,4.6765386905729,3.07245618839403,4.02385987260082,3.22621754754741,4.78462791108694,3.93290167524344,2.99514782007007,4.15065577156918,4.75173375844644,4.59833576244089,3.63213533071526,2.88318481091367,3.90439326642671,4.71664489895595
"KDSR",5.34187858739135,5.7453324275203,5.71200262344725,5.20630336236965,5.58633707727483,4.92419660793523,4.76359573895745,4.76175154002985,4.99151456550785,5.17249108587855,5.45906414169929,4.96413888267597,5.31870679948573,4.58274903311671,5.20188161488767,5.14857300269077,4.92396159569883,4.42936455462726,4.89505330397668,3.90645821834203,6.26751937353704,4.3835218688057,4.55148980044186,3.81679284785983,4.87148009808107,5.09718885776177,4.99228767612724,5.04615970897148
"VPS4B",4.85747467821123,4.87857232262455,4.92840414812876,5.20990759024673,4.7279949303012,4.49229145028858,4.8936622515347,4.48971394575802,5.17039947509537,4.66282283256538,5.04142944211397,4.78750443319843,4.28900055171185,4.62376600492932,4.48908968366351,4.05827332071607,4.54630551767002,4.55934498950368,4.14536463771742,4.16030408258801,5.10707998057773,4.28170625944287,4.15646650640359,4.2944886295579,4.73217198696211,4.23643463056125,4.12977546023059,4.39760854076163
"C19orf25",3.62330021169779,3.7782860071089,3.64847547280345,3.03538774103706,5.28176932937191,2.75209184949305,2.94239037141256,3.5207263603288,3.92691566177651,3.18393872402753,3.63724710214772,3.51486321750569,4.26705589553866,2.97657238479516,4.76185652175188,4.26014156737937,2.65865549755326,3.62270636444082,4.82810514261345,4.12404174456448,4.37858145408763,4.75519871717129,4.93829591159554,4.22436364040322,2.88372104522833,3.86982576214668,4.53735031814444,4.54243639712802
"ZBTB45",3.15425284666509,3.80200878040793,3.37338441309087,3.20390596002335,3.79184566955571,2.85060044933768,3.5857849251158,3.55178357245661,3.44790861743558,3.05324046763256,3.20092689457641,3.51486321750569,3.22009289403551,3.43734347245259,4.49958675015602,5.12194555896837,3.41981497019295,3.82531007559978,4.49742725995016,4.12404174456448,3.77013431271857,4.49008196973207,4.33526957055839,4.37665702322635,3.64384446481636,4.73702624592044,4.30367333563844,4.0969865278877
"YLPM1",7.7109760723211,7.01943181803896,7.8945552934504,7.37444246899234,7.47421790259658,7.49207237177778,8.1701643456456,7.79401347061232,7.98198589715352,7.6407315479624,7.84850331380743,8.16765944842877,7.63855369635827,7.36926108349781,7.32972397137177,7.80708429092468,7.68052019828379,8.1429365664297,7.84356357998256,8.53483606224799,8.35599993446475,8.5473740739477,8.77636361410853,8.87572147428201,7.54687018631318,7.80232825398447,7.6027246556419,7.75047843651519
"DCAF4",3.39501842324345,2.68736656776813,2.04579918570966,2.58069391115339,1.62204462908523,3.09122671975335,3.00951569464578,2.90329485789516,3.34073155334442,3.11412011670662,2.69807334947737,2.6812239693518,3.4838096802111,3.57517152876438,2.38893112901164,2.90407209625146,3.39067020066871,3.89450653177774,2.78709090472322,3.25680817025936,2.37419709147879,3.10524758064687,3.63736197178293,3.61878186967738,3.6044386802965,3.14596401833935,2.825570671111,2.59777944514472
"FCF1",3.72178884306815,3.7782860071089,3.63704602207193,3.01904506920549,3.83046602798802,3.19799189173219,3.32623411588032,3.0115123465544,2.44450072223747,3.10214797636835,3.45599352949378,3.02109613195205,3.17366569480415,3.01231613508735,3.24815626358041,3.20883801619915,3.42461569987644,1.42420124345793,3.22463231086668,2.80872881875384,2.94378488850018,2.86236607587465,3.16227288236314,2.6207946111559,3.47057998465073,3.44659026971779,2.88328955623017,1.54775644472359
"PGF",0.325971220013188,4.17335636054149,1.69529710689564,1.59793389086829,3.53551280329601,1.42777531277914,0.314339921631659,1.21394815216189,2.36467994754947,1.40484681657317,1.66204775110492,1.98290845021322,2.3191251369745,2.07667479788818,2.38893112901164,2.65092009331227,1.19128103969173,1.29366703561659,1.63583398446518,0.0215401603255545,2.47412302614453,1.45345948967721,1.44809117225762,0.778108759308928,1.01818254498173,1.32607749235575,2.09344677968721,3.31448679939377
"IFI27L2",2.92539014650453,2.68736656776813,2.80708239137367,3.23253784014778,3.05986546782025,2.21850682256699,2.35730546390513,1.61776044971631,2.15922354808935,2.07796314570549,2.51504698014967,2.23577463008243,2.50560342520098,2.93992051180419,3.85830821307148,4.01757998954988,3.94586018340693,2.70359127686256,3.9623638478463,3.76054846732305,4.21490760288515,3.95781370695811,3.41928594701196,3.70005971169729,3.13116136284899,3.57626901768344,4.22772280644039,4.07333855163496
"BBOF1",3.01690694095707,2.55401527036716,2.17786496902996,2.60279487798524,1.88923988475114,2.35901155091557,2.68752918008382,2.34113948632758,2.6825734654123,2.2827666088231,2.43479871513347,2.34732182893039,2.5786902169946,2.1426705742514,1.47394195974503,1.72913885184254,1.7457543716417,2.91817855763986,2.10038665376569,2.0039101493483,2.32151281422932,2.14651339265612,2.61918642914774,2.3378758750568,2.01655907751126,1.49959483171036,1.9387079421718,1.51301945791194
"NEK9",6.50865834601326,6.74130079988528,6.0503268446957,6.75279665766545,5.80573132697995,6.08053457306328,6.57930913919121,5.88095415564883,6.73636236491951,6.45141135958187,6.68300600762571,6.58578987253874,5.9063560473676,6.3525633491578,6.51954085911021,6.45509562543962,6.40099131085038,6.58511174086637,6.4361442494776,6.35582686382553,6.13830821453426,6.32645478784274,6.08754232182451,6.20848971360877,6.19360544650442,6.43396817753085,6.34151021185581,6.59101974836793
"ACYP1",2.60981496835196,2.01892681186456,1.78087412875106,2.46480599189468,1.29385267212746,1.8411485242689,1.81281662139046,2.0821944994789,2.28018289586396,2.5172158056552,2.37154034282608,2.05039987621843,2.79859943061852,2.26624213349454,1.24355717533335,1.64614538778704,2.20232590702886,2.43602292783662,1.17913269164244,1.42190098570838,0.457640478451387,0.955031997721128,1.44809117225762,1.43331229686876,2.19694020681738,1.82072374925192,1.91122413418974,2.54717347855844
"IFT43",3.09248262476599,2.66166418937517,3.33145352617721,3.51486514660632,2.89958980922879,3.03995593694595,3.35748907019012,2.87082369789179,3.16337548913385,2.97662260887883,2.99247798841084,3.08686409191464,3.2047825702299,3.14704324596943,2.98978827349343,3.07245618839403,3.06753458777889,3.85454630902725,3.19836562454556,3.65649065290019,3.0768868650769,3.6457738688673,3.25695053418193,3.788483059744,2.83006693792734,3.55282556942636,2.9387878004352,3.27356639337669
"NPC2",3.18417367936499,3.14239858686863,4.25331115752962,3.87411935963865,3.38796017087953,3.47002855036196,2.45686561964417,2.41055343211254,2.99685984269602,2.67101194056323,3.24865120015607,2.76397028543216,2.53037937166026,2.04250915001519,4.49958675015602,3.54292975590336,4.56816441969602,2.79087331866482,3.22463231086668,2.66469514379462,4.24350880457789,2.52630086131134,3.39866793417777,3.12513306110331,4.14458845582163,4.14009149760196,3.952374632896,4.45820865347085
"DNAL1",5.71587893265595,5.7268610400555,3.74745946068045,3.69024655314313,5.55208291995212,5.88229824783772,5.37300247196951,5.98890785642417,5.23916019921973,5.07479542395431,5.54280348156794,3.82537348132094,3.96476770269419,5.44982789364704,4.40224469493559,3.51980471221091,5.04269316439248,3.70205375885025,2.95338278173456,3.000950754095,3.32454585491019,4.94200950322065,4.75579257451326,4.54856134444001,5.18904089156456,2.71031522321001,4.28237809622934,2.2210931853295
"IRF2BPL",4.89112282646342,5.50272850523085,5.43017795414958,4.83367503306288,5.47698202341058,5.23351011194916,5.06753730969208,5.15125822844227,4.771877592105,5.21480147329497,4.9177234340039,4.9465319256107,5.05832335567186,5.90920460013166,6.48562045305951,6.42273565455565,5.71841175106497,5.46915095858991,6.07932419904849,6.24200156231977,6.53958503994239,5.84314155816505,5.4847146918162,5.92746109848619,5.15807582269029,6.11714316050127,6.21515942426389,6.41758192265775
"ACOT2",1.61211204767977,1.54370388492386,2.4370726926298,1.87717107557078,2.60509206007853,2.16207712414264,2.18217137128653,1.99449025716666,1.76232868830636,2.10220863574674,2.43479871513347,1.54183911352395,1.92974712819812,2.78322518358489,1.59635691386658,3.19430573896835,2.44845832249887,3.64295608047201,1.9192575996288,1.98381554281085,2.94378488850018,2.91432385857706,1.67078460709977,2.44332444271065,1.58596759767066,1.96978682146546,2.36057509917956,2.97488536941643
"LTBP2",1.75186459651382,1.97785938611997,2.63390727604549,3.27444762243671,2.77312108712881,0.69523845592303,1.22758628836042,1.53728556464415,2.47015552598787,2.78023504656469,2.55355700907058,1.39378989478103,2.26109747736602,2.51076027531938,3.51972064813682,3.00744140064718,2.99837740478011,2.43602292783662,3.55989616118427,2.62632207349807,2.63389226061448,2.77138192077386,2.46905842536019,2.06327142350928,2.14295507856564,2.51387539611972,3.10569383292409,4.6179360275065
"AREL1",5.41729909399447,5.05675889102865,5.47900734161206,5.5427527593016,5.79275077203316,5.89965926070205,5.80578482510071,5.85628731671197,5.49487912687197,5.47829675653389,5.46665156544221,5.5494517091662,5.67316977890684,5.72221224367512,5.47618676639696,5.33234490393182,5.18529519975808,5.42500721968602,6.01493645699962,5.52380411670835,5.78158670511436,5.32774705798165,5.33812153831074,5.38743146165314,5.58796009953332,5.36735343724687,5.62032568833874,5.36137008013552
"MLH3",4.22717354028388,4.30370516769388,5.37276335701297,4.19098896139166,5.19563388017063,3.61721343076849,6.58811963777627,3.9517283815623,5.67665054546628,4.24507273815016,4.34549212410343,4.77259322453261,4.1599882186735,5.6894674886278,3.46720626557928,3.72582650192999,3.77594188611001,3.94973835643537,4.14536463771742,4.65872219388696,4.54866858372693,5.81835659526896,4.63759298050832,3.74199918178936,3.75598817694177,3.69524667718494,3.15339288818451,4.07333855163496
"TTLL5",5.47693528182241,5.69237008632214,5.45642579625927,5.38271799152402,5.24888052103464,5.50329538076745,5.86316835896476,5.42726654835475,6.03140306678932,5.51713618802419,5.63995552670297,5.74546087722118,5.4800204588251,5.43673407196788,4.93426129122524,5.70463335846244,5.03643428294601,6.04447957634673,5.54027030077821,6.37137857287621,5.8690820046067,6.15168951053641,6.27455111525821,6.51962648025145,5.32858507932239,5.38072994112683,5.17671455573173,5.16838809650662
"FLVCR2",0.99983884951439,2.31113784691916,3.28826737401086,2.64600632243645,3.56634931253465,1.81698564917056,2.03528555711195,0.864100830656251,1.99219911291947,2.26139455571279,2.74874083721334,1.63271969219359,2.93474667376179,0.723781764168543,2.7819094920447,2.29002797739365,1.99848083312843,1.73208888468944,2.76935687832928,2.11893247013141,1.08197934051478,1.19798222647163,1.80218616597405,2.63358305216955,2.28929747899576,1.46652086664869,2.75001499426274,2.30470993318682
"ABCD4",5.17061359524298,5.87959755004035,5.51379358289267,5.33400424556548,5.3630505593535,5.1681561585198,5.78294431194207,6.06980751270063,5.65164347509976,5.46199507698469,5.37823145259438,5.74291311460169,5.29359904352771,5.58948393737277,4.94582211774647,5.65242948945466,5.3720912610004,6.25207357854341,5.04261220740613,5.27575578901099,5.01468989177444,5.67511667307468,5.80568996789941,5.93393748748421,5.60802383524434,5.38737196920201,5.19107001632013,5.99353013326024
"DLST",4.96766751533715,5.38593341475782,5.29853187038139,5.0820116265765,5.30481060789953,5.0744430840891,4.8936622515347,4.7439327753066,5.02651867043714,4.8498508107309,5.01752230171616,5.09775546787352,4.99297887145614,5.12604806959605,5.67913362106773,5.53911604049677,5.53412259943393,5.36125237149139,5.65094276831759,5.36585388731094,5.55217785205203,5.56294222276145,5.09708759510608,5.30988117880027,5.57170575714341,5.42874258014815,5.47067665539028,4.72425740088168
"PPP4R4",5.37035419942717,4.53363625571438,3.879418515628,4.66537199420942,4.69349129001324,6.41529256144035,5.28903743975936,5.93102745861712,4.19651792515219,5.74017089668024,4.76610168578495,5.22003921563934,5.07946329389412,5.37629518694951,3.32098787889529,4.32827784251099,5.27707658778231,4.63543241047746,4.03094851453099,4.89763436268803,3.57013168988084,4.56784146615924,4.67665192593749,5.33358707769513,5.3854878256116,4.08667641409644,4.9624716199859,3.1880698440849
