SYMBOL,logFC,SE,P.Value,acc,region
AKT2,0.307009199041865,0.1304107982260495,0.0255991650549356,GSE278723_CA1,hippocampus_CA1
AKT3,-0.740146063549989,0.1361866917061213,7.74066533106857e-6,GSE278723_CA1,hippocampus_CA1
ALCAM,-0.538939542196892,0.2066739818770357,0.0142920396362868,GSE278723_CA1,hippocampus_CA1
ALDH16A1,0.727266260508544,0.2106024282341875,0.00173383972830292,GSE278723_CA1,hippocampus_CA1
ALDH1A1,0.714843745665011,0.2534043267302179,0.0085798614742081,GSE278723_CA1,hippocampus_CA1
ALDH1L1,0.793579829880432,0.18084690864861258,1.3993283226284e-4,GSE278723_CA1,hippocampus_CA1
ALDH1L2,-0.698494674438086,0.26662529917581596,0.0138912588631994,GSE278723_CA1,hippocampus_CA1
ALDH2,0.679967851842943,0.112327817313012,1.41342818722236e-6,GSE278723_CA1,hippocampus_CA1
ALDH3B1,0.891303753701363,0.2759254407719265,0.00308687397586755,GSE278723_CA1,hippocampus_CA1
ALDH4A1,1.00392188730268,0.3304458901286229,0.00502049109063446,GSE278723_CA1,hippocampus_CA1
ALDH7A1,0.338564911041445,0.15394456312363908,0.0360404626474361,GSE278723_CA1,hippocampus_CA1
ALDOA,0.710289345289898,0.15468030500767294,7.98018940377348e-5,GSE278723_CA1,hippocampus_CA1
ALDOC,0.826459712506243,0.15535677364533948,1.06403811351571e-5,GSE278723_CA1,hippocampus_CA1
ALG11,-0.301159192040584,0.137578779906564,0.0368524033470198,GSE278723_CA1,hippocampus_CA1
ALG13,-0.623077195564363,0.1607832586015168,5.6554487284221e-4,GSE278723_CA1,hippocampus_CA1
ALG14,-0.491223367408758,0.15482492124863054,0.00357411407321978,GSE278723_CA1,hippocampus_CA1
ALG3,0.621212075256144,0.14541832876602911,1.9249628265354e-4,GSE278723_CA1,hippocampus_CA1
ALG6,-0.584067628701079,0.27715402898523417,0.0439090425129635,GSE278723_CA1,hippocampus_CA1
ALG8,-0.583453698276006,0.14384604537326137,3.4680837177913e-4,GSE278723_CA1,hippocampus_CA1
