SYMBOL,max_loo_p,min_loo_p
DGKE,0.036011926770785435,1.0251135736442231e-4
DGKI,1.3675358369683835e-4,5.975654732427358e-6
DHRS11,0.5075843600586616,2.97112502054946e-12
DHRS7B,9.032587058314572e-4,1.2883096570615659e-8
DHX34,2.324553500532549e-7,9.617857891303982e-11
DHX35,6.760864300122844e-5,1.3046588835833344e-7
DHX36,9.819270511344367e-6,4.3654294937855486e-33
DHX57,1.5065963874509095e-6,4.250687737511103e-10
DIO2,0.0015365495654077416,1.768576480428425e-4
DISC1,0.0025461801235327586,9.346386070567694e-8
DLAT,0.004035958479126181,3.0956060013655774e-5
DLD,1.6144762774617872e-5,1.0257926660965112e-19
DLG2,8.811973136973629e-4,1.9312128715698198e-8
DLG5,1.5061286737734377e-8,1.5865270264362263e-18
DMKN,0.9973313857560031,1.792627465403421e-5
DMPK,0.03468213513484155,4.545353207844111e-17
DMXL2,1.5032673719847762e-9,5.639379128490464e-13
DNA2,0.9781385574520769,8.49863003132692e-4
DNAH1,0.9583568902002196,1.9720381724240367e-8
DNAH11,0.8911226827839449,8.705847092224513e-4
DNAH6,0.9648357665564126,1.2547942309839667e-7
DNAJA2,6.7763327486771e-4,7.6979570602698e-10
DNAJB14,0.07038589929424262,1.5734193909961664e-5
DNAJB9,0.05404458708491641,1.530252335169651e-4
DNAJC30,0.9583120277003154,2.592964146543288e-5
DNAJC5G,0.5689699502867008,1.0022891396389758e-12
DNAJC6,6.460734997981654e-4,1.4896576559488687e-4
DNAL4,0.8058548435682483,1.4123886563836211e-8
DNALI1,1.0948624575401123e-4,2.9509318566005867e-7
DNM1L,6.514330804203042e-7,1.3851541729134749e-12
DNM2,1.9489785578728663e-4,2.0054783781792298e-11
DOCK11,0.767688543391484,1.4541848102328454e-5
DOK1,5.1476512990625524e-5,2.248776923997973e-8
DOK3,1.7002146030981122e-6,1.4605116602306594e-9
DOLK,0.8191917773269717,5.775608146314619e-6
DOT1L,5.077196225686791e-7,8.922797744574504e-14
DPH2,0.9798262576496536,1.5093894894797754e-7
DPH6,6.986206749027751e-4,3.107528708911324e-13
DPP10,3.312611404666368e-6,5.108724123963491e-9
DPP6,4.970083464560503e-5,3.1692512777375197e-7
DPP8,0.018448876139999366,1.6267142112623784e-6
DPY19L2,0.11032690204140505,0.0020953116481500726
DSN1,0.02805828367989513,7.02688879075798e-8
DTD1,0.929107871747424,2.6923954766828106e-4
DTX3L,0.9295471440892636,4.2348290944132784e-4
