SYMBOL,k,meta_logFC,meta_se,meta_z,meta_p,ci_lb,ci_ub,tau2,I2,meta_FDR
SMIM14,3,-0.6515407149569473,0.05643680512602965,-11.544606635722639,7.860023926045853e-31,-0.762154820406471,-0.5409266095074237,0,0,1.63016896226191e-27
CHML,4,-0.7544407569081075,0.0678200956191379,-11.124147644156588,9.571632769089796e-29,-0.8873657017496805,-0.6215158120665345,0,0,8.404890223570848e-26
PPP1R2,3,-0.6061607305910586,0.05459530551441496,-11.102799496762815,1.2157507555791968e-28,-0.7131655631242729,-0.49915589805784427,0,0,8.404890223570848e-26
UBLCP1,5,-0.654773004876338,0.060819524688504774,-10.765835613314055,4.9906737756269804e-27,-0.773977082822652,-0.5355689269300241,0,0,2.587664352662589e-24
DYNC2LI1,4,-0.6288059400696807,0.05874755758455527,-10.703524808918928,9.797874669918426e-27,-0.743949037115102,-0.5136628430242595,0,0,4.0641584130821635e-24
MAK16,3,-0.6634049424881725,0.062299074946735415,-10.648712570056164,1.7679312919216346e-26,-0.7855088856539355,-0.5413009993224095,0,0,6.1111491657424504e-24
VPS4B,3,-0.4788566152510774,0.046304301048586224,-10.341514814112458,4.572517696937766e-25,-0.5696113776356067,-0.3881018528665482,0,0,1.354771671921275e-22
TTC19,3,-0.453360856669353,0.044025665158821066,-10.2976492242393,7.2204185499662895e-25,-0.5396495747760621,-0.36707213856264387,0,0,1.8718935090787605e-22
LRP4,4,0.6561353236019631,0.0640105613398003,10.250422896916437,1.1782688195627633e-24,0.5306769287457627,0.7815937184581636,0,0,2.6005534687540214e-22
CD37,3,0.8183069918393246,0.07987839607422309,10.244409402999942,1.2538830611157288e-24,0.6617482123910218,0.9748657712876275,0,0,2.6005534687540214e-22
NDUFA9,3,-0.3905503929051297,0.03829096903029861,-10.199543202891984,1.9920721182290175e-24,-0.46559931313765357,-0.31550147267260586,0,0,3.7559614301881654e-22
SMOX,3,0.8235541652056204,0.08310399476656448,9.909922712126516,3.7693764869909674e-23,0.660673328491749,0.9864350019194918,0,0,6.514739028349389e-21
GSTA4,4,-0.5640541535697714,0.05699761365087673,-9.896101212670597,4.3282038852271644e-23,-0.6757674235302183,-0.45234088360932445,0,0,6.905149890739339e-21
EMP3,4,0.6956985571457798,0.07075108870063972,9.83304384317537,8.112887698812636e-23,0.5570289714255272,0.8343681428660323,0,0,1.1535212524362458e-20
ARHGEF40,4,0.5164980373761983,0.05254180123687259,9.830230886978656,8.342728440956453e-23,0.41351799926906596,0.6194780754833306,0,0,1.1535212524362458e-20
STAU2,3,-0.5137338152175454,0.05241216356511241,-9.801805158822077,1.1059130975643516e-22,-0.6164597681569881,-0.4110078622781026,0,0,1.4335398527177907e-20
ID3,4,0.7465833430528129,0.07642136699740588,9.769301078822048,1.5250045004277058e-22,0.5968002160885795,0.8963664700170464,0,0,1.8605054905218012e-20
EHMT1,3,0.4230622078167296,0.043401653260428476,9.747605817644214,1.888699261695265e-22,0.33799653055679435,0.5081278850766648,0,0,2.176201260419989e-20
FAM162A,3,-0.5497738225022545,0.05664276196807946,-9.705985432208882,2.843154817784226e-22,-0.6607915959445653,-0.43875604905994364,0.001376933107628202,13.631785235223294,3.1035279432023606e-20
HSPB1,4,0.9528414575370784,0.09960863707008508,9.56585177314147,1.1128131659095339e-21,0.7576121163305903,1.1480707987435665,0,0,1.1539872530481867e-19
SEH1L,4,-0.5214665838937784,0.05484922489447563,-9.507273528423191,1.957250338352928e-21,-0.6289690892668884,-0.41396407852066847,3.6238214979958356e-5,0.27407434935685954,1.9330177151161775e-19
CREBBP,3,0.3778928878969771,0.03989657378285461,9.471813042236098,2.7502793560045108e-21,0.29969704017603715,0.4560887356179171,0,0,2.592763356524252e-19
ZNF365,4,-0.5964243230104493,0.06300570142281453,-9.466196067051204,2.9022035724114228e-21,-0.7199132286198499,-0.47293541740104883,0,0,2.617030525730996e-19
ZNF449,4,-0.6167324672020762,0.06537029016525989,-9.434445917907672,3.9306615823656944e-21,-0.7448558815849184,-0.48860905281923395,0,0,3.3967467174276876e-19
SLFN5,3,-0.7383848873659303,0.07846505806731892,-9.410365652599591,4.9441390804840924e-21,-0.8921735752227195,-0.5845961995091412,0,0,4.101657781169603e-19
SLC30A9,4,-0.4310199162677376,0.045845468346514415,-9.401581700724574,5.374891202590037e-21,-0.5208753830812769,-0.3411644494541983,0,0,4.2875093669891296e-19
BCL6,4,0.5531760374335586,0.05896994314519749,9.380643899749279,6.557105076240162e-21,0.4375970726985969,0.6687550021685202,0,0,5.036828121526703e-19
PLRG1,3,-0.4512046188602164,0.0481793568953932,-9.365102565396832,7.597646422788559e-21,-0.5456344231734885,-0.35677481454694426,0,0,5.627685243165525e-19
PLCB3,3,0.5594581358467745,0.05976638316904466,9.36074940764593,7.917311564220303e-21,0.4423181773492261,0.6765980943443228,0,0,5.662242822135486e-19
ZBTB20,4,0.5460430683082046,0.05842718574372782,9.345702028217618,9.128187815047147e-21,0.431527888532466,0.6605582480839431,0,0,6.3106205094692615e-19
AIFM3,3,0.9313756242310273,0.10039573041744601,9.277044156742146,1.7424526577751574e-20,0.7346036084112407,1.128147640050814,0,0,1.1657570362018311e-18
LMBRD2,4,-0.550565687716253,0.059406452141675954,-9.267775937927281,1.9006766670271325e-20,-0.6670001943632402,-0.4341311810692658,0,0,1.2318760648169602e-18
PRELP,4,0.761820511754901,0.08226875948085077,9.260143419717245,2.0415779818657568e-20,0.6005767061196453,0.9230643173901566,0,0,1.2831008286029029e-18
ACTR10,3,-0.5308106649991141,0.05797103259277981,-9.156481112348267,5.361717748939279e-20,-0.6444318010275601,-0.4171895289706681,0,0,3.27064782685296e-18
GPS2,3,0.3653698136979471,0.03994779476930116,9.146182306381634,5.898111287245989e-20,0.2870735746883193,0.44366605270757487,0,0,3.4170699294335044e-18
AGL,4,-0.43510388059506455,0.04757533697184344,-9.145576432860002,5.931268922835398e-20,-0.5283498276122346,-0.3418579335778945,0,0,3.4170699294335044e-18
BCAS2,3,-0.49046182823498935,0.05371933226329846,-9.13008050492983,6.844837548973856e-20,-0.5957497847445948,-0.3851738717253838,0,0,3.836808939613994e-18
PEX6,3,0.5499381724077895,0.06033205598059246,9.115190315819719,7.853251576672215e-20,0.43168951557257396,0.6681868292430051,0,0,4.286222044741625e-18
DLG5,3,0.46898124323985585,0.051481544972518965,9.109696367702247,8.261284960265598e-20,0.3680792692252396,0.5698832172544721,0,0,4.393308976305346e-18
DDHD2,3,-0.4921348470598093,0.05418850164208054,-9.081905425442468,1.0669045699397853e-19,-0.5983423586544767,-0.3859273354651419,0,0,5.531900195137787e-18
PPEF1,3,-1.3872613708606882,0.153118883362232,-9.060028001764199,1.3041707168681393e-19,-1.6873688676036522,-1.0871538741177242,0,0,6.597195284840295e-18
SUB1,4,-0.5795823467971398,0.06416886136784533,-9.032143230260985,1.683418959330167e-19,-0.7053510040070603,-0.45381368958721935,0,0,8.312883146787538e-18
MYH9,3,0.49928948438158083,0.05538881330326365,9.014265780490398,1.9819358264535902e-19,0.39072940516077104,0.6078495636023906,0,0,9.55938349782499e-18
NDFIP1,3,-0.6441321573193991,0.07155565523120751,-9.001834379660243,2.2197724297153465e-19,-0.7843786644627309,-0.5038856501760673,0,0,1.0310736409532755e-17
ZNF711,3,-0.5620505735520414,0.06244327265843035,-9.000978802416435,2.237141458191774e-19,-0.6844371390393795,-0.4396640080647032,0,0,1.0310736409532755e-17
IFT140,3,0.4029140718960363,0.044935511174928104,8.96649579277165,3.0609762214447346e-19,0.3148420883662801,0.4909860554257925,0,0,1.3801010181035608e-17
ZNF592,4,0.35381346126530044,0.03954768170915493,8.946503207630395,3.6692129662056085e-19,0.2763014294433033,0.43132549308729756,0,0,1.6191378067894534e-17
SIPA1,3,0.689208416559861,0.07709336107143662,8.939919170487629,3.8945513018005526e-19,0.538108205412703,0.840308627707019,0,0,1.6827707083196556e-17
RWDD2B,4,-0.5917918240572406,0.06631564151642344,-8.923864875991285,4.502931556371837e-19,-0.7217680930410997,-0.4618155550733815,6.093965308749552e-4,3.146900010059956,1.8995855922342695e-17
FARSB,4,-0.5536710980310886,0.06205685352434819,-8.921997597152652,4.579521678481846e-19,-0.6753002959326886,-0.4320419001294886,0,0,1.8995855922342695e-17
NT5DC2,4,0.5835819674995222,0.06591382237985287,8.853711504339932,8.465603329503611e-19,0.4543932495516404,0.712770685447404,9.84920667218357e-4,5.310264074778316,3.4426786873314684e-17
MSH2,3,-0.484639886200393,0.054811403388705764,-8.841953612526114,9.405927541170742e-19,-0.592068262784353,-0.377211509616433,0.0018241275941478315,17.98074910527452,3.7515180231515616e-17
TAC1,3,-1.5215625050377033,0.1728211727471451,-8.804259807123886,1.3171895297972787e-18,-1.8602857793880827,-1.1828392306873239,0,0,5.154436009055766e-17
LYRM9,3,-0.935946399191687,0.10649503640363357,-8.78863870842109,1.5138304773756383e-18,-1.1446728350750908,-0.7272199633082832,0,0,5.814230389031618e-17
AXIN1,4,0.449778373620147,0.051431391093057416,8.745211126145515,2.2259902584060275e-18,0.34897469940296033,0.5505820478373337,0,0,8.394006901698366e-17
MRPS23,3,-0.4003006702205472,0.045794286713365016,-8.74127973050664,2.3048454445681636e-18,-0.4900558228764438,-0.31054551756465065,0,0,8.536159735775662e-17
BOC,3,0.4863486399979503,0.055865107668561086,8.70576752278686,3.1543280662171296e-18,0.3768550409751182,0.5958422390207824,0,0,1.1477327033919872e-16
MXD4,4,0.5481985035582301,0.06335242248430611,8.653157717749968,5.009372151385588e-18,0.4240300371556246,0.6723669699608356,0,0,1.7912823865471915e-16
PCYOX1L,3,-0.9058120008720607,0.10480436640642035,-8.642884184418582,5.4811473616792006e-18,-1.111224784451184,-0.7003992172929373,0,0,1.9267626488343494e-16
OLA1,3,-0.5402873936230805,0.06268719008651323,-8.618784681167583,6.7668463499049876e-18,-0.6631520284846628,-0.4174227587614983,0,0,2.3390732216171576e-16
GLOD4,3,-0.4326797411112685,0.05022546553680477,-8.614748245473297,7.009544855135613e-18,-0.5311198446701635,-0.33423963755237346,0,0,2.3832452507461083e-16
NFATC2,4,0.6052305335267681,0.07030672456609459,8.608430235685315,7.406781277437858e-18,0.4674318855062453,0.7430291815472909,0,0,2.4776878015171156e-16
ZNF618,3,0.5757916916868193,0.06700364340061638,8.593438542500548,8.440464545056487e-18,0.44446696378864636,0.7071164195849923,0,0,2.778654518483675e-16
MPRIP,4,0.3137259203943381,0.03656432696610197,8.58010926018649,9.478306681915934e-18,0.24206115642183157,0.38539068436684465,0,0,3.0715637591083823e-16
GTF2H3,3,-0.5342235384273515,0.0622902866209747,-8.576353833110554,9.792798089534157e-18,-0.6563102567911391,-0.4121368200635639,0,0,3.121771182078556e-16
LETMD1,4,-0.4063414756040289,0.04738840199669682,-8.574703059882726,9.934276664280842e-18,-0.49922103680246066,-0.3134619144055971,0,0,3.121771182078556e-16
PREX1,3,0.541343571003393,0.06332766365278841,8.548295322743314,1.2491974900281302e-17,0.4172236310188615,0.6654635109879246,0,0,3.821558769859548e-16
RND3,3,-0.650551793492882,0.07610620166401982,-8.547947201002394,1.2529700884785403e-17,-0.7997172077545032,-0.5013863792312607,0,0,3.821558769859548e-16
ADCYAP1,3,-1.3447877810498436,0.1575602977428133,-8.53506752852771,1.4007359195030228e-17,-1.6536002900191653,-1.035975272080522,0,0,4.2103279667380714e-16
WFIKKN1,3,1.0013886654084403,0.11743576269818486,8.52711850632804,1.5003814399033748e-17,0.7712188000230057,1.2315585307938748,0,0,4.445415866227999e-16
